accession	gene_symbol	gene_title	gene_id	best_probe_id	log2fc	t_stat	p_value	fdr	probe_count
GSE75214	TMEM61	transmembrane protein 61	199964	7901687	-0.0731939	-1.05297	0.310273	0.433405	1
GSE75214	SPATA33	spermatogenesis associated 33	124045	7997976	0.041232	1.03822	0.310394	0.433537	1
GSE75214	MSR1	macrophage scavenger receptor 1	4481	8149448	0.281987	1.05836	0.310575	0.433735	1
GSE75214	C3orf18	chromosome 3 open reading frame 18	51161	8087731	-0.0414533	-1.04323	0.310753	0.433929	1
GSE75214	DNASE1L3	deoxyribonuclease 1 like 3	1776	8088371	0.271511	1.06001	0.310798	0.433974	1
GSE75214	ZFP82	ZFP82 zinc finger protein	284406	8036309	0.0807855	1.04206	0.310866	0.43403	1
GSE75214	CGNL1	cingulin like 1	84952	7983867	-0.0979353	-1.058	0.310989	0.434168	1
GSE75214	ZNF230	zinc finger protein 230	7773	8029347	-0.07629	-1.04992	0.311021	0.434194	1
GSE75214	RXFP3	relaxin/insulin like family peptide receptor 3	51289	8104781	-0.0851654	-1.05554	0.311313	0.434533	1
GSE75214	TRIM17	tripartite motif containing 17	51127	7924874	-0.0661285	-1.05566	0.31136	0.43454	1
GSE75214	CTRC	chymotrypsin C	11330	7898167	-0.0657133	-1.05273	0.311373	0.43454	1
GSE75214	FAM19A4	family with sequence similarity 19 member A4, C-C motif chemokine like	151647	8088671	-0.0785487	-1.0563	0.311419	0.434563	1
GSE75214	SPRN	shadow of prion protein homolog (zebrafish)	503542	7937228	-0.0544086	-1.0387	0.311443	0.434564	1
GSE75214	DAG1	dystroglycan 1	1605	8079753	0.0608399	1.03918	0.311474	0.434584	1
GSE75214	CADPS	calcium dependent secretion activator	8618	8088491	0.0874379	1.03399	0.311551	0.434631	1
GSE75214	DEFB132	defensin beta 132	400830	8060325	-0.0500302	-1.04321	0.31155	0.434631	1
GSE75214	LAMP1	lysosomal associated membrane protein 1	3916	7970287	0.0346352	1.04118	0.311912	0.435054	1
GSE75214	HESX1	HESX homeobox 1	8820	8088285	-0.0415049	-1.05032	0.312054	0.435161	1
GSE75214	TRMT44	tRNA methyltransferase 44 homolog (S. cerevisiae)	152992	8094070	-0.0566009	-1.05268	0.312389	0.435502	1
GSE75214	CCDC40	coiled-coil domain containing 40	55036	8010328	-0.0529306	-1.04548	0.312487	0.435601	1
GSE75214	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C	151242	8046746	-0.0664492	-1.04921	0.312534	0.435648	1
GSE75214	OR2T1	olfactory receptor family 2 subfamily T member 1	26696	7911278	-0.0703849	-1.03892	0.312574	0.435649	1
GSE75214	STOML1	stomatin like 1	9399	7990273	0.0747853	1.05332	0.312668	0.435743	1
GSE75214	FBXO46	F-box protein 46	23403	8037647	-0.0508948	-1.04569	0.312661	0.435743	1
GSE75214	MMP21	matrix metallopeptidase 21	118856	7936928	-0.0632064	-1.05114	0.312712	0.435768	1
GSE75214	GALC	galactosylceramidase	2581	7980580	0.131179	1.0529	0.312767	0.435811	1
GSE75214	UTP18	UTP18, small subunit processome component	51096	8008530	-0.066152	-1.04291	0.312769	0.435811	1
GSE75214	LYL1	LYL1, basic helix-loop-helix family member	4066	8034608	0.0509136	1.0459	0.312875	0.43594	1
GSE75214	GHSR	growth hormone secretagogue receptor	2693	8092165	-0.0689349	-1.04446	0.312918	0.435982	1
GSE75214	ANKRD30BL	ankyrin repeat domain 30B-like	554226	8055303	-0.0620466	-1.05108	0.312966	0.436031	2
GSE75214	TAS2R38	taste 2 receptor member 38	5726	8143482	-0.0744718	-1.03823	0.313077	0.436131	1
GSE75214	THAP5	THAP domain containing 5	168451	8180324	-0.0932243	-1.04371	0.313489	0.436589	2
GSE75214	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	9091	7991904	0.0543712	1.04038	0.313498	0.436589	1
GSE75214	REEP6	receptor accessory protein 6	92840	8024323	-0.0500745	-1.03425	0.313628	0.436733	1
GSE75214	SUGT1P1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1	441394	8160712	-0.0264936	-1.01828	0.313748	0.436843	1
GSE75214	TXNL1	thioredoxin like 1	9352	8023450	-0.0472467	-1.03427	0.313774	0.436845	1
GSE75214	C16orf47	chromosome 16 open reading frame 47	388289	8002706	-0.052756	-1.04165	0.313928	0.437041	1
GSE75214	RPS2	ribosomal protein S2	6187	8013348	-0.0561981	-1.03846	0.313981	0.437074	3
GSE75214	SYNRG	synergin, gamma	11276	8014551	0.0383142	1.02758	0.313991	0.437074	1
GSE75214	CEPT1	choline/ethanolamine phosphotransferase 1	10390	7903908	0.0473412	1.02918	0.314151	0.43726	1
GSE75214	CRYBA1	crystallin beta A1	1411	8006019	-0.0455224	-1.04559	0.314182	0.437285	1
GSE75214	CAPZA3	capping actin protein of muscle Z-line alpha subunit 3	93661	7954240	-0.0597909	-1.04992	0.31435	0.43742	1
GSE75214	WDR47	WD repeat domain 47	22911	7918275	0.0767063	1.04149	0.314404	0.437466	1
GSE75214	OR10H5	olfactory receptor family 10 subfamily H member 5	284433	8026488	-0.0693075	-1.0355	0.314441	0.437499	1
GSE75214	GPR82	G protein-coupled receptor 82	27197	8166919	0.160713	1.05028	0.314524	0.437596	1
GSE75214	TTC29	tetratricopeptide repeat domain 29	83894	8103064	-0.0459667	-1.04453	0.314573	0.43761	1
GSE75214	TUBA3FP	tubulin alpha 3f pseudogene	113691	8074695	-0.0488493	-1.03967	0.314712	0.437766	1
GSE75214	KCTD8	potassium channel tetramerization domain containing 8	386617	8100070	-0.0458415	-1.03731	0.314897	0.437987	1
GSE75214	THEM5	thioesterase superfamily member 5	284486	7920100	-0.039895	-1.03702	0.314923	0.438005	1
GSE75214	KAAG1	kidney associated antigen 1	353219	8117189	-0.0552644	-1.03824	0.315041	0.438151	1
GSE75214	CRYGN	crystallin gamma N	155051	8143949	-0.066944	-1.04392	0.31507	0.43817	1
GSE75214	CHD5	chromodomain helicase DNA binding protein 5	26038	7911941	-0.0560506	-1.04107	0.315081	0.43817	1
GSE75214	GLS2	glutaminase 2	27165	7964183	-0.0364828	-1.03406	0.315208	0.43831	1
GSE75214	SPTAN1	spectrin alpha, non-erythrocytic 1	6709	8158317	0.0706717	1.04487	0.315239	0.438316	1
GSE75214	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2	8941	8048460	-0.0623618	-1.0427	0.315284	0.43836	1
GSE75214	PAX8	paired box 8	7849	8054740	-0.0806728	-1.042	0.315317	0.438388	1
GSE75214	SMPX	small muscle protein, X-linked	23676	8171791	-0.0539381	-1.04733	0.315345	0.438408	1
GSE75214	FOXD4L5	forkhead box D4-like 5	653427	8161571	-0.0531562	-1.03807	0.315397	0.438462	7
GSE75214	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	197370	8000413	-0.0623959	-1.03859	0.31554	0.438624	1
GSE75214	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	8128	7986229	-0.0617668	-1.04348	0.315656	0.438731	1
GSE75214	OR13C5	olfactory receptor family 13 subfamily C member 5	138799	8162934	-0.0734584	-1.0422	0.315702	0.438758	1
GSE75214	NKX2-2	NK2 homeobox 2	4821	8065334	-0.102947	-1.0477	0.315716	0.438759	1
GSE75214	ZNF670-ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)	100533111	7925662	0.038607	1.03227	0.315778	0.438827	1
GSE75214	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5	57449	7912056	-0.0615793	-1.03746	0.315794	0.438831	1
GSE75214	RBM34	RNA binding motif protein 34	23029	7925184	-0.049107	-1.03676	0.315916	0.438945	1
GSE75214	GRM4	glutamate metabotropic receptor 4	2914	8125805	-0.0588659	-1.0353	0.316172	0.439283	1
GSE75214	KIAA1143	KIAA1143	57456	7978542	0.0732188	1.03994	0.316364	0.439484	2
GSE75214	KCP	kielin/chordin-like protein	375616	8142830	0.0668607	1.03727	0.316441	0.439565	2
GSE75214	EFNB3	ephrin B3	1949	8004571	-0.0501812	-1.02938	0.316566	0.439683	1
GSE75214	SLC12A1	solute carrier family 12 member 1	6557	7983564	-0.0415946	-1.03252	0.316685	0.439773	1
GSE75214	NLRP8	NLR family pyrin domain containing 8	126205	8031586	-0.0716084	-1.04704	0.316781	0.439849	1
GSE75214	LY6G5C	lymphocyte antigen 6 complex, locus G5C	80741	8125007	0.0424953	1.03042	0.317001	0.440067	2
GSE75214	SBK2	SH3 domain binding kinase family member 2	646643	8039520	-0.0728933	-1.03325	0.317205	0.440275	1
GSE75214	PYDC1	pyrin domain containing 1	260434	8001037	-0.0688973	-1.04249	0.317244	0.440275	1
GSE75214	SNX29P2	sorting nexin 29 pseudogene 2	440352	7994572	-0.0521845	-1.01275	0.317225	0.440275	1
GSE75214	TMCC2	transmembrane and coiled-coil domain family 2	9911	7909088	0.0393171	1.02946	0.317276	0.440301	1
GSE75214	ADCY8	adenylate cyclase 8	114	8152902	-0.0838625	-1.04143	0.317291	0.440304	1
GSE75214	REXO1L1P	REX1, RNA exonuclease 1 homolog-like 1, pseudogene	254958	8151605	0.109999	1.01832	0.317418	0.440388	6
GSE75214	SLC7A3	solute carrier family 7 member 3	84889	8173414	-0.067268	-1.03886	0.317724	0.440739	1
GSE75214	FAS	Fas cell surface death receptor	355	7929032	-0.114286	-1.04354	0.317745	0.44075	1
GSE75214	ZNF487	zinc finger protein 487	642819	7927169	-0.119054	-1.04049	0.317833	0.440854	1
GSE75214	PRRT3	proline rich transmembrane protein 3	285368	8085255	-0.0515849	-1.03368	0.31787	0.440887	1
GSE75214	CPPED1	calcineurin like phosphoesterase domain containing 1	55313	7999553	-0.113547	-1.03488	0.318104	0.441117	1
GSE75214	HIST3H2A	histone cluster 3, H2a	92815	7924888	0.085493	1.04542	0.318167	0.44117	1
GSE75214	ASB16	ankyrin repeat and SOCS box containing 16	92591	8007584	-0.0645484	-1.0361	0.31824	0.441252	1
GSE75214	TMEM132B	transmembrane protein 132B	114795	7959807	-0.0322574	-1.01178	0.318315	0.44132	1
GSE75214	MYOZ3	myozenin 3	91977	8109315	-0.0645295	-1.03304	0.318339	0.441335	1
GSE75214	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	645974	8168393	-0.0687399	-1.04201	0.318423	0.441433	2
GSE75214	FOXJ1	forkhead box J1	2302	8018646	0.0548213	1.03337	0.318687	0.441762	1
GSE75214	COL25A1	collagen type XXV alpha 1 chain	84570	8102263	-0.0568348	-1.02745	0.318765	0.441849	1
GSE75214	TMEM234	transmembrane protein 234	56063	7914500	0.0375437	1.00826	0.318793	0.441849	1
GSE75214	AURKAIP1	aurora kinase A interacting protein 1	54998	7911532	-0.0506304	-1.03741	0.318835	0.441859	2
GSE75214	SLC13A3	solute carrier family 13 member 3	64849	8066757	-0.0425636	-1.02865	0.318837	0.441859	1
GSE75214	GTF2H3	general transcription factor IIH subunit 3	2967	7959623	-0.0698379	-1.02145	0.318918	0.441953	1
GSE75214	TMEM52	transmembrane protein 52	339456	7911634	-0.0855954	-1.04019	0.318935	0.441958	1
GSE75214	HBS1L	HBS1 like translational GTPase	10767	8129706	0.0600384	1.028	0.319007	0.442038	1
GSE75214	PLPP7	phospholipid phosphatase 7 (inactive)	84814	8158825	0.0423155	1.01916	0.319019	0.442038	1
GSE75214	TRAPPC4	trafficking protein particle complex 4	51399	7944375	0.0816296	1.02817	0.319212	0.44225	1
GSE75214	TTYH1	tweety family member 1	57348	8031157	-0.054394	-1.02825	0.319283	0.44233	1
GSE75214	XPO6	exportin 6	23214	8000482	0.0606383	1.01453	0.319389	0.442458	1
GSE75214	SLC25A52	solute carrier family 25 member 52	147407	8022763	0.0446899	1.03204	0.319471	0.442535	1
GSE75214	TMEM222	transmembrane protein 222	84065	7899310	0.049505	1.03347	0.319544	0.442618	1
GSE75214	SLC4A3	solute carrier family 4 member 3	6508	8048673	-0.0541703	-1.02757	0.319664	0.442728	1
GSE75214	PTGER2	prostaglandin E receptor 2	5732	7974366	0.149641	1.03846	0.3197	0.44276	1
GSE75214	HAS1	hyaluronan synthase 1	3036	8038890	0.0527805	1.0163	0.319849	0.442911	1
GSE75214	GPR85	G protein-coupled receptor 85	54329	8142424	0.0559954	1.03435	0.319869	0.44292	1
GSE75214	MVD	mevalonate diphosphate decarboxylase	4597	8003332	0.0645752	1.02288	0.320153	0.443276	1
GSE75214	SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)	400709	8030563	0.0945221	1.0369	0.320312	0.443441	1
GSE75214	OR2M7	olfactory receptor family 2 subfamily M member 7	391196	7911260	0.119466	1.02136	0.320378	0.443514	2
GSE75214	ERICH6	glutamate rich 6	131831	8091469	-0.0447958	-1.03144	0.320425	0.443561	1
GSE75214	DKFZp779M0652	uncharacterized DKFZp779M0652	374387	7939587	-0.0710108	-1.02719	0.320681	0.443841	1
GSE75214	EMP2	epithelial membrane protein 2	2013	7999387	0.058301	1.0089	0.320704	0.443855	1
GSE75214	NEUROD4	neuronal differentiation 4	58158	7955974	-0.0503123	-1.02402	0.320784	0.443947	1
GSE75214	RPGR	retinitis pigmentosa GTPase regulator	6103	8172056	-0.0808369	-1.03508	0.320822	0.443962	1
GSE75214	FTH1P18	ferritin heavy chain 1 pseudogene 18	441490	8172030	-0.0599867	-1.02419	0.320879	0.444004	2
GSE75214	NR2E1	nuclear receptor subfamily 2 group E member 1	7101	8121334	0.0545929	1.02971	0.320908	0.444026	1
GSE75214	TMEM167A	transmembrane protein 167A	153339	8112967	0.0727149	1.02574	0.320932	0.444041	1
GSE75214	SCGB2A2	secretoglobin family 2A member 2	4250	7940636	-0.0395527	-1.01804	0.320971	0.444076	1
GSE75214	KRT72	keratin 72	140807	7963459	-0.0706003	-1.03141	0.321127	0.444255	1
GSE75214	PPBPP2	pro-platelet basic protein pseudogene 2	10895	8100990	-0.0640857	-1.0285	0.321194	0.444296	1
GSE75214	ASTN1	astrotactin 1	460	7922525	-0.047246	-1.02467	0.32117	0.444296	1
GSE75214	CENPBD1P1	CENPB DNA-binding domains containing 1 pseudogene 1	65996	8031973	-0.0319393	-1.02147	0.321197	0.444296	1
GSE75214	KRR1	KRR1, small subunit processome component homolog	11103	7965022	-0.0606391	-1.01556	0.321484	0.444582	1
GSE75214	HTR2C	5-hydroxytryptamine receptor 2C	3358	8169447	-0.0708563	-1.03154	0.321636	0.444774	1
GSE75214	RNF17	ring finger protein 17	56163	7968085	-0.0411753	-1.03285	0.321671	0.444804	1
GSE75214	MSS51	MSS51 mitochondrial translational activator	118490	7934384	0.0493301	1.01822	0.321977	0.445135	1
GSE75214	PLET1	placenta expressed transcript 1	349633	7951695	0.0626737	1.02367	0.322037	0.445181	1
GSE75214	YPEL4	yippee like 4	219539	7948282	-0.0699708	-1.02948	0.322254	0.445462	1
GSE75214	WAPL	WAPL cohesin release factor	23063	7934812	0.0639865	1.03113	0.322314	0.445526	1
GSE75214	PPP4R3CP	protein phosphatase 4 regulatory subunit 3C, pseudogene	139420	8171883	-0.0779326	-1.03092	0.322389	0.445575	1
GSE75214	THAP7	THAP domain containing 7	80764	8074688	-0.0448925	-1.02435	0.322524	0.445743	1
GSE75214	SLC25A14	solute carrier family 25 member 14	9016	8169904	-0.0504606	-1.02702	0.322719	0.445938	1
GSE75214	TMEM75	transmembrane protein 75	641384	8152815	-0.0428889	-1.01758	0.322714	0.445938	1
GSE75214	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4	79058	8010702	-0.0386748	-1.02499	0.322823	0.446063	1
GSE75214	ADGRD2	adhesion G protein-coupled receptor D2	347088	8157777	-0.0628106	-1.02419	0.322899	0.44615	1
GSE75214	ZNF621	zinc finger protein 621	285268	8079005	0.0567143	1.02635	0.32353	0.446836	1
GSE75214	ANK2	ankyrin 2, neuronal	287	8096959	0.115825	1.02023	0.323626	0.44695	1
GSE75214	PROSER3	proline and serine rich 3	148137	8028016	0.0378979	1.01698	0.324001	0.447327	1
GSE75214	DPH7	diphthamide biosynthesis 7	92715	8165610	0.0451103	1.01379	0.324042	0.447357	1
GSE75214	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	29928	8003627	0.0429659	1.01228	0.324072	0.44738	1
GSE75214	KCNS1	potassium voltage-gated channel modifier subfamily S member 1	3787	8066475	-0.0743459	-1.02706	0.324126	0.447417	1
GSE75214	SRSF2	serine and arginine rich splicing factor 2	6427	8018803	0.0553604	1.0152	0.324257	0.44758	1
GSE75214	CYP1A2	cytochrome P450 family 1 subfamily A member 2	1544	7984862	-0.0649933	-1.02151	0.324417	0.447689	1
GSE75214	LRRC14	leucine rich repeat containing 14	9684	8148923	-0.0580362	-1.02411	0.3244	0.447689	1
GSE75214	E2F4	E2F transcription factor 4	1874	7996455	-0.0385619	-1.02157	0.324409	0.447689	1
GSE75214	CTRL	chymotrypsin like	1506	8002121	0.0565717	1.02191	0.324852	0.448126	1
GSE75214	OR5D13	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)	390142	7939940	-0.0483157	-1.01507	0.324855	0.448126	1
GSE75214	TEX35	testis expressed 35	84066	7907633	-0.0462849	-1.0158	0.324913	0.448187	1
GSE75214	ZNF529	zinc finger protein 529	57711	8036333	-0.0736329	-1.02037	0.32537	0.44868	1
GSE75214	TBX6	T-box 6	6911	8000779	-0.0658017	-1.02017	0.325606	0.448939	1
GSE75214	OR2T10	olfactory receptor family 2 subfamily T member 10	127069	7925751	0.0752171	1.01529	0.32587	0.449228	1
GSE75214	DIO1	deiodinase, iodothyronine type I	1733	7901565	-0.0628414	-1.02557	0.325911	0.449247	1
GSE75214	RAET1E	retinoic acid early transcript 1E	135250	8130151	0.0476821	1.01532	0.326008	0.449362	1
GSE75214	PQLC3	PQ loop repeat containing 3	130814	8040278	0.0837033	1.01502	0.326024	0.449366	1
GSE75214	LOC284023	uncharacterized LOC284023	284023	8012282	-0.0806643	-1.02189	0.32607	0.449392	1
GSE75214	TMEM59L	transmembrane protein 59 like	25789	8027040	-0.0770771	-1.0222	0.326067	0.449392	1
GSE75214	NFASC	neurofascin	23114	7909027	-0.0607244	-1.00911	0.32629	0.449677	1
GSE75214	LOC647983	uncharacterized LOC647983	647983	8161431	-0.0519162	-1.00874	0.326436	0.449822	1
GSE75214	NOM1	nucleolar protein with MIF4G domain 1	64434	8137584	-0.0536012	-1.01428	0.326643	0.450032	1
GSE75214	SNORA29	small nucleolar RNA, H/ACA box 29	677812	8130580	-0.0891886	-1.02077	0.326671	0.450036	1
GSE75214	NUP43	nucleoporin 43	348995	8130129	0.0704135	1.00902	0.326673	0.450036	1
GSE75214	VSIG8	V-set and immunoglobulin domain containing 8	391123	7921462	-0.0554073	-1.01352	0.326886	0.450311	1
GSE75214	ABCD1	ATP binding cassette subfamily D member 1	215	8170704	0.086425	1.01327	0.326933	0.450357	1
GSE75214	HMCN1	hemicentin 1	83872	7908204	0.0975327	1.00437	0.327032	0.450473	1
GSE75214	FGF18	fibroblast growth factor 18	8817	8109981	0.0575312	1.01665	0.327044	0.450473	1
GSE75214	LINC00965	long intergenic non-protein coding RNA 965	349196	8144420	0.0954812	1.00413	0.32715	0.450544	26
GSE75214	CD1A	CD1a molecule	909	7906339	0.0692443	1.01036	0.32711	0.450544	1
GSE75214	ANAPC1P1	anaphase promoting complex subunit 1 pseudogene 1	100286979	8054614	-0.0585859	-1.00445	0.32714	0.450544	3
GSE75214	NKX2-4	NK2 homeobox 4	644524	8065327	-0.0815701	-1.01678	0.327266	0.450685	1
GSE75214	OLFM3	olfactomedin 3	118427	7918052	-0.0659633	-1.01566	0.327527	0.450951	1
GSE75214	PHKG1	phosphorylase kinase catalytic subunit gamma 1	5260	8139746	-0.0573607	-1.01848	0.327575	0.450999	1
GSE75214	CTNS	cystinosin, lysosomal cystine transporter	1497	8003824	-0.0394334	-1.00167	0.327625	0.451049	1
GSE75214	MON1A	MON1 homolog A, secretory trafficking associated	84315	8087568	-0.0372215	-1.00706	0.327645	0.451058	1
GSE75214	WHRN	whirlin	25861	8163599	0.0938458	1.02111	0.328	0.451472	1
GSE75214	LOC100131170	uncharacterized LOC100131170	100131170	8019088	-0.0697806	-1.01382	0.328025	0.451488	1
GSE75214	ART1	ADP-ribosyltransferase 1	417	7937882	-0.0625969	-1.01013	0.328103	0.451576	1
GSE75214	ZNF133	zinc finger protein 133	7692	8061154	-0.0359493	-1.00966	0.328166	0.451644	1
GSE75214	KRTAP12-3	keratin associated protein 12-3	386683	8069161	0.0737586	1.01525	0.328195	0.451665	1
GSE75214	C6orf15	chromosome 6 open reading frame 15	29113	8178439	0.0610952	1.01151	0.32823	0.451673	3
GSE75214	DUS3L	dihydrouridine synthase 3 like	56931	8033025	-0.0512168	-1.01135	0.328305	0.451742	1
GSE75214	OR52E2	olfactory receptor family 52 subfamily E member 2	119678	7946019	-0.0553486	-1.00602	0.328416	0.451857	1
GSE75214	ZC3H4	zinc finger CCCH-type containing 4	23211	8037856	-0.0556159	-1.01837	0.328481	0.451928	1
GSE75214	VWC2	von Willebrand factor C domain containing 2	375567	8132805	-0.0634208	-1.01249	0.328713	0.45221	1
GSE75214	GP6	glycoprotein VI platelet	51206	8039294	-0.0971695	-1.01722	0.32883	0.452287	1
GSE75214	LRRC4C	leucine rich repeat containing 4C	57689	7947553	-0.0510757	-1.01058	0.328837	0.452287	1
GSE75214	SNORA15	small nucleolar RNA, H/ACA box 15	677803	8133072	0.0435153	1.00089	0.328825	0.452287	3
GSE75214	OR6X1	olfactory receptor family 6 subfamily X member 1	390260	7952373	-0.0657447	-1.0112	0.328896	0.452349	1
GSE75214	SPZ1	spermatogenic leucine zipper 1	84654	8106597	-0.0599378	-1.01414	0.328915	0.452357	1
GSE75214	NACA	nascent polypeptide-associated complex alpha subunit	4666	7964262	-0.0314948	-0.994543	0.329001	0.452456	1
GSE75214	DEFB134	defensin beta 134	613211	8149350	-0.0697326	-1.00957	0.329197	0.452688	1
GSE75214	SNORA71A	small nucleolar RNA, H/ACA box 71A	26777	8066258	-0.135954	-1.01092	0.329324	0.452826	1
GSE75214	LOC171391	uncharacterized LOC171391	171391	7937474	-0.0602524	-1.01063	0.329338	0.452826	1
GSE75214	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	11227	8045835	0.253652	1.013	0.329436	0.452918	1
GSE75214	NPAP1	nuclear pore associated protein 1	23742	7981917	0.0620659	1.00803	0.329544	0.453016	1
GSE75214	PPAN-P2RY11	PPAN-P2RY11 readthrough	692312	8025563	-0.0377455	-1.00391	0.329657	0.453115	1
GSE75214	HSP90AA1	heat shock protein 90 alpha family class A member 1	3320	7981335	0.0390466	0.992055	0.329754	0.453229	1
GSE75214	PAGR1	PAXIP1 associated glutamate rich protein 1	79447	7994655	0.0426955	1.00748	0.329961	0.453476	1
GSE75214	C19orf71	chromosome 19 open reading frame 71	100128569	8024655	-0.0760065	-1.00925	0.330047	0.453557	1
GSE75214	OR2L3	olfactory receptor family 2 subfamily L member 3	391192	7911258	-0.0690421	-1.01256	0.330036	0.453557	1
GSE75214	MLIP	muscular LMNA-interacting protein	90523	8120300	-0.0651121	-1.01225	0.330069	0.453569	1
GSE75214	BTBD6	BTB domain containing 6	90135	7977340	-0.0459863	-0.992622	0.330665	0.454313	1
GSE75214	TNP2	transition protein 2	7142	7999427	-0.0598313	-1.00915	0.330781	0.454434	1
GSE75214	ZNF287	zinc finger protein 287	57336	8013026	-0.0679482	-1.00947	0.330908	0.454553	1
GSE75214	RHD	Rh blood group D antigen	6007	7898998	-0.0654239	-1.0059	0.330977	0.45461	1
GSE75214	KIR2DL5B	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B	553128	8039884	-0.046398	-1.00669	0.330966	0.45461	1
GSE75214	NTF4	neurotrophin 4	4909	8038305	-0.0816291	-1.01423	0.331052	0.454694	1
GSE75214	OXLD1	oxidoreductase like domain containing 1	339229	8019238	-0.043405	-1.00503	0.331173	0.454835	1
GSE75214	B4GALT6	beta-1,4-galactosyltransferase 6	9331	8022747	0.110364	1.00087	0.331475	0.455162	1
GSE75214	INSM2	INSM transcriptional repressor 2	84684	7973943	-0.0559094	-0.999693	0.331805	0.455559	1
GSE75214	KPNA1	karyopherin subunit alpha 1	3836	8089999	-0.0517208	-1.00446	0.331837	0.455584	1
GSE75214	LHFPL4	lipoma HMGIC fusion partner-like 4	375323	8085195	-0.0659986	-1.00723	0.332043	0.45581	1
GSE75214	ZBTB24	zinc finger and BTB domain containing 24	9841	8128767	-0.0920178	-1.00898	0.332188	0.455991	1
GSE75214	SNORD77	small nucleolar RNA, C/D box 77	692197	7922412	-0.0741746	-1.00392	0.332456	0.456283	1
GSE75214	LRRC71	leucine rich repeat containing 71	149499	7906284	-0.0596543	-1.00219	0.332456	0.456283	1
GSE75214	AURKC	aurora kinase C	6795	8031700	-0.0396445	-0.99214	0.33248	0.456297	1
GSE75214	OR2A2	olfactory receptor family 2 subfamily A member 2	442361	8136973	-0.0490603	-0.992419	0.332624	0.456476	1
GSE75214	LYPD4	LY6/PLAUR domain containing 4	147719	8037061	-0.0683291	-1.00521	0.332774	0.456591	1
GSE75214	UBE4B	ubiquitination factor E4B	10277	7897527	-0.0435322	-1.00326	0.33281	0.456599	1
GSE75214	WNT7A	Wnt family member 7A	7476	8085475	-0.0578632	-1.00262	0.332826	0.456602	1
GSE75214	LOC654780	splicing factor proline/glutamine-rich	654780	8003145	-0.0706406	-1.00397	0.332924	0.456699	1
GSE75214	OR5T2	olfactory receptor family 5 subfamily T member 2	219464	7948125	-0.0556207	-0.998389	0.332965	0.456737	1
GSE75214	ABHD8	abhydrolase domain containing 8	79575	8035271	0.0556732	1.00805	0.333052	0.456837	1
GSE75214	SNORD114-2	small nucleolar RNA, C/D box 114-2	767578	7976814	0.0739212	1.00147	0.33324	0.45702	1
GSE75214	ETNPPL	ethanolamine-phosphate phospho-lyase	64850	8102249	-0.0597867	-1.00996	0.333211	0.45702	1
GSE75214	CABP4	calcium binding protein 4	57010	7941917	-0.0356474	-0.989586	0.333506	0.45729	1
GSE75214	CSRNP2	cysteine and serine rich nuclear protein 2	81566	7963235	0.0598462	1.0033	0.33353	0.457304	1
GSE75214	PDGFD	platelet derived growth factor D	80310	7951351	-0.223613	-1.00895	0.333592	0.45737	1
GSE75214	DDX43	DEAD-box helicase 43	55510	8120679	-0.0681271	-1.00439	0.333668	0.457456	1
GSE75214	MIR219A1	microRNA 219a-1	407002	8118632	-0.0745237	-1.00197	0.333846	0.457678	1
GSE75214	TNS3	tensin 3	64759	8139500	0.06863	0.989174	0.333858	0.457678	1
GSE75214	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2	3698	7926061	-0.051269	-1.00074	0.333965	0.457787	1
GSE75214	CCNL2	cyclin L2	81669	8039909	0.0610795	0.977672	0.33403	0.45779	2
GSE75214	PSG10P	pregnancy specific beta-1-glycoprotein 10, pseudogene	653492	8037272	-0.0450117	-0.990237	0.334025	0.45779	2
GSE75214	N4BP2L1	NEDD4 binding protein 2 like 1	90634	7968514	-0.0996291	-1.00678	0.334079	0.457811	2
GSE75214	DOCK3	dedicator of cytokinesis 3	1795	8080028	-0.0512307	-1.00386	0.334071	0.457811	1
GSE75214	LOC105377021	uncharacterized LOC105377021	105377021	8086024	-0.0636839	-0.999296	0.334177	0.457908	1
GSE75214	HAUS2	HAUS augmin like complex subunit 2	55142	7983123	-0.0541403	-0.985455	0.334174	0.457908	1
GSE75214	AR	androgen receptor	367	8167998	-0.0751349	-1.00615	0.334326	0.458025	1
GSE75214	SPACA3	sperm acrosome associated 3	124912	8006423	-0.053265	-0.997277	0.334331	0.458025	1
GSE75214	C2orf27B	chromosome 2 open reading frame 27B	408029	8045323	0.0516609	0.995458	0.334326	0.458025	2
