gene_symbol	gene_title	datasets	evidence_groups	evidence_group_count	direction	direction_consistency	mean_log2fc	min_log2fc	max_log2fc	best_fdr	consensus_score
PRDM15	PR/SET domain 15	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.481223	0.297765	0.664681	4.19693e-08	0.962446
ZNF518A	zinc finger protein 518A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.481002	-0.522205	-0.439798	2.15647e-07	0.962003
TACR1	tachykinin receptor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.480954	0.36377	0.598139	5.08248e-08	0.961909
NDE1	nudE neurodevelopment protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.480936	0.44655	0.515323	6.41428e-06	0.961873
TPMT	thiopurine S-methyltransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.48088	-0.494531	-0.467228	1.62973e-05	0.961759
GYG1	glycogenin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.480792	0.373701	0.587883	0.000137843	0.961584
SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.480644	-0.746709	-0.214578	0.00114079	0.961287
DNMT1	DNA (cytosine-5-)-methyltransferase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.480568	0.446764	0.514373	5.28761e-06	0.961137
TRIM10	tripartite motif containing 10	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.480495	-0.705825	-0.255165	3.22677e-05	0.96099
NIPAL3	NIPA like domain containing 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.480472	-0.496465	-0.46448	1.66172e-05	0.960945
ZNF577	zinc finger protein 577	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.480113	-0.750808	-0.209418	6.40485e-06	0.960226
CYP3A5	cytochrome P450 family 3 subfamily A member 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.48009	-0.696527	-0.263652	0.000113276	0.960179
PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.480016	0.474933	0.4851	2.63732e-08	0.960033
H1F0	H1 histone family member 0	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479847	-0.488659	-0.471036	0.000128402	0.959695
LHX6	LIM homeobox 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.479806	0.264266	0.695346	2.12472e-05	0.959612
LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479695	-0.61314	-0.346249	3.02333e-09	0.959389
ASCC3	activating signal cointegrator 1 complex subunit 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.479648	0.423284	0.536011	2.41089e-05	0.959295
EMILIN3	elastin microfibril interfacer 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479574	-0.908213	-0.050935	0.000221886	0.959148
NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479564	-0.700029	-0.259099	2.17911e-12	0.959128
TACO1	translational activator of cytochrome c oxidase I	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479464	-0.497471	-0.461457	5.60388e-06	0.958928
FZD3	frizzled class receptor 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.47943	0.163701	0.795159	1.01848e-05	0.95886
PLEKHA7	pleckstrin homology domain containing A7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479198	-0.486173	-0.472224	4.53782e-06	0.958397
C4orf3	chromosome 4 open reading frame 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.479148	0.346603	0.611693	0.000254023	0.958296
DDAH1	dimethylarginine dimethylaminohydrolase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479146	-0.507354	-0.450939	1.24123e-12	0.958293
FAM69A	family with sequence similarity 69 member A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.47909	0.332208	0.625972	0.00015666	0.95818
BMX	BMX non-receptor tyrosine kinase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.479083	-0.592135	-0.366031	0.00505379	0.958166
KIF18A	kinesin family member 18A	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.479009	0.319094	0.638925	0.00139955	0.958019
CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478911	0.133833	0.823988	3.70487e-07	0.957821
DEF8	differentially expressed in FDCP 8 homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478895	0.395863	0.561927	8.61615e-08	0.95779
MAP3K6	mitogen-activated protein kinase kinase kinase 6	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478882	0.293814	0.66395	4.22385e-09	0.957764
ELAVL2	ELAV like neuron-specific RNA binding protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.47873	-0.655233	-0.302227	5.74846e-05	0.95746
CAAP1	caspase activity and apoptosis inhibitor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.478668	-0.522006	-0.43533	2.24798e-07	0.957336
ZKSCAN7	zinc finger with KRAB and SCAN domains 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478611	0.196244	0.760978	0.000136633	0.957222
FLNB	filamin B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.478564	-0.704527	-0.252601	1.10221e-05	0.957128
GNA12	G protein subunit alpha 12	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478532	0.228488	0.728576	3.93297e-05	0.957064
SLC23A2	solute carrier family 23 member 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478276	0.29154	0.665012	1.09792e-05	0.956552
RLIM	ring finger protein, LIM domain interacting	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478265	0.441383	0.515147	2.0466e-05	0.95653
ARF4	ADP ribosylation factor 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.478213	0.284196	0.67223	0.00164409	0.956426
SNX32	sorting nexin 32	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.478152	-0.4812	-0.475103	0.000175125	0.956303
FAM171A1	family with sequence similarity 171 member A1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.478132	-0.508848	-0.447417	2.77307e-10	0.956265
KCTD9	potassium channel tetramerization domain containing 9	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.478113	-0.626906	-0.32932	2.4816e-05	0.956226
SPA17	sperm autoantigenic protein 17	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.478056	-0.659435	-0.296677	1.96522e-05	0.956112
HACD2	3-hydroxyacyl-CoA dehydratase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.477855	-0.548648	-0.407061	8.43216e-10	0.955709
DCUN1D4	defective in cullin neddylation 1 domain containing 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.477697	-0.512811	-0.442584	2.782e-07	0.955395
ATE1	arginyltransferase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.47765	-0.494404	-0.460897	1.76405e-06	0.955301
ZNF493	zinc finger protein 493	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.477587	-0.730494	-0.22468	0.00042706	0.955174
AIM1L	absent in melanoma 1-like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.47755	-0.64099	-0.31411	0.00475302	0.9551
TP73-AS1	TP73 antisense RNA 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.477515	0.261791	0.693238	1.01291e-05	0.955029
SHMT2	serine hydroxymethyltransferase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.477514	0.417476	0.537551	1.33585e-08	0.955027
PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.477481	-0.580098	-0.374864	0.000824218	0.954962
SREBF2	sterol regulatory element binding transcription factor 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.47743	-0.488204	-0.466655	0.000190504	0.954859
INTS6L	integrator complex subunit 6 like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.477375	-0.687041	-0.267709	6.58436e-07	0.95475
HLA-F	major histocompatibility complex, class I, F	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.477279	0.375926	0.578632	9.48811e-05	0.954558
FH	fumarate hydratase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.477133	-0.568984	-0.385281	8.63822e-09	0.954265
SLC22A15	solute carrier family 22 member 15	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.477058	0.392708	0.561408	2.58579e-11	0.954116
ATF5	activating transcription factor 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476969	0.335648	0.618289	2.59031e-06	0.953937
HOXD3	homeobox D3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.476935	-0.783379	-0.170491	9.8725e-07	0.95387
NUAK1	NUAK family kinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476885	0.447655	0.506115	8.30748e-05	0.95377
MYADM	myeloid associated differentiation marker	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476876	0.462395	0.491356	0.000807799	0.953751
EXOC3	exocyst complex component 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.476621	-0.836168	-0.117074	0.00309216	0.953242
VPS37B	VPS37B, ESCRT-I subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.476616	-0.609405	-0.343827	1.73072e-05	0.953232
CDH1	cadherin 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.476578	-0.493588	-0.459568	6.23524e-05	0.953156
DKK3	dickkopf WNT signaling pathway inhibitor 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476492	0.349713	0.603272	1.24748e-06	0.952985
ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.476388	-0.609048	-0.343729	6.70171e-08	0.952777
MFAP2	microfibrillar associated protein 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476369	0.417867	0.534871	9.4233e-08	0.952738
PREB	prolactin regulatory element binding	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476361	0.45226	0.500463	3.78602e-11	0.952723
RNASEL	ribonuclease L	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.476299	-0.558982	-0.393617	7.26357e-05	0.952599
MAPK3	mitogen-activated protein kinase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.47615	-0.506728	-0.445571	4.09034e-08	0.952299
ARL3	ADP ribosylation factor like GTPase 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.476012	0.437919	0.514104	6.33756e-07	0.952023
GYG2	glycogenin 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475983	0.434246	0.51772	0.00111395	0.951966
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475938	0.426406	0.52547	4.10043e-08	0.951876
B2M	beta-2-microglobulin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475934	0.236792	0.715075	0.00031458	0.951867
ZNF512B	zinc finger protein 512B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475502	0.165693	0.785311	6.0178e-06	0.951004
ISG15	ISG15 ubiquitin-like modifier	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475463	0.165485	0.785442	0.000173748	0.950927
CHL1	cell adhesion molecule L1 like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475334	0.243669	0.707	0.00555963	0.950669
HOXB3	homeobox B3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.475154	-0.493525	-0.456782	8.34737e-06	0.950307
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475153	0.157225	0.793081	5.94521e-05	0.950306
LOC153684	uncharacterized LOC153684	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.475092	0.266449	0.683735	6.66748e-09	0.950184
AUTS2	autism susceptibility candidate 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.474927	-0.476997	-0.472857	1.33407e-05	0.949854
TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.474878	0.34853	0.601227	5.54027e-08	0.949757
ZKSCAN1	zinc finger with KRAB and SCAN domains 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.474246	-0.644433	-0.304059	4.0944e-06	0.948492
NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.474123	-0.481901	-0.466345	6.15137e-06	0.948246
THNSL2	threonine synthase like 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473776	-0.508475	-0.439076	0.00508488	0.947551
DIO3	deiodinase, iodothyronine, type III	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473746	-0.560327	-0.387165	1.85101e-05	0.947492
GFM1	G elongation factor mitochondrial 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473627	-0.479562	-0.467692	2.7743e-06	0.947254
AATBC	apoptosis associated transcript in bladder cancer	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473625	-0.869513	-0.0777377	0.0287678	0.947251
CDC42SE1	CDC42 small effector 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.473624	0.383149	0.564099	6.55528e-05	0.947248
SKP1	S-phase kinase-associated protein 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473588	-0.518188	-0.428988	7.25903e-06	0.947176
SAP30L	SAP30 like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473553	-0.477351	-0.469755	4.54564e-07	0.947106
RASL12	RAS like family 12	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.473507	0.255411	0.691604	1.02586e-08	0.947015
MYB	MYB proto-oncogene, transcription factor	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473349	-0.559235	-0.387464	1.80335e-08	0.946699
LOC254896	uncharacterized LOC254896	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.473271	0.0451144	0.901427	2.11521e-12	0.946541
ARF3	ADP ribosylation factor 3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.473203	-0.515914	-0.430493	1.91592e-06	0.946407
RHBDD1	rhomboid domain containing 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.473016	0.454829	0.491203	5.08766e-07	0.946032
ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.472959	-0.558119	-0.387799	4.29076e-06	0.945918
FAM92A1	family with sequence similarity 92 member A1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.472867	0.257536	0.688198	1.14188e-08	0.945734
HSPB8	heat shock protein family B (small) member 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.472767	0.285343	0.66019	1.63009e-05	0.945533
ANKRD36B	ankyrin repeat domain 36B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.472677	0.465837	0.479517	0.000913411	0.945354
DOK4	docking protein 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.472643	-0.534148	-0.411139	7.41417e-06	0.945287
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.472537	-0.588983	-0.35609	1.45958e-09	0.945073
PNRC1	proline rich nuclear receptor coactivator 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.472453	0.462378	0.482528	9.35906e-09	0.944906
ATP5SL	ATP5S like	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.47236	-0.477543	-0.467177	9.51182e-10	0.94472
ERN2	endoplasmic reticulum to nucleus signaling 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.472173	-0.476982	-0.467364	4.33239e-05	0.944346
ZNF37BP	zinc finger protein 37B, pseudogene	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.472171	0.215139	0.729203	0.000459546	0.944342
SLC25A4	solute carrier family 25 member 4	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.472002	-0.706623	-0.237382	4.63068e-11	0.944005
GTF2E2	general transcription factor IIE subunit 2	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.472002	0.373743	0.570261	1.56013e-10	0.944004
NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471954	-0.503923	-0.439984	0.000370214	0.943907
ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471911	-0.498706	-0.445117	3.94474e-09	0.943823
SLC35B3	solute carrier family 35 member B3	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471827	-0.495044	-0.44861	1.81972e-06	0.943654
SEMA4C	semaphorin 4C	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.471673	0.449637	0.493709	0.000224768	0.943346
KLHL24	kelch like family member 24	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471646	-0.659088	-0.284204	2.69073e-11	0.943292
CLUH	clustered mitochondria homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471596	-0.514156	-0.429036	4.99869e-05	0.943192
IL17RE	interleukin 17 receptor E	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471524	-0.560857	-0.382191	2.47946e-05	0.943048
HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.471394	0.410535	0.532253	8.84026e-06	0.942788
TCEAL7	transcription elongation factor A like 7	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.471373	0.161401	0.781344	4.73987e-05	0.942745
CX3CR1	C-X3-C motif chemokine receptor 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.471316	0.199668	0.742964	0.000382941	0.942632
PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471229	-0.527826	-0.414632	4.2621e-10	0.942458
APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471216	-0.585008	-0.357424	1.41143e-06	0.942432
CLEC12B	C-type lectin domain family 12 member B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.471141	0.028325	0.913956	5.50319e-07	0.942281
OPLAH	5-oxoprolinase (ATP-hydrolysing)	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.471058	-0.490911	-0.451205	4.93716e-06	0.942116
PRSS8	protease, serine 8	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.470894	-0.518883	-0.422906	0.00280161	0.941789
ACR	acrosin	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.470836	-0.67192	-0.269753	4.5045e-06	0.941673
ZFAND2B	zinc finger AN1-type containing 2B	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.470815	-0.542384	-0.399247	3.08127e-05	0.941631
PET117	PET117 homolog	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.470747	-0.633376	-0.308118	4.076e-14	0.941494
WNK1	WNK lysine deficient protein kinase 1	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.470713	0.326552	0.614874	2.92554e-05	0.941426
CDC42BPA	CDC42 binding protein kinase alpha	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	down	1.000	-0.470496	-0.726597	-0.214395	3.02748e-07	0.940992
SEL1L	SEL1L ERAD E3 ligase adaptor subunit	GSE75214;GSE59071;GSE87466	GPL13158_uc_colon;GPL6244_active_uc_colon	2	up	1.000	0.470453	0.279912	0.660994	3.22204e-10	0.940906
