accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE59071	8166006	AMELX	amelogenin, X-linked	265	74	11	4.7282	4.86881	-0.140613	-2.44297	0.0284295	0.0654893
GSE59071	7894097				74	11	7.14655	7.30224	-0.155697	-2.35001	0.0284416	0.0655126
GSE59071	8001423	RPGRIP1L	RPGRIP1 like	23322	74	11	5.73976	5.4584	0.281358	2.47585	0.0284466	0.0655174
GSE59071	8006715	TADA2A	transcriptional adaptor 2A	6871	74	11	7.31917	7.49939	-0.180222	-2.47055	0.0284476	0.0655174
GSE59071	8011270	LOC284009	uncharacterized LOC284009	284009	74	11	5.93774	6.04735	-0.10961	-2.35535	0.0284679	0.0655596
GSE59071	8107162				74	11	4.94996	5.07592	-0.125959	-2.44975	0.028488	0.0656013
GSE59071	8046283	GAD1	glutamate decarboxylase 1	2571	74	11	5.65524	5.50999	0.145252	2.42101	0.0285057	0.0656375
GSE59071	7971933				74	11	3.45778	3.62253	-0.16475	-2.47048	0.0285156	0.0656558
GSE59071	7893700				74	11	9.50517	9.81852	-0.313356	-2.48155	0.0285258	0.0656702
GSE59071	8075052	LRP5L	LDL receptor related protein 5 like	91355	74	11	7.12268	7.21601	-0.0933294	-2.35294	0.0285257	0.0656702
GSE59071	7949637	MRPL11	mitochondrial ribosomal protein L11	65003	74	11	8.21355	8.32835	-0.1148	-2.42374	0.0285309	0.0656774
GSE59071	8003478	SPATA2L	spermatogenesis associated 2 like	124044	74	11	6.98981	7.11439	-0.124574	-2.45259	0.028541	0.0656961
GSE59071	8100827	JCHAIN	joining chain of multimeric IgA and IgM	3512	74	11	12.3938	11.6852	0.708622	2.4875	0.0285807	0.0657829
GSE59071	8050993	CIB4	calcium and integrin binding family member 4	130106	74	11	4.98606	5.17279	-0.18673	-2.50025	0.0285875	0.065794
GSE59071	7894145				74	11	11.0049	10.7684	0.23653	2.41988	0.0286025	0.0658219
GSE59071	8127408	EYS	eyes shut homolog (Drosophila)	346007	74	11	3.6642	3.81248	-0.148274	-2.4921	0.0286036	0.0658219
GSE59071	7895297				74	11	6.71816	6.54921	0.168951	2.33641	0.0286085	0.0658287
GSE59071	8166587	MAGEB10	MAGE family member B10	139422	74	11	5.10736	5.24827	-0.140907	-2.46103	0.0286387	0.0658936
GSE59071	7945296	GLB1L3	galactosidase beta 1 like 3	112937	74	11	5.16917	5.27623	-0.107058	-2.40339	0.0286459	0.0659056
GSE59071	7977117				74	11	3.10852	3.20247	-0.0939537	-2.44842	0.0286804	0.0659804
GSE59071	7986945				74	11	7.92304	7.69916	0.223884	2.44116	0.0286959	0.0660056
GSE59071	8137675	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	5575	74	11	7.50042	7.61762	-0.117202	-2.42478	0.0286973	0.0660056
GSE59071	7988963	ARPP19	cAMP regulated phosphoprotein 19	10776	74	11	9.21177	9.0975	0.114273	2.38753	0.0286938	0.0660056
GSE59071	7946436	ASCL3	achaete-scute family bHLH transcription factor 3	56676	74	11	4.81059	5.02352	-0.212936	-2.48764	0.0287158	0.0660436
GSE59071	8107129	SLCO4C1	solute carrier organic anion transporter family member 4C1	353189	74	11	5.03444	4.81708	0.217356	2.41121	0.0287179	0.0660438
GSE59071	7967420	SBNO1	strawberry notch homolog 1	55206	74	11	8.57542	8.72879	-0.153368	-2.44005	0.0287208	0.0660459
GSE59071	8089462				74	11	4.86851	5.03494	-0.166425	-2.4144	0.0287377	0.0660802
GSE59071	8152628	DERL1	derlin 1	79139	74	11	9.96191	9.83102	0.130888	2.33624	0.0287516	0.0661076
GSE59071	7892703				74	11	7.78275	7.93236	-0.149606	-2.4295	0.0287586	0.0661191
GSE59071	8074108	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	23542	74	11	6.71471	6.84972	-0.135008	-2.45178	0.0287612	0.0661205
GSE59071	8104825	BRIX1	BRX1, biogenesis of ribosomes	55299	74	11	7.73145	7.49931	0.232141	2.39903	0.028799	0.0662029
GSE59071	8124604				74	11	4.74969	4.59227	0.157414	2.40921	0.0288041	0.06621
GSE59071	7920401	SLC39A1	solute carrier family 39 member 1	27173	74	11	8.54953	8.45082	0.0987117	2.38723	0.0288302	0.0662654
GSE59071	7919394	LINC01138	long intergenic non-protein coding RNA 1138	388685	74	11	5.81249	5.65767	0.154819	2.48022	0.0288566	0.0663169
GSE59071	8174201	BEX1	brain expressed X-linked 1	55859	74	11	5.55605	5.68722	-0.131175	-2.4282	0.0288563	0.0663169
GSE59071	7896182				74	11	5.89094	5.3595	0.531435	2.48184	0.0288648	0.0663312
GSE59071	7931268	BCCIP	BRCA2 and CDKN1A interacting protein	56647	74	11	7.04215	7.16918	-0.127031	-2.37651	0.0288877	0.0663792
GSE59071	8171199				74	11	3.50996	3.62268	-0.112719	-2.43181	0.028959	0.0665385
GSE59071	8101437	COQ2	coenzyme Q2, polyprenyltransferase	27235	74	11	8.5681	8.43618	0.131924	2.37788	0.0289666	0.0665467
GSE59071	7939215	KIAA1549L	KIAA1549 like	25758	74	11	5.95113	5.82007	0.131054	2.35655	0.0289666	0.0665467
GSE59071	8088535	PSMD6	proteasome 26S subunit, non-ATPase 6	9861	74	11	7.48325	7.38785	0.095397	2.34607	0.0289857	0.066586
GSE59071	8047555				74	11	2.88287	2.98839	-0.105518	-2.46597	0.0289894	0.0665899
GSE59071	8054941				74	11	3.47365	3.62452	-0.150871	-2.40372	0.0289923	0.066592
GSE59071	8168531	GPR174	G protein-coupled receptor 174	84636	74	11	6.80277	6.26463	0.538143	2.41315	0.0289971	0.0665984
GSE59071	8013533				74	11	8.08271	7.88902	0.193683	2.41081	0.0289997	0.0665998
GSE59071	7917433	ODF2L	outer dense fiber of sperm tails 2 like	57489	74	11	6.90339	6.63528	0.268105	2.45962	0.0290087	0.0666158
GSE59071	8024584	NCLN	nicalin	56926	74	11	8.91857	8.8343	0.0842631	2.3607	0.029016	0.066628
GSE59071	8114136				74	11	3.37013	3.46736	-0.0972262	-2.45049	0.0290541	0.0667109
GSE59071	7946655	CSNK2A3	casein kinase 2 alpha 3	283106	74	11	8.71119	8.84044	-0.12925	-2.4028	0.029064	0.066729
GSE59071	8140907				74	11	3.73794	3.92358	-0.185642	-2.4562	0.0290716	0.0667379
GSE59071	8060314	DEFB127	defensin beta 127	140850	74	11	3.83979	3.9535	-0.113714	-2.45407	0.0290719	0.0667379
GSE59071	7981283	SLC25A29	solute carrier family 25 member 29	123096	74	11	8.21409	8.08829	0.125801	2.41745	0.0291116	0.0668244
GSE59071	8126442	TBCC	tubulin folding cofactor C	6903	74	11	7.20984	7.5615	-0.351664	-2.52959	0.0291319	0.0668664
GSE59071	8116400				74	11	5.1694	5.33578	-0.166372	-2.42818	0.029136	0.0668712
GSE59071	8023968	CDC34	cell division cycle 34	997	74	11	8.72905	8.86403	-0.134981	-2.42492	0.0291469	0.0668916
GSE59071	8081427				74	11	5.3825	5.56876	-0.186267	-2.48147	0.0291539	0.0669017
GSE59071	7893782				74	11	10.2049	10.0261	0.178861	2.35501	0.0291553	0.0669017
GSE59071	8040413				74	11	3.48727	3.61106	-0.123795	-2.46655	0.0291741	0.0669402
GSE59071	7985873	TICRR	TOPBP1 interacting checkpoint and replication regulator	90381	74	11	7.30411	7.05781	0.246299	2.43583	0.0291814	0.0669516
GSE59071	8075423	DUSP18	dual specificity phosphatase 18	150290	74	11	7.09951	7.29412	-0.194609	-2.44502	0.0291831	0.0669516
GSE59071	8027793	LSR	lipolysis stimulated lipoprotein receptor	51599	74	11	9.33201	9.53327	-0.201262	-2.33701	0.0292492	0.0670986
GSE59071	8148196				74	11	5.6838	5.52479	0.159013	2.3601	0.0292538	0.0671045
GSE59071	8033801	ZNF562	zinc finger protein 562	54811	74	11	7.20314	7.04252	0.16062	2.36193	0.0292785	0.0671566
GSE59071	8176480				74	11	3.4424	3.54927	-0.106874	-2.33442	0.0292955	0.0671909
GSE59071	8076449	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene	91695	74	11	9.30689	9.16349	0.143405	2.38986	0.0293074	0.0672136
GSE59071	7893186				74	11	5.12422	5.40565	-0.281432	-2.42366	0.0293286	0.0672576
GSE59071	7992409	RNF151	ring finger protein 151	146310	74	11	6.39901	6.52379	-0.124776	-2.41444	0.0293332	0.0672635
GSE59071	7930631	TDRD1	tudor domain containing 1	56165	74	11	4.75579	4.50599	0.249798	2.23606	0.0293621	0.0673251
GSE59071	7922656	ACBD6	acyl-CoA binding domain containing 6	84320	74	11	5.51857	5.63836	-0.119788	-2.42415	0.0293768	0.0673542
GSE59071	8139933				74	11	3.7716	3.90425	-0.13265	-2.4509	0.029403	0.0674096
GSE59071	8050215	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	10971	74	11	11.6249	11.7468	-0.121928	-2.4022	0.029423	0.0674508
GSE59071	8092765	MB21D2	Mab-21 domain containing 2	151963	74	11	8.09641	7.79324	0.303177	2.43613	0.0294303	0.0674582
GSE59071	7892821				74	11	2.94711	2.83502	0.112093	2.33641	0.0294287	0.0674582
GSE59071	8048110				74	11	3.44547	3.52943	-0.0839605	-2.37986	0.0294363	0.0674673
GSE59071	8042867	INO80B-WBP1	INO80B-WBP1 readthrough (NMD candidate)	100532735	74	11	9.08252	9.17605	-0.0935265	-2.4001	0.0294652	0.0675289
GSE59071	8034332				74	11	2.6438	2.80307	-0.159267	-2.46754	0.0294832	0.0675655
GSE59071	8104599				74	11	3.98633	4.13257	-0.146239	-2.4243	0.0294996	0.0675984
GSE59071	8101340	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	9987	74	11	8.91336	8.75718	0.156177	2.43216	0.0295074	0.0676116
GSE59071	8150565	RNF170	ring finger protein 170	81790	74	11	7.74028	7.91118	-0.170901	-2.40681	0.0295141	0.0676223
GSE59071	8006183	SUZ12P1	SUZ12 polycomb repressive complex 2 subunit pseudogene 1	440423	74	11	9.346	9.1304	0.215603	2.42765	0.0295269	0.067647
GSE59071	7893836				74	11	10.4769	10.7177	-0.240852	-2.36686	0.0295366	0.0676599
GSE59071	8120124	ADGRF2	adhesion G protein-coupled receptor F2	222611	74	11	5.04285	5.16982	-0.126971	-2.43978	0.0295355	0.0676599
GSE59071	7913976				74	11	3.60681	3.71731	-0.110499	-2.46329	0.0295429	0.0676697
GSE59071	8112491	LINC00680-GUSBP4	LINC00680-GUSBP4 readthrough	106660613	74	11	8.78641	9.09993	-0.313521	-2.44089	0.0295547	0.0676832
GSE59071	8106120				74	11	3.12043	3.28174	-0.161312	-2.37811	0.0295517	0.0676832
GSE59071	8081192	OR5AC2	olfactory receptor family 5 subfamily AC member 2	81050	74	11	4.37578	4.43619	-0.0604088	-2.3027	0.0295549	0.0676832
GSE59071	7934920	LIPA	lipase A, lysosomal acid type	3988	74	11	8.76809	8.06161	0.706482	2.51203	0.0295714	0.0677116
GSE59071	7893117				74	11	3.75396	4.00664	-0.252679	-2.42194	0.0295703	0.0677116
GSE59071	7894672				74	11	10.7918	10.5495	0.242322	2.3704	0.0296207	0.0678198
GSE59071	8065011	LIN28A	lin-28 homolog A	79727	74	11	4.81381	4.92864	-0.11483	-2.41647	0.0296349	0.0678477
GSE59071	8010590	BAHCC1	BAH domain and coiled-coil containing 1	57597	74	11	6.93738	7.04683	-0.109453	-2.35537	0.0296402	0.0678551
GSE59071	8105714	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	140890	74	11	7.68858	7.54632	0.142253	2.38547	0.0296571	0.0678892
GSE59071	7906496	KCNJ9	potassium voltage-gated channel subfamily J member 9	3765	74	11	6.25531	6.42064	-0.165334	-2.41976	0.0296687	0.067911
GSE59071	8166659				74	11	5.80489	5.62822	0.176663	2.42153	0.0296795	0.0679311
GSE59071	7905198	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	80222	74	11	7.01197	7.12176	-0.109786	-2.4068	0.0296895	0.0679493
GSE59071	7999547				74	11	4.91608	4.71147	0.204611	2.39822	0.0297136	0.0679998
GSE59071	7999920	GP2	glycoprotein 2	2813	74	11	5.9848	6.29473	-0.309925	-2.43455	0.0297291	0.0680306
GSE59071	7895388				74	11	6.97526	6.66968	0.30558	2.40075	0.029749	0.0680697
GSE59071	8078225				74	11	5.24526	5.03854	0.206727	2.40879	0.0297503	0.0680697
GSE59071	8145085	POLR3D	RNA polymerase III subunit D	661	74	11	8.09806	7.97354	0.124517	2.41696	0.0297641	0.0680966
GSE59071	7926936	CCDC7	coiled-coil domain containing 7	79741	74	11	5.68967	5.86097	-0.171307	-2.44543	0.0297678	0.0681004
GSE59071	8159583	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	2902	74	11	6.15502	6.29815	-0.143132	-2.42774	0.0297764	0.0681154
GSE59071	8010082	SNORD1A	small nucleolar RNA, C/D box 1A	677848	74	11	4.23338	4.08622	0.147158	2.37092	0.0297811	0.0681214
GSE59071	8033813	FBXL12	F-box and leucine rich repeat protein 12	54850	74	11	7.85555	8.00529	-0.149743	-2.44339	0.0297982	0.0681558
GSE59071	7894999				74	11	13.2043	13.1016	0.102776	2.39795	0.0298024	0.0681608
GSE59071	7922598	ANGPTL1	angiopoietin like 1	9068	74	11	5.03977	5.55256	-0.512797	-2.46239	0.0298293	0.0682129
GSE59071	7915227	SNORA55	small nucleolar RNA, H/ACA box 55	677834	74	11	8.08143	7.86048	0.220946	2.37253	0.0298286	0.0682129
GSE59071	7920744	PKLR	pyruvate kinase, liver and RBC	5313	74	11	6.29919	6.49779	-0.198604	-2.46912	0.0298341	0.0682192
GSE59071	7922353	SLC9C2	solute carrier family 9 member C2 (putative)	284525	74	11	3.97987	4.10952	-0.129657	-2.45957	0.0298392	0.0682262
GSE59071	8092839	LRRC15	leucine rich repeat containing 15	131578	74	11	7.70969	7.56694	0.142751	2.27811	0.0298478	0.0682411
GSE59071	7900413	ZMPSTE24	zinc metallopeptidase STE24	10269	74	11	10.0602	10.171	-0.110754	-2.28776	0.0298672	0.0682808
GSE59071	8088415	FAM107A	family with sequence similarity 107 member A	11170	74	11	7.23558	7.14134	0.0942425	2.30814	0.0298728	0.0682889
GSE59071	7924619	ENAH	enabled homolog (Drosophila)	55740	74	11	8.01918	7.74311	0.27607	2.43502	0.0298807	0.0683023
GSE59071	8105799				74	11	3.37894	3.45175	-0.072807	-2.39137	0.0298895	0.0683177
GSE59071	7893417				74	11	2.75709	3.13625	-0.379159	-2.4961	0.029901	0.0683393
GSE59071	7933877	JMJD1C	jumonji domain containing 1C	221037	74	11	9.39094	9.24222	0.148718	2.36361	0.0299091	0.0683531
GSE59071	7918294	C1orf194	chromosome 1 open reading frame 194	127003	74	11	6.00992	6.15424	-0.144312	-2.4171	0.0299429	0.0684256
GSE59071	8121649	RFX6	regulatory factor X6	222546	74	11	4.86887	5.22026	-0.351387	-2.44318	0.0299539	0.0684461
GSE59071	8160360	IFNB1	interferon beta 1	3456	74	11	4.14703	4.28742	-0.140384	-2.44554	0.0299816	0.0684999
GSE59071	8060594	GNRH2	gonadotropin releasing hormone 2	2797	74	11	6.33521	6.45645	-0.121232	-2.39196	0.0299815	0.0684999
GSE59071	8110685	PP7080	uncharacterized LOC25845	25845	74	11	9.24579	10.3886	-1.14276	-2.49448	0.0299848	0.0685025
GSE59071	8005510				74	11	5.95872	5.70493	0.253791	2.43784	0.0300125	0.0685564
GSE59071	8013292				74	11	5.95872	5.70493	0.253791	2.43784	0.0300125	0.0685564
GSE59071	8176675	XKRY2	XK related, Y-linked 2	353515	74	11	3.83815	3.91928	-0.0811269	-2.36663	0.0300274	0.068581
GSE59071	8177180	XKRY2	XK related, Y-linked 2	353515	74	11	3.83815	3.91928	-0.0811269	-2.36663	0.0300274	0.068581
GSE59071	8088745	FRMD4B	FERM domain containing 4B	23150	74	11	7.87735	8.02764	-0.150288	-2.31336	0.0300497	0.0686272
GSE59071	8116655	PSMG4	proteasome assembly chaperone 4	389362	74	11	6.66633	6.78365	-0.117325	-2.44935	0.030057	0.0686392
GSE59071	8159646	STPG3	sperm-tail PG-rich repeat containing 3	441476	74	11	6.88832	7.03077	-0.14245	-2.4194	0.0300642	0.0686509
GSE59071	8008782				74	11	4.51399	4.67678	-0.162789	-2.4534	0.0300707	0.0686611
GSE59071	8124086				74	11	2.82275	3.02251	-0.199756	-2.47794	0.0300758	0.068668
GSE59071	8115037				74	11	3.83248	3.91497	-0.0824883	-2.35946	0.0300942	0.0687053
GSE59071	7893817				74	11	6.12619	5.80429	0.321897	2.40671	0.0301112	0.0687394
GSE59071	7993341	BFAR	bifunctional apoptosis regulator	51283	74	11	9.4042	9.24182	0.162373	2.41098	0.0301259	0.0687559
GSE59071	7904018	CTTNBP2NL	CTTNBP2 N-terminal like	55917	74	11	9.17579	9.33079	-0.154993	-2.30856	0.0301213	0.0687559
GSE59071	8166355	CNKSR2	connector enhancer of kinase suppressor of Ras 2	22866	74	11	5.56455	5.458	0.106549	2.31738	0.0301267	0.0687559
GSE59071	7979341	TBPL2	TATA-box binding protein like 2	387332	74	11	4.52918	4.6248	-0.0956208	-2.39588	0.0301229	0.0687559
GSE59071	7893761				74	11	6.50955	6.80216	-0.292615	-2.36246	0.0301375	0.0687758
GSE59071	7893520				74	11	3.67387	4.00217	-0.328298	-2.43292	0.0301483	0.0687957
GSE59071	7933437	PTPN20	protein tyrosine phosphatase, non-receptor type 20	26095	74	11	4.80843	5.03569	-0.227268	-2.35333	0.0301577	0.0688125
GSE59071	7916185	ZCCHC11	zinc finger CCHC-type containing 11	23318	74	11	7.57371	7.29285	0.280868	2.39315	0.030172	0.0688404
GSE59071	7971862				74	11	6.09996	6.25718	-0.157217	-2.4138	0.0301894	0.0688659
GSE59071	8129872	OLIG3	oligodendrocyte transcription factor 3	167826	74	11	5.49528	5.65021	-0.154922	-2.42509	0.0301857	0.0688659
GSE59071	8139723	FKBP9P1	FK506 binding protein 9 pseudogene 1	360132	74	11	6.51948	6.40439	0.115092	2.36363	0.0301882	0.0688659
GSE59071	8087806	PCBP4	poly(rC) binding protein 4	57060	74	11	7.14278	6.97742	0.165357	2.46447	0.0301997	0.0688846
GSE59071	8102777				74	11	4.80088	4.90512	-0.104248	-2.3991	0.0302057	0.0688936
GSE59071	7897277	LINC00337	long intergenic non-protein coding RNA 337	148645	74	11	5.94587	6.14287	-0.197006	-2.45492	0.03025	0.0689899
GSE59071	8151929				74	11	5.5129	5.32989	0.183011	2.37597	0.030269	0.0690285
GSE59071	8074307				74	11	6.91652	7.04667	-0.130154	-2.38735	0.0302822	0.0690539
GSE59071	8136788				74	11	4.2714	4.49434	-0.222945	-2.46095	0.0302935	0.0690749
GSE59071	7896617				74	11	3.31672	3.58931	-0.272593	-2.46246	0.030302	0.0690854
GSE59071	8169742	XIAP	X-linked inhibitor of apoptosis	331	74	11	8.11198	8.26164	-0.149662	-2.36288	0.0303038	0.0690854
GSE59071	8026915	ARRDC2	arrestin domain containing 2	27106	74	11	8.0721	7.92286	0.149239	2.40964	0.0303052	0.0690854
GSE59071	7893242				74	11	9.56472	9.70303	-0.138311	-2.31754	0.0303064	0.0690854
GSE59071	7969531				74	11	4.56074	4.81091	-0.250167	-2.42398	0.0303158	0.0691021
GSE59071	8157027	NIPSNAP3B	nipsnap homolog 3B	55335	74	11	4.84004	5.00965	-0.169614	-2.43195	0.0303261	0.0691208
GSE59071	7903565	GPSM2	G-protein signaling modulator 2	29899	74	11	7.89587	8.10881	-0.212945	-2.30371	0.0303668	0.0692088
GSE59071	7944801	OR10G8	olfactory receptor family 10 subfamily G member 8	219869	74	11	4.94414	5.12285	-0.178709	-2.43717	0.0303701	0.0692116
GSE59071	8124351	SLC17A3	solute carrier family 17 member 3	10786	74	11	5.09757	5.19039	-0.0928208	-2.3702	0.030383	0.0692363
GSE59071	8151475	TPD52	tumor protein D52	7163	74	11	9.22367	9.43906	-0.215394	-2.25987	0.0303894	0.0692461
GSE59071	8122194				74	11	7.5542	7.3072	0.247007	2.40192	0.0304093	0.0692867
GSE59071	8144405	DEFB107B	defensin beta 107B	503614	74	11	4.13229	4.01361	0.118687	2.22907	0.030454	0.069379
GSE59071	8149230	DEFB107B	defensin beta 107B	503614	74	11	4.13229	4.01361	0.118687	2.22907	0.030454	0.069379
GSE59071	8076185	CBX7	chromobox 7	23492	74	11	7.47688	7.6459	-0.16903	-2.36663	0.0304675	0.069405
GSE59071	8130567	TCP1	t-complex 1	6950	74	11	10.6332	10.799	-0.165768	-2.41136	0.0304728	0.0694056
GSE59071	8019655	TBC1D3I	TBC1 domain family member 3I	102724862	74	11	7.88431	8.00297	-0.118653	-2.21328	0.0304706	0.0694056
GSE59071	8069399	DIP2A	disco interacting protein 2 homolog A	23181	74	11	7.73143	7.83583	-0.104402	-2.40121	0.030474	0.0694056
GSE59071	7969770				74	11	4.15717	4.32725	-0.170081	-2.42799	0.0304843	0.0694213
GSE59071	7953977				74	11	4.38186	4.22852	0.153335	2.37791	0.0304851	0.0694213
GSE59071	8051241	ALK	anaplastic lymphoma receptor tyrosine kinase	238	74	11	5.54954	5.63359	-0.0840417	-2.3475	0.0304966	0.0694428
GSE59071	8109062	FBXO38	F-box protein 38	81545	74	11	8.47123	8.57345	-0.10222	-2.36852	0.0304996	0.0694449
GSE59071	8120552	FAM135A	family with sequence similarity 135 member A	57579	74	11	8.8476	9.05123	-0.20363	-2.26373	0.0305063	0.0694513
GSE59071	7894042				74	11	8.28579	8.17037	0.115426	2.35108	0.0305066	0.0694513
GSE59071	8138489	CDCA7L	cell division cycle associated 7 like	55536	74	11	7.22474	7.5267	-0.301962	-2.37064	0.0305159	0.0694677
GSE59071	7904082				74	11	6.14563	6.02168	0.123956	2.40229	0.0305182	0.0694682
GSE59071	7985248	KIAA1024	KIAA1024	23251	74	11	6.00492	5.87165	0.133263	2.36276	0.0305391	0.069511
GSE59071	7937866				74	11	5.28449	5.41919	-0.134703	-2.42453	0.0305442	0.0695178
GSE59071	7962916				74	11	3.60592	3.79119	-0.185267	-2.45004	0.0305576	0.0695436
GSE59071	8180335	UBE2D3	ubiquitin conjugating enzyme E2 D3	7323	74	11	11.526	11.5816	-0.055558	-2.31199	0.0305684	0.0695634
GSE59071	8039453	TMEM150B	transmembrane protein 150B	284417	74	11	8.2109	8.5138	-0.302904	-2.3506	0.0305743	0.0695673
GSE59071	7912956	RCC2	regulator of chromosome condensation 2	55920	74	11	9.57646	9.4549	0.121554	2.38578	0.0305727	0.0695673
GSE59071	8032871	DPP9	dipeptidyl peptidase 9	91039	74	11	8.46011	8.36374	0.0963641	2.38198	0.0305859	0.0695889
GSE59071	7893716				74	11	5.2628	4.96778	0.295027	2.36781	0.0305916	0.0695971
GSE59071	8051866	ABCG5	ATP binding cassette subfamily G member 5	64240	74	11	5.40109	5.29073	0.110358	2.31834	0.0305954	0.069601
GSE59071	7986757	NDN	necdin, MAGE family member	4692	74	11	6.43789	6.75107	-0.313179	-2.46234	0.0306	0.0696067
GSE59071	7927889	CCAR1	cell division cycle and apoptosis regulator 1	55749	74	11	9.36436	9.26934	0.095024	2.35665	0.0306485	0.0697123
GSE59071	8008716	MSX2P1	msh homeobox 2 pseudogene 1	55545	74	11	6.82722	6.95374	-0.126522	-2.39793	0.0306546	0.0697214
GSE59071	8092532				74	11	10.3313	10.4959	-0.164627	-2.39734	0.0306586	0.0697257
GSE59071	7894533				74	11	5.15328	5.44844	-0.29516	-2.39642	0.0306611	0.0697266
GSE59071	8154620				74	11	7.05276	6.87776	0.175	2.35105	0.0306984	0.0698067
GSE59071	8034055	KRI1	KRI1 homolog	65095	74	11	7.03284	6.90269	0.13015	2.34114	0.0307277	0.0698685
GSE59071	8063389	LINC01270	long intergenic non-protein coding RNA 1270	284751	74	11	6.25268	6.066	0.186685	2.37375	0.0307353	0.069881
GSE59071	7976850	MIR154	microRNA 154	406946	74	11	4.67432	4.80891	-0.134585	-2.42148	0.0307513	0.0699126
GSE59071	7963009	RHEBL1	Ras homolog enriched in brain like 1	121268	74	11	5.22404	5.08542	0.13862	2.43826	0.03076	0.0699276
