accession	probe_id	gene_symbol	gene_title	gene_id	n_case	n_control	mean_case	mean_control	log2fc	t_stat	p_value	fdr
GSE87466	242302_PM_at	PDS5B	PDS5 cohesin associated factor B	23047	87	21	3.24548	3.2266	0.0188818	0.309251	0.759353	0.823951
GSE87466	235486_PM_at	KIAA1549L	KIAA1549 like	25758	87	21	4.64413	4.62883	0.0152977	0.309389	0.759428	0.824005
GSE87466	201875_PM_s_at	MPZL1	myelin protein zero like 1	9019	87	21	9.57809	9.6123	-0.0342163	-0.309174	0.759602	0.824178
GSE87466	226920_PM_at				87	21	7.32743	7.27033	0.0571036	0.308808	0.759644	0.824207
GSE87466	242283_PM_at	DNAH14	dynein axonemal heavy chain 14	127602	87	21	3.9128	3.87789	0.0349072	0.30881	0.759696	0.824247
GSE87466	240373_PM_at	CACTIN	cactin, spliceosome C complex subunit	58509	87	21	6.21039	6.18304	0.0273479	0.30906	0.759724	0.824261
GSE87466	225208_PM_s_at	FAM103A1	family with sequence similarity 103 member A1	83640	87	21	8.29398	8.33272	-0.0387468	-0.309403	0.759823	0.824336
GSE87466	239943_PM_x_at				87	21	5.20473	5.22637	-0.0216402	-0.308457	0.759815	0.824336
GSE87466	209048_PM_s_at	ZMYND8	zinc finger MYND-type containing 8	23613	87	21	8.67967	8.629	0.0506678	0.309139	0.759844	0.824342
GSE87466	239902_PM_at				87	21	3.87099	3.89615	-0.0251534	-0.308427	0.759911	0.824398
GSE87466	238114_PM_at	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	115294	87	21	5.42913	5.3938	0.035324	0.309048	0.759956	0.824414
GSE87466	225752_PM_at	NIPA1	non imprinted in Prader-Willi/Angelman syndrome 1	123606	87	21	9.02358	8.98832	0.0352626	0.30838	0.759944	0.824414
GSE87466	238963_PM_at				87	21	4.20865	4.23256	-0.0239136	-0.308534	0.76	0.824446
GSE87466	1555727_PM_at				87	21	3.87596	3.85841	0.0175456	0.308381	0.760019	0.82445
GSE87466	238176_PM_at	RAPGEF2	Rap guanine nucleotide exchange factor 2	9693	87	21	3.71858	3.75646	-0.037878	-0.308579	0.760105	0.824527
GSE87466	236831_PM_at	CCDC50	coiled-coil domain containing 50	152137	87	21	5.93243	5.98035	-0.0479166	-0.308376	0.760204	0.824618
GSE87466	240156_PM_at				87	21	5.7369	5.80138	-0.0644821	-0.308383	0.760274	0.824678
GSE87466	223026_PM_s_at	VPS29	VPS29, retromer complex component	51699	87	21	10.0902	10.0584	0.0317608	0.308528	0.760314	0.824705
GSE87466	228948_PM_at	EPHA4	EPH receptor A4	2043	87	21	5.86661	5.8357	0.0309128	0.308189	0.760346	0.824723
GSE87466	232058_PM_at				87	21	8.14095	8.22227	-0.0813138	-0.308534	0.760387	0.824737
GSE87466	216550_PM_x_at	ANKRD12	ankyrin repeat domain 12	23253	87	21	9.27645	9.21911	0.0573445	0.308182	0.760389	0.824737
GSE87466	202556_PM_s_at	MCRS1	microspherule protein 1	10445	87	21	8.92646	8.96986	-0.0433975	-0.308187	0.760459	0.824785
GSE87466	242930_PM_at	OSGEP	O-sialoglycoprotein endopeptidase	55644	87	21	3.54712	3.5617	-0.0145829	-0.307354	0.760463	0.824785
GSE87466	218165_PM_at	MEAF6	MYST/Esa1 associated factor 6	64769	87	21	7.88012	7.83263	0.0474898	0.308303	0.760556	0.824869
GSE87466	209403_PM_at	TBC1D3H	TBC1 domain family member 3H	729877	87	21	9.3096	9.23916	0.0704406	0.308093	0.760653	0.82494
GSE87466	1556850_PM_at	CEP290	centrosomal protein 290	80184	87	21	4.92091	4.9525	-0.0315803	-0.307872	0.760666	0.82494
GSE87466	241364_PM_at	TMEM57	transmembrane protein 57	55219	87	21	8.07241	8.10157	-0.0291563	-0.307114	0.760667	0.82494
GSE87466	238020_PM_at	PSMC2	proteasome 26S subunit, ATPase 2	5701	87	21	6.79116	6.74758	0.0435859	0.307803	0.760733	0.824996
GSE87466	1569942_PM_at				87	21	3.17751	3.15998	0.0175353	0.307097	0.760748	0.824996
GSE87466	213870_PM_at	COL11A2	collagen type XI alpha 2 chain	1302	87	21	5.18161	5.21492	-0.0333181	-0.3074	0.760913	0.825131
GSE87466	219856_PM_at	C1orf116	chromosome 1 open reading frame 116	79098	87	21	6.56058	6.53465	0.0259294	0.306796	0.760918	0.825131
GSE87466	1555284_PM_at	ALS2	ALS2, alsin Rho guanine nucleotide exchange factor	57679	87	21	3.94616	3.95699	-0.0108282	-0.306083	0.760898	0.825131
GSE87466	1560222_PM_at				87	21	5.39405	5.35658	0.0374662	0.307835	0.76094	0.825138
GSE87466	223810_PM_at	KLHL1	kelch like family member 1	57626	87	21	3.5351	3.52192	0.0131844	0.307458	0.760955	0.825138
GSE87466	239621_PM_at				87	21	3.14583	3.16023	-0.0143952	-0.307203	0.761082	0.82526
GSE87466	243367_PM_at				87	21	7.39637	7.47191	-0.0755476	-0.307541	0.761218	0.825391
GSE87466	238841_PM_at	PTPDC1	protein tyrosine phosphatase domain containing 1	138639	87	21	6.25987	6.2828	-0.0229346	-0.306612	0.761247	0.825406
GSE87466	204736_PM_s_at	CSPG4	chondroitin sulfate proteoglycan 4	1464	87	21	6.15583	6.19755	-0.0417143	-0.306808	0.7613	0.825441
GSE87466	223348_PM_x_at	MUM1	melanoma associated antigen (mutated) 1	84939	87	21	8.26211	8.22531	0.0367984	0.307142	0.76131	0.825441
GSE87466	210995_PM_s_at	TRIM23	tripartite motif containing 23	373	87	21	5.32158	5.34077	-0.0191885	-0.30676	0.761363	0.825483
GSE87466	224980_PM_at	LEMD2	LEM domain containing 2	221496	87	21	4.87	4.84564	0.0243594	0.306608	0.761401	0.825505
GSE87466	237422_PM_at				87	21	2.87577	2.86885	0.00692233	0.305716	0.761414	0.825505
GSE87466	224887_PM_at	GNPTG	N-acetylglucosamine-1-phosphate transferase gamma subunit	84572	87	21	9.56948	9.55172	0.0177578	0.306487	0.761594	0.825684
GSE87466	227949_PM_at	PHACTR3	phosphatase and actin regulator 3	116154	87	21	4.31663	4.33194	-0.0153118	-0.304963	0.761611	0.825686
GSE87466	227039_PM_at	AKAP13	A-kinase anchoring protein 13	11214	87	21	6.35547	6.31928	0.0361905	0.306162	0.761699	0.825765
GSE87466	212144_PM_at	SUN2	Sad1 and UNC84 domain containing 2	25777	87	21	8.82539	8.80021	0.02518	0.306081	0.761877	0.825925
GSE87466	234100_PM_at				87	21	4.31724	4.3423	-0.0250596	-0.305981	0.76187	0.825925
GSE87466	207823_PM_s_at	AIF1	allograft inflammatory factor 1	199	87	21	3.45528	3.46704	-0.0117611	-0.305845	0.761893	0.825926
GSE87466	216000_PM_at				87	21	6.5913	6.55077	0.0405309	0.305821	0.761981	0.826005
GSE87466	1558750_PM_a_at	LOC100288693	hypothetical protein LOC100288693	100288693	87	21	6.54332	6.59498	-0.0516567	-0.305834	0.762133	0.826154
GSE87466	224719_PM_s_at	C12orf57	chromosome 12 open reading frame 57	113246	87	21	10.0129	9.96906	0.0438463	0.306207	0.762172	0.826173
GSE87466	217827_PM_s_at	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	51324	87	21	8.93384	8.90578	0.028064	0.306024	0.762181	0.826173
GSE87466	1557987_PM_at				87	21	6.00527	5.95499	0.0502844	0.305465	0.762213	0.826191
GSE87466	1566930_PM_at	TFB2M	transcription factor B2, mitochondrial	64216	87	21	3.12541	3.13836	-0.0129493	-0.305622	0.762279	0.826246
GSE87466	224967_PM_at	UGCG	UDP-glucose ceramide glucosyltransferase	7357	87	21	10.4146	10.4533	-0.0386217	-0.304808	0.762489	0.826441
GSE87466	221914_PM_at	SYN1	synapsin I	6853	87	21	5.14149	5.10853	0.0329609	0.304474	0.762481	0.826441
GSE87466	216352_PM_x_at	PCDHGA1	protocadherin gamma subfamily A, 1	56114	87	21	4.24759	4.26356	-0.0159722	-0.304823	0.762534	0.826474
GSE87466	210942_PM_s_at	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	10402	87	21	5.76599	5.72551	0.0404777	0.305214	0.762568	0.826494
GSE87466	227858_PM_at	PCNX3	pecanex homolog 3 (Drosophila)	399909	87	21	6.12322	6.08853	0.0346885	0.304809	0.762664	0.826582
GSE87466	233998_PM_x_at				87	21	5.62332	5.59977	0.0235493	0.304929	0.762709	0.826614
GSE87466	217891_PM_at	C16orf58	chromosome 16 open reading frame 58	64755	87	21	7.78823	7.82069	-0.0324535	-0.304634	0.762773	0.826667
GSE87466	218821_PM_at	NPEPL1	aminopeptidase-like 1	79716	87	21	7.28832	7.25517	0.0331506	0.304727	0.762829	0.826712
GSE87466	232489_PM_at	TRMT13	tRNA methyltransferase 13 homolog	54482	87	21	4.61317	4.57547	0.0376964	0.304506	0.762899	0.826771
GSE87466	217063_PM_x_at	TRD	T cell receptor delta locus	6964	87	21	3.39362	3.40819	-0.0145698	-0.304501	0.76303	0.826897
GSE87466	47773_PM_at	FBXO42	F-box protein 42	54455	87	21	6.01182	6.03216	-0.0203378	-0.30422	0.763143	0.827003
GSE87466	228047_PM_at	SNORA72	small nucleolar RNA, H/ACA box 72	26775	87	21	4.6534	4.68289	-0.0294811	-0.304687	0.76316	0.827005
GSE87466	233929_PM_x_at	WASH3P	WAS protein family homolog 3 pseudogene	374666	87	21	10.7893	10.7342	0.0551227	0.304658	0.763247	0.827044
GSE87466	227840_PM_at	C2orf76	chromosome 2 open reading frame 76	130355	87	21	7.77363	7.72207	0.0515667	0.304605	0.76323	0.827044
GSE87466	218733_PM_at	MSL2	male-specific lethal 2 homolog (Drosophila)	55167	87	21	8.71373	8.73032	-0.0165974	-0.303221	0.763211	0.827044
GSE87466	234083_PM_at				87	21	3.43095	3.44279	-0.0118351	-0.303244	0.763257	0.827044
GSE87466	218748_PM_s_at	EXOC5	exocyst complex component 5	10640	87	21	3.47099	3.44856	0.0224291	0.304285	0.763291	0.827065
GSE87466	206309_PM_at	LECT1	leukocyte cell derived chemotaxin 1	11061	87	21	3.55032	3.53259	0.0177314	0.303742	0.76341	0.827161
GSE87466	232643_PM_at	POLR2F	RNA polymerase II subunit F	5435	87	21	3.55261	3.56852	-0.0159146	-0.303782	0.763409	0.827161
GSE87466	1559050_PM_at	HCG27	HLA complex group 27 (non-protein coding)	253018	87	21	6.30132	6.24931	0.052003	0.303901	0.763471	0.827195
GSE87466	235707_PM_at	SMIM13	small integral membrane protein 13	221710	87	21	3.94337	3.9678	-0.0244276	-0.304034	0.763472	0.827195
GSE87466	229143_PM_at	CNOT3	CCR4-NOT transcription complex subunit 3	4849	87	21	8.505	8.45497	0.0500251	0.304206	0.763495	0.827204
GSE87466	229706_PM_at	TCERG1	transcription elongation regulator 1	10915	87	21	3.5359	3.54981	-0.0139061	-0.303279	0.763689	0.827398
GSE87466	220146_PM_at	TLR7	toll like receptor 7	51284	87	21	7.04509	7.09759	-0.0525054	-0.303886	0.763762	0.827432
GSE87466	215408_PM_at				87	21	5.17589	5.14275	0.0331373	0.302773	0.763781	0.827432
GSE87466	241375_PM_at				87	21	5.46818	5.49175	-0.0235695	-0.303021	0.763771	0.827432
GSE87466	1569487_PM_at				87	21	4.51965	4.53625	-0.0166041	-0.302167	0.763756	0.827432
GSE87466	225849_PM_s_at	SFT2D1	SFT2 domain containing 1	113402	87	21	10.376	10.4026	-0.0265724	-0.303863	0.763842	0.827482
GSE87466	1568648_PM_a_at	LOC100505851	uncharacterized LOC100505851	100505851	87	21	3.17284	3.18493	-0.0120872	-0.302856	0.763871	0.827497
GSE87466	228169_PM_s_at				87	21	5.56307	5.60587	-0.0427967	-0.303762	0.763922	0.827536
GSE87466	211050_PM_x_at	LOC100134822	uncharacterized LOC100134822	100134822	87	21	4.17165	4.1432	0.0284447	0.303512	0.763941	0.82754
GSE87466	209391_PM_at	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	8818	87	21	7.10081	7.06998	0.030833	0.302746	0.764078	0.827672
GSE87466	226750_PM_at	LARP1B	La ribonucleoprotein domain family member 1B	55132	87	21	8.58916	8.56919	0.0199704	0.302341	0.76415	0.827733
GSE87466	237829_PM_at				87	21	3.07773	3.09383	-0.0160952	-0.30325	0.764259	0.827835
GSE87466	232743_PM_at				87	21	5.40608	5.42072	-0.0146397	-0.302757	0.764455	0.828031
GSE87466	244774_PM_at	PHACTR2	phosphatase and actin regulator 2	9749	87	21	5.04349	5.11042	-0.0669282	-0.3024	0.764542	0.828069
GSE87466	204545_PM_at	PEX6	peroxisomal biogenesis factor 6	5190	87	21	7.10383	7.16011	-0.0562831	-0.30228	0.764581	0.828069
GSE87466	200760_PM_s_at	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	10550	87	21	10.383	10.343	0.0399992	0.302486	0.764572	0.828069
GSE87466	215628_PM_x_at				87	21	8.13363	8.10321	0.0304144	0.302862	0.764526	0.828069
GSE87466	228484_PM_s_at	FOXO1	forkhead box O1	2308	87	21	4.86218	4.87715	-0.0149649	-0.301713	0.764539	0.828069
GSE87466	1555444_PM_a_at	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	4660	87	21	3.87886	3.89032	-0.0114617	-0.301953	0.764568	0.828069
GSE87466	220632_PM_s_at	POMT2	protein O-mannosyltransferase 2	29954	87	21	7.21866	7.24562	-0.0269663	-0.302311	0.76466	0.828138
GSE87466	232747_PM_at				87	21	6.29407	6.23555	0.0585189	0.302699	0.764676	0.828139
GSE87466	238755_PM_at				87	21	4.67296	4.72262	-0.0496652	-0.30184	0.764708	0.828157
GSE87466	222455_PM_s_at	PARVA	parvin alpha	55742	87	21	7.40108	7.35428	0.0467984	0.302727	0.764725	0.828159
GSE87466	244614_PM_at	TFG	TRK-fused gene	10342	87	21	4.91146	4.93246	-0.0210033	-0.301734	0.764756	0.82816
GSE87466	241302_PM_at				87	21	3.53831	3.55825	-0.0199384	-0.302312	0.764749	0.82816
GSE87466	243265_PM_at	GAD2	glutamate decarboxylase 2	2572	87	21	5.28248	5.2658	0.0166757	0.302267	0.764788	0.828179
GSE87466	201117_PM_s_at	CPE	carboxypeptidase E	1363	87	21	6.93973	6.97282	-0.0330985	-0.301415	0.764853	0.828226
GSE87466	205969_PM_at	AADAC	arylacetamide deacetylase	13	87	21	4.57081	4.60127	-0.0304588	-0.301142	0.764867	0.828226
GSE87466	225145_PM_at	NCOA5	nuclear receptor coactivator 5	57727	87	21	10.319	10.2916	0.0273461	0.302153	0.764877	0.828226
GSE87466	211108_PM_s_at	JAK3	Janus kinase 3	3718	87	21	3.47319	3.46136	0.0118348	0.301837	0.764923	0.828259
GSE87466	201222_PM_s_at	RAD23B	RAD23 homolog B, nucleotide excision repair protein	5887	87	21	9.5565	9.59073	-0.034232	-0.301953	0.764997	0.828323
GSE87466	1555350_PM_at	PPHLN1	periphilin 1	51535	87	21	4.42749	4.44974	-0.0222521	-0.301672	0.765019	0.82833
GSE87466	200720_PM_s_at	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha	10121	87	21	8.59796	8.56973	0.0282323	0.30215	0.765083	0.828379
GSE87466	1568978_PM_s_at	C11orf21	chromosome 11 open reading frame 21	29125	87	21	5.79604	5.8119	-0.0158611	-0.301324	0.765094	0.828379
GSE87466	32259_PM_at	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	2145	87	21	8.57819	8.54553	0.0326552	0.301443	0.765142	0.828414
GSE87466	214954_PM_at	SUSD5	sushi domain containing 5	26032	87	21	3.82174	3.80361	0.018133	0.301419	0.765206	0.828457
GSE87466	1570051_PM_at	RNF144A	ring finger protein 144A	9781	87	21	4.36604	4.38047	-0.0144276	-0.301642	0.765212	0.828457
GSE87466	201825_PM_s_at	SCCPDH	saccharopine dehydrogenase (putative)	51097	87	21	10.4661	10.4365	0.0295931	0.301811	0.765238	0.828469
GSE87466	210648_PM_x_at	SNX3	sorting nexin 3	8724	87	21	11.3069	11.2723	0.034643	0.301831	0.765259	0.828475
GSE87466	233721_PM_x_at				87	21	3.23617	3.22932	0.00685337	0.300251	0.765317	0.828522
GSE87466	211182_PM_x_at	RUNX1	runt related transcription factor 1	861	87	21	5.90812	5.92645	-0.0183294	-0.30099	0.765453	0.828653
GSE87466	234261_PM_at				87	21	3.58377	3.59695	-0.0131821	-0.300951	0.765516	0.828704
GSE87466	214167_PM_s_at	RPLP0P6	ribosomal protein lateral stalk subunit P0 pseudogene 6	220717	87	21	11.6431	11.6033	0.0397248	0.301671	0.765588	0.828766
GSE87466	238073_PM_at	ELAVL4	ELAV like neuron-specific RNA binding protein 4	1996	87	21	3.67781	3.72171	-0.0439038	-0.30133	0.765645	0.828811
GSE87466	221863_PM_at	MIER2	MIER family member 2	54531	87	21	5.60826	5.59095	0.0173051	0.300725	0.765785	0.828946
GSE87466	238280_PM_at	CYB5RL	cytochrome b5 reductase like	606495	87	21	3.73921	3.75326	-0.014055	-0.300378	0.765807	0.828954
GSE87466	1558711_PM_at	FAM13A-AS1	FAM13A antisense RNA 1	285512	87	21	7.30042	7.35708	-0.0566591	-0.301087	0.76585	0.828984
GSE87466	223267_PM_at	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	54931	87	21	9.38466	9.41077	-0.0261071	-0.301083	0.765872	0.828991
GSE87466	204706_PM_at	INPP5E	inositol polyphosphate-5-phosphatase E	56623	87	21	6.8706	6.83995	0.0306512	0.300917	0.76593	0.829038
GSE87466	219697_PM_at	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2	9956	87	21	4.70642	4.68009	0.0263291	0.299725	0.765946	0.829039
GSE87466	1563392_PM_at				87	21	4.64353	4.63097	0.0125598	0.29942	0.766056	0.829141
GSE87466	221834_PM_at	LONP2	lon peptidase 2, peroxisomal	83752	87	21	8.61035	8.57385	0.0365064	0.300841	0.766093	0.829165
GSE87466	235107_PM_at				87	21	7.5523	7.58018	-0.027881	-0.300312	0.766128	0.82917
GSE87466	207598_PM_x_at	XRCC2	X-ray repair cross complementing 2	7516	87	21	7.50312	7.52602	-0.0228984	-0.300725	0.766122	0.82917
GSE87466	234580_PM_at	TMEM106A	transmembrane protein 106A	113277	87	21	4.89857	4.91452	-0.0159535	-0.299596	0.766174	0.829203
GSE87466	229608_PM_at	FAM212B	family with sequence similarity 212 member B	55924	87	21	5.19086	5.16316	0.0277013	0.299477	0.766273	0.829294
GSE87466	203318_PM_s_at	ZNF148	zinc finger protein 148	7707	87	21	7.73283	7.68406	0.048775	0.300271	0.766305	0.829296
GSE87466	239010_PM_at	DUXAP10	double homeobox A pseudogene 10	503639	87	21	3.28026	3.26849	0.0117775	0.299029	0.766298	0.829296
GSE87466	202868_PM_s_at	POP4	POP4 homolog, ribonuclease P/MRP subunit	10775	87	21	9.80698	9.84147	-0.0344908	-0.300706	0.766379	0.829297
GSE87466	212893_PM_at	ZZZ3	zinc finger ZZ-type containing 3	26009	87	21	7.26114	7.23253	0.0286023	0.300508	0.766382	0.829297
GSE87466	240445_PM_at				87	21	5.45819	5.43494	0.0232491	0.299267	0.766367	0.829297
GSE87466	210197_PM_at	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	87	21	5.29655	5.3151	-0.0185588	-0.30009	0.766354	0.829297
GSE87466	240875_PM_at	CTC1	CTS telomere maintenance complex component 1	80169	87	21	5.41423	5.42784	-0.0136071	-0.299516	0.766363	0.829297
GSE87466	201619_PM_at	PRDX3	peroxiredoxin 3	10935	87	21	10.7687	10.8438	-0.0750576	-0.300328	0.766406	0.829307
GSE87466	204970_PM_s_at	MAFG	MAF bZIP transcription factor G	4097	87	21	7.68117	7.70946	-0.0282824	-0.300337	0.766448	0.829336
GSE87466	236103_PM_at				87	21	3.92543	3.88414	0.0412836	0.300095	0.766506	0.829382
GSE87466	238661_PM_at	MIR124-2HG	MIR124-2 host gene	100130155	87	21	3.43581	3.4246	0.0112126	0.299671	0.766542	0.829405
GSE87466	243093_PM_at	C2orf49	chromosome 2 open reading frame 49	79074	87	21	3.74665	3.76751	-0.0208603	-0.299981	0.766599	0.82945
GSE87466	215424_PM_s_at	SNW1	SNW domain containing 1	22938	87	21	8.46407	8.42229	0.0417773	0.300361	0.766681	0.829522
GSE87466	212485_PM_at	GPATCH8	G-patch domain containing 8	23131	87	21	8.79864	8.76995	0.0286833	0.299054	0.766709	0.829536
GSE87466	224426_PM_s_at	ACTR3BP2	ACTR3B pseudogene 2	440888	87	21	3.61867	3.63341	-0.014743	-0.299529	0.766806	0.829625
GSE87466	201075_PM_s_at	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	6599	87	21	7.3562	7.30433	0.0518668	0.29955	0.766886	0.829695
GSE87466	243092_PM_at	PAN3-AS1	PAN3 antisense RNA 1	100288730	87	21	7.08337	7.1143	-0.0309228	-0.298371	0.766934	0.829714
GSE87466	234387_PM_at	COL4A5	collagen type IV alpha 5 chain	1287	87	21	3.35477	3.34429	0.0104821	0.298679	0.766934	0.829714
GSE87466	202645_PM_s_at	MEN1	menin 1	4221	87	21	7.87798	7.84236	0.0356209	0.299199	0.767113	0.829891
GSE87466	217811_PM_at	SELT	selenoprotein T	51714	87	21	8.30959	8.23	0.0795908	0.299398	0.767196	0.829948
GSE87466	218233_PM_s_at	TOMM6	translocase of outer mitochondrial membrane 6	100188893	87	21	11.294	11.3145	-0.0204639	-0.299279	0.767184	0.829948
GSE87466	218543_PM_s_at	PARP12	poly(ADP-ribose) polymerase family member 12	64761	87	21	10.7701	10.7448	0.0252933	0.299152	0.767227	0.829966
GSE87466	203322_PM_at	ADNP2	ADNP homeobox 2	22850	87	21	8.41685	8.44804	-0.0311898	-0.298884	0.767247	0.829971
GSE87466	217992_PM_s_at	EFHD2	EF-hand domain family member D2	79180	87	21	8.77058	8.7916	-0.0210182	-0.298983	0.767318	0.830031
GSE87466	219116_PM_s_at	DCUN1D2	defective in cullin neddylation 1 domain containing 2	55208	87	21	8.00394	7.98035	0.0235903	0.299279	0.767354	0.830054
GSE87466	205117_PM_at	FGF1	fibroblast growth factor 1	2246	87	21	4.45443	4.47654	-0.022113	-0.297854	0.767423	0.830112
GSE87466	211815_PM_s_at	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	23163	87	21	4.92397	4.90433	0.019645	0.298692	0.767461	0.830137
GSE87466	217492_PM_s_at	PTENP1	phosphatase and tensin homolog pseudogene 1	11191	87	21	9.60992	9.58155	0.0283685	0.298974	0.76751	0.830173
GSE87466	1555325_PM_s_at	LOC100287515	uncharacterized LOC100287515	100287515	87	21	6.3101	6.27171	0.0383893	0.298712	0.767574	0.830213
GSE87466	203813_PM_s_at	SLIT3	slit guidance ligand 3	6586	87	21	5.09436	5.12789	-0.0335236	-0.298819	0.767577	0.830213
GSE87466	221727_PM_at	SUB1	SUB1 homolog, transcriptional regulator	10923	87	21	8.64473	8.69951	-0.0547808	-0.298846	0.767665	0.830275
GSE87466	236497_PM_at	LOC729683	uncharacterized LOC729683	729683	87	21	5.9315	5.91783	0.0136714	0.297664	0.767657	0.830275
GSE87466	233305_PM_at	NECAB1	N-terminal EF-hand calcium binding protein 1	64168	87	21	2.92174	2.91657	0.00517126	0.297004	0.767771	0.830373
GSE87466	211829_PM_s_at	GPER1	G protein-coupled estrogen receptor 1	2852	87	21	5.27966	5.29651	-0.0168521	-0.297552	0.767787	0.830374
GSE87466	224743_PM_at	IMPAD1	inositol monophosphatase domain containing 1	54928	87	21	9.49203	9.46063	0.0314025	0.298288	0.767805	0.830377
GSE87466	224692_PM_at	PPP1R15B	protein phosphatase 1 regulatory subunit 15B	84919	87	21	8.63339	8.67205	-0.0386581	-0.297732	0.767978	0.830548
GSE87466	234993_PM_at	ABHD13	abhydrolase domain containing 13	84945	87	21	4.39215	4.35268	0.0394698	0.297623	0.76814	0.830707
GSE87466	200020_PM_at	TARDBP	TAR DNA binding protein	23435	87	21	11.5335	11.522	0.0114813	0.297212	0.768166	0.830719
GSE87466	229382_PM_at	FAM212B	family with sequence similarity 212 member B	55924	87	21	5.32067	5.28211	0.0385512	0.297293	0.768371	0.830924
GSE87466	228940_PM_at	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	4710	87	21	6.82193	6.78267	0.0392678	0.297481	0.768419	0.83093
GSE87466	222524_PM_s_at	ASB6	ankyrin repeat and SOCS box containing 6	140459	87	21	7.12972	7.11013	0.0195875	0.297327	0.768422	0.83093
GSE87466	200099_PM_s_at	RPS3A	ribosomal protein S3A	6189	87	21	13.0842	13.0944	-0.0102294	-0.297353	0.768405	0.83093
GSE87466	1553274_PM_a_at	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	154007	87	21	8.23923	8.28298	-0.0437452	-0.297711	0.768553	0.831026
GSE87466	227814_PM_at	WDR53	WD repeat domain 53	348793	87	21	7.35593	7.37566	-0.0197297	-0.297496	0.768539	0.831026
GSE87466	233484_PM_at				87	21	4.30205	4.31383	-0.0117826	-0.29649	0.768557	0.831026
GSE87466	223966_PM_at	UBE2D3	ubiquitin conjugating enzyme E2 D3	7323	87	21	3.27633	3.28656	-0.0102297	-0.296642	0.768645	0.831105
GSE87466	215102_PM_at	DPY19L1P1	DPY19L1 pseudogene 1	100129460	87	21	6.15027	6.17663	-0.0263632	-0.297009	0.768715	0.831164
GSE87466	243802_PM_at	DNAH12	dynein axonemal heavy chain 12	201625	87	21	3.41954	3.43252	-0.0129847	-0.296539	0.76884	0.831283
GSE87466	221949_PM_at				87	21	7.45073	7.47443	-0.023708	-0.296626	0.768918	0.831285
GSE87466	209414_PM_at	FZR1	fizzy/cell division cycle 20 related 1	51343	87	21	6.88427	6.86143	0.022845	0.29654	0.768908	0.831285
GSE87466	220265_PM_at	GPR107	G protein-coupled receptor 107	57720	87	21	5.40696	5.38485	0.0221156	0.296492	0.768912	0.831285
GSE87466	224537_PM_at	PCDHGC5	protocadherin gamma subfamily C, 5	56097	87	21	3.73761	3.75677	-0.0191586	-0.296982	0.768914	0.831285
GSE87466	233321_PM_x_at	LOC90834	uncharacterized protein BC001742	90834	87	21	5.92743	5.91273	0.014699	0.296099	0.76891	0.831285
GSE87466	224239_PM_at	DEFB103A	defensin beta 103A	414325	87	21	5.96437	5.94956	0.0148176	0.295437	0.768943	0.831296
GSE87466	1558512_PM_at	LOC105369477	uncharacterized LOC105369477	105369477	87	21	4.28712	4.31247	-0.0253425	-0.296864	0.768959	0.831297
GSE87466	1552880_PM_at	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor	89866	87	21	4.56272	4.53979	0.0229384	0.295965	0.768977	0.8313
GSE87466	202414_PM_at	ERCC5	ERCC excision repair 5, endonuclease	2073	87	21	10.9416	10.9084	0.0332452	0.297001	0.768996	0.831304
GSE87466	232284_PM_at	PSMD6	proteasome 26S subunit, non-ATPase 6	9861	87	21	6.79524	6.84451	-0.0492718	-0.296999	0.769028	0.831322
GSE87466	225260_PM_s_at	MRPL32	mitochondrial ribosomal protein L32	64983	87	21	10.0497	10.0066	0.0431773	0.296888	0.76908	0.831362
GSE87466	234572_PM_at				87	21	3.07826	3.08751	-0.00925222	-0.296434	0.769125	0.831394
GSE87466	231013_PM_at				87	21	8.42332	8.45173	-0.0284126	-0.295227	0.769158	0.831396
GSE87466	229198_PM_at	USP35	ubiquitin specific peptidase 35	57558	87	21	5.19771	5.22585	-0.0281432	-0.296552	0.769172	0.831396
GSE87466	215604_PM_x_at				87	21	8.85791	8.83258	0.0253317	0.296756	0.769169	0.831396
GSE87466	1569241_PM_a_at	ZNF93	zinc finger protein 93	81931	87	21	3.74345	3.70386	0.0395875	0.296401	0.769244	0.831457
GSE87466	224362_PM_at	LOC100128922	connexin	100128922	87	21	3.28861	3.30007	-0.0114599	-0.296328	0.769305	0.831507
