display_group	accession	gene_symbol	log2fc	fdr	p_value	t_stat	neglog10_fdr	plot_class
GSE75214 discovery	GSE75214	ASB6	0.133398	0.00697959	0.00200937	3.68876	2.1561700882604153	not_significant
GSE75214 discovery	GSE75214	TCF7L1	0.139842	0.00698014	0.00200974	3.51045	2.156135866686621	not_significant
GSE75214 discovery	GSE75214	RNF180	0.413199	0.00698143	0.00201032	3.69756	2.156055612118797	not_significant
GSE75214 discovery	GSE75214	RGS11	-0.268307	0.00699858	0.00201547	-3.90721	2.15499006866054	not_significant
GSE75214 discovery	GSE75214	P2RX6	-0.166261	0.00700541	0.00201828	-3.59347	2.154566442030331	not_significant
GSE75214 discovery	GSE75214	NEIL2	0.115804	0.00700548	0.00201851	3.65317	2.154562102461077	not_significant
GSE75214 discovery	GSE75214	NUP160	0.232714	0.00700853	0.0020196	3.63979	2.1543730633222835	not_significant
GSE75214 discovery	GSE75214	OPRPN	-0.148065	0.00701092	0.0020205	-3.50459	2.1542249884945543	not_significant
GSE75214 discovery	GSE75214	SEMA3A	0.588111	0.00702171	0.00202382	3.84058	2.153557111071254	not_significant
GSE75214 discovery	GSE75214	RNF167	-0.169402	0.00702313	0.00202444	-3.74318	2.153469292603204	not_significant
GSE75214 discovery	GSE75214	ZNF275	0.49881	0.00702462	0.00202508	3.86184	2.1533771641441324	not_significant
GSE75214 discovery	GSE75214	STAG2	-0.200421	0.00706155	0.00203594	-3.68378	2.1510999614746678	not_significant
GSE75214 discovery	GSE75214	MORN3	-0.136607	0.00707724	0.00204089	-3.61944	2.1501360765569117	not_significant
GSE75214 discovery	GSE75214	SLC25A2	-0.22272	0.00708157	0.00204235	-3.73481	2.149870447571811	not_significant
GSE75214 discovery	GSE75214	EPDR1	-0.276641	0.00708537	0.00204366	-3.6774	2.1496374658452266	not_significant
GSE75214 discovery	GSE75214	SULF2	0.372852	0.00709333	0.00204617	3.8984	2.1491498351824525	not_significant
GSE75214 discovery	GSE75214	MOB2	-0.163874	0.00709675	0.00204737	-3.73945	2.1489404935639604	not_significant
GSE75214 discovery	GSE75214	ESF1	-0.309919	0.00709701	0.00204776	-3.83643	2.1489245828306087	not_significant
GSE75214 discovery	GSE75214	BRCA1	0.427195	0.00710625	0.00205075	3.78524	2.14835951796819	not_significant
GSE75214 discovery	GSE75214	PROKR1	-0.175409	0.007107	0.00205118	-3.64249	2.1483136845575723	not_significant
GSE75214 discovery	GSE75214	DYNC1LI1	0.169043	0.00710846	0.00205203	3.42096	2.148224476055588	not_significant
GSE75214 discovery	GSE75214	HIST2H2BD	0.212278	0.00711375	0.00205377	3.73673	2.1479014013836184	not_significant
GSE75214 discovery	GSE75214	STRIP1	-0.144342	0.00715424	0.00206589	-3.77251	2.145436494865362	not_significant
GSE75214 discovery	GSE75214	TNNT2	-0.242968	0.00715633	0.00206671	-3.8621	2.1453096410120733	not_significant
GSE75214 discovery	GSE75214	RACGAP1P	0.246335	0.00716061	0.00206816	3.65141	2.145049979319293	not_significant
GSE75214 discovery	GSE75214	HTR3D	-0.141537	0.0071628	0.00206901	-3.61195	2.144917175060701	not_significant
GSE75214 discovery	GSE75214	CISD2	0.244609	0.00718362	0.00207567	3.5404	2.1436566490952043	not_significant
GSE75214 discovery	GSE75214	KNOP1	-0.187232	0.0071861	0.00207682	-3.61051	2.143506743554134	not_significant
GSE75214 discovery	GSE75214	LYZL6	-0.195301	0.00718912	0.00207791	-3.81239	2.143324267132258	not_significant
GSE75214 discovery	GSE75214	KANK4	-0.119942	0.00719069	0.00207858	-3.45663	2.143229433843181	not_significant
GSE75214 discovery	GSE75214	PSTPIP1	0.215024	0.00719238	0.0020795	3.61448	2.1431273752871434	not_significant
GSE75214 discovery	GSE75214	NCR2	-0.167085	0.00719238	0.00207946	-3.49868	2.1431273752871434	not_significant
GSE75214 discovery	GSE75214	FKBP7	0.387244	0.00721314	0.00208637	3.74835	2.141875638496553	not_significant
GSE75214 discovery	GSE75214	SGCE	0.667832	0.00721656	0.00208801	3.69678	2.1416697732109378	not_significant
GSE75214 discovery	GSE75214	FLJ42627	-0.513582	0.00721656	0.00208779	-3.90297	2.1416697732109378	not_significant
GSE75214 discovery	GSE75214	ORC5	-0.209211	0.00721933	0.00208903	-3.49745	2.1415031058659197	not_significant
GSE75214 discovery	GSE75214	HSP90AB5P	-0.209163	0.00723279	0.00209336	-3.70931	2.140694144216472	not_significant
GSE75214 discovery	GSE75214	SARM1	-0.146595	0.00723279	0.00209323	-3.75105	2.140694144216472	not_significant
GSE75214 discovery	GSE75214	RAP2A	0.209875	0.0072448	0.00209749	3.56793	2.13997359916386	not_significant
GSE75214 discovery	GSE75214	PFAS	0.225828	0.00724668	0.00209825	3.87188	2.139860915900238	not_significant
GSE75214 discovery	GSE75214	HEXA	0.182551	0.00726652	0.00210487	3.68451	2.1386735267802175	not_significant
GSE75214 discovery	GSE75214	COA7	-0.623448	0.0072686	0.00210569	-3.97874	2.138549230244857	not_significant
GSE75214 discovery	GSE75214	RNU5A-1	0.620607	0.00727348	0.00210761	3.71748	2.1382577510133793	not_significant
GSE75214 discovery	GSE75214	GPALPP1	-0.215184	0.00727604	0.00210872	-3.84301	2.1381049220698616	not_significant
GSE75214 discovery	GSE75214	IL26	0.241652	0.00727763	0.00210984	3.74973	2.1380100280357146	not_significant
GSE75214 discovery	GSE75214	TROAP	0.217138	0.00727763	0.00210955	3.69093	2.1380100280357146	not_significant
GSE75214 discovery	GSE75214	FAM110A	0.14536	0.00727763	0.00210976	3.7509	2.1380100280357146	not_significant
GSE75214 discovery	GSE75214	KCNK17	-0.164377	0.00727954	0.00211061	-3.59721	2.1378960632382715	not_significant
GSE75214 discovery	GSE75214	ZNF98	-0.251741	0.00728119	0.00211131	-3.89147	2.1377976360442768	not_significant
GSE75214 discovery	GSE75214	SFTPC	-0.245073	0.00729385	0.0021152	-3.76992	2.1370431723140024	not_significant
GSE75214 discovery	GSE75214	FSTL5	-0.115569	0.00729703	0.00211634	-3.68053	2.13685386824539	not_significant
GSE75214 discovery	GSE75214	GHR	-1.73905	0.00729789	0.00211681	-4.07461	2.1368026869775423	down
GSE75214 discovery	GSE75214	UBA2	0.232052	0.00729865	0.00211725	3.5419	2.136757462039777	not_significant
GSE75214 discovery	GSE75214	TMEM199	-0.275851	0.00730055	0.00211802	-3.67039	2.136644420294986	not_significant
GSE75214 discovery	GSE75214	RAG1	-0.225852	0.00730155	0.00211853	-3.89719	2.1365849364560066	not_significant
GSE75214 discovery	GSE75214	ZBTB16	0.206096	0.00731578	0.0021231	3.2968	2.13573936309483	not_significant
GSE75214 discovery	GSE75214	CD7	0.147796	0.00731785	0.00212414	3.44527	2.1356164968499494	not_significant
GSE75214 discovery	GSE75214	PIGR	-0.366285	0.0073213	0.00212536	-3.17769	2.1354117969882354	not_significant
GSE75214 discovery	GSE75214	SLC35G2	0.185276	0.00732791	0.0021275	3.577	2.1350198732298615	not_significant
GSE75214 discovery	GSE75214	ANXA4	0.272753	0.00733972	0.00213136	3.22713	2.134320507491884	not_significant
GSE75214 discovery	GSE75214	ZNF500	-0.146056	0.00734509	0.00213315	-3.61583	2.1340028783946363	not_significant
GSE75214 discovery	GSE75214	MED12L	0.214612	0.00735431	0.00213605	3.73517	2.133458067633889	not_significant
GSE75214 discovery	GSE75214	CDK1	0.612586	0.00735743	0.00213747	3.66935	2.1332738611696835	not_significant
GSE75214 discovery	GSE75214	SNORD6	0.409137	0.00735743	0.00213762	3.52677	2.1332738611696835	not_significant
GSE75214 discovery	GSE75214	OSR1	-0.215861	0.00738733	0.00214675	-3.61906	2.1315125001426907	not_significant
GSE75214 discovery	GSE75214	NENF	0.15612	0.00739254	0.00214871	3.51153	2.1312063168887874	not_significant
GSE75214 discovery	GSE75214	BBS1	-0.188229	0.00739267	0.00214897	-3.74571	2.1311986797591627	not_significant
GSE75214 discovery	GSE75214	VAV3	-0.23882	0.00742142	0.00215822	-3.51922	2.129512989712667	not_significant
GSE75214 discovery	GSE75214	MAN1C1	0.18308	0.00743514	0.00216288	3.56342	2.128710849515257	not_significant
GSE75214 discovery	GSE75214	SLC25A32	0.273759	0.00744034	0.00216484	3.4445	2.1284072181167564	not_significant
GSE75214 discovery	GSE75214	SMARCAL1	0.141152	0.00744627	0.00216679	3.61418	2.1280612204162854	not_significant
GSE75214 discovery	GSE75214	BRINP1	-0.184761	0.00745167	0.00216881	-3.69688	2.127746386243912	not_significant
GSE75214 discovery	GSE75214	SOCS6	-0.24474	0.00746282	0.00217228	-3.34324	2.127097033248891	not_significant
GSE75214 discovery	GSE75214	TMEM50B	0.215506	0.00747284	0.00217587	3.49439	2.126514316266645	not_significant
GSE75214 discovery	GSE75214	MYLK2	-0.168293	0.00747564	0.00217691	-3.75491	2.1263516208536597	not_significant
GSE75214 discovery	GSE75214	EREG	0.665485	0.00747926	0.00217819	3.59589	2.1261413692230646	not_significant
GSE75214 discovery	GSE75214	SLC36A4	0.516095	0.00748385	0.00217975	3.85998	2.1258749257184104	not_significant
GSE75214 discovery	GSE75214	ATAD2B	-0.233155	0.00748778	0.00218112	-3.66391	2.1256469241777523	not_significant
GSE75214 discovery	GSE75214	CHSY3	0.229029	0.00749544	0.00218403	3.61556	2.1252028679573662	not_significant
GSE75214 discovery	GSE75214	HLA-DQB1	1.06715	0.00749862	0.00218518	3.63711	2.125018654145609	up
GSE75214 discovery	GSE75214	QRICH2	-0.151696	0.00750807	0.00218816	-3.6455	2.1244716869734384	not_significant
GSE75214 discovery	GSE75214	HRH4	0.454553	0.00752812	0.00219423	3.41551	2.123313466769633	not_significant
GSE75214 discovery	GSE75214	PYCR2	0.146964	0.00752902	0.00219472	3.81446	2.1232615492030598	not_significant
GSE75214 discovery	GSE75214	RNASE6	0.795534	0.0075416	0.00219884	3.85368	2.1225365059266332	not_significant
GSE75214 discovery	GSE75214	POLE	-0.252873	0.0075416	0.00219863	-3.74079	2.1225365059266332	not_significant
GSE75214 discovery	GSE75214	UBTF	-0.128009	0.00757848	0.00221096	-3.62986	2.1204178911764267	not_significant
GSE75214 discovery	GSE75214	AMPH	0.194901	0.00757928	0.00221142	3.51375	2.120372048573582	not_significant
GSE75214 discovery	GSE75214	C1orf141	-0.132562	0.0075822	0.0022125	-3.64557	2.120204764126043	not_significant
GSE75214 discovery	GSE75214	METTL9	0.105497	0.00759571	0.00221673	3.43209	2.1194316247412317	not_significant
GSE75214 discovery	GSE75214	KARS	0.181347	0.00760017	0.00221843	3.60704	2.1191766933460237	not_significant
GSE75214 discovery	GSE75214	RDX	0.814393	0.00760744	0.00222078	3.76944	2.118761464243758	not_significant
GSE75214 discovery	GSE75214	FARSB	-0.277274	0.00760785	0.00222113	-3.43729	2.1187380587434195	not_significant
GSE75214 discovery	GSE75214	LIN54	-0.249118	0.0076119	0.00222254	-3.7767	2.118506925815057	not_significant
GSE75214 discovery	GSE75214	INTS12	-0.266683	0.00761413	0.00222342	-3.75959	2.1183797125228763	not_significant
GSE75214 discovery	GSE75214	SPRY3	-0.337773	0.00762208	0.0022262	-3.91793	2.1179264972620646	not_significant
GSE75214 discovery	GSE75214	TMEM239	-0.225548	0.00763314	0.00222969	-3.77653	2.117296772117305	not_significant
GSE75214 discovery	GSE75214	TGM6	-0.161219	0.00763314	0.00222989	-3.62995	2.117296772117305	not_significant
GSE75214 discovery	GSE75214	EVI2A	0.998384	0.00763602	0.00223119	3.82312	2.1171329427877654	not_significant
GSE75214 discovery	GSE75214	SYNCRIP	0.171215	0.00763999	0.00223258	3.66384	2.1169072098729567	not_significant
GSE75214 discovery	GSE75214	SLC6A19	-1.7288	0.00764912	0.00223571	-4.02316	2.1163885257780564	down
GSE75214 discovery	GSE75214	TNFAIP8L3	-0.331643	0.00766014	0.00223916	-3.77853	2.115763292942873	not_significant
GSE75214 discovery	GSE75214	APOOL	-0.385252	0.00766472	0.00224073	-3.68198	2.1155037057379866	not_significant
GSE75214 discovery	GSE75214	ARL14	-0.677328	0.00767495	0.00224395	-3.61488	2.114924445140004	not_significant
GSE75214 discovery	GSE75214	DYNC2LI1	-0.225152	0.00768418	0.00224688	-3.55079	2.1144024704512674	not_significant
GSE75214 discovery	GSE75214	AP2B1	0.259475	0.00768452	0.00224721	3.60447	2.114383254756528	not_significant
GSE75214 discovery	GSE75214	DSCAML1	-0.241305	0.00768834	0.00224856	-3.7792	2.1141674191924213	not_significant
GSE75214 discovery	GSE75214	SNORA64	0.408086	0.00770452	0.00225445	3.63174	2.113254413122702	not_significant
GSE75214 discovery	GSE75214	OR5T1	-0.1564	0.00771458	0.00225809	-3.77829	2.112687712977055	not_significant
GSE75214 discovery	GSE75214	C17orf96	0.197665	0.00771782	0.00225927	3.72669	2.112505354543883	not_significant
GSE75214 discovery	GSE75214	ERCC1	0.154925	0.00772498	0.0022616	3.63117	2.1121026362915916	not_significant
GSE75214 discovery	GSE75214	BAHD1	-0.328017	0.00773673	0.00226527	-3.93642	2.1114425590886556	not_significant
GSE75214 discovery	GSE75214	NME2	0.177805	0.00774562	0.00226834	3.46793	2.1109438133080163	not_significant
GSE75214 discovery	GSE75214	PLTP	0.843521	0.0077537	0.00227094	3.74149	2.1104910063807876	not_significant
GSE75214 discovery	GSE75214	KRTAP4-1	-0.200364	0.00775948	0.0022731	-3.64981	2.1101673819244793	not_significant
GSE75214 discovery	GSE75214	ZNF433	-0.142207	0.00775948	0.00227309	-3.58869	2.1101673819244793	not_significant
GSE75214 discovery	GSE75214	SOX9	0.245106	0.00776432	0.00227475	3.65581	2.1098965738284563	not_significant
GSE75214 discovery	GSE75214	HOXA-AS2	-0.280362	0.00776516	0.00227523	-3.90705	2.1098495912681705	not_significant
GSE75214 discovery	GSE75214	CCNB1	0.657878	0.00776542	0.00227554	3.86123	2.109835050077139	not_significant
GSE75214 discovery	GSE75214	SMIM2	-0.220167	0.00777225	0.00227801	-3.82963	2.109453238453845	not_significant
GSE75214 discovery	GSE75214	LRR1	-0.303846	0.00777619	0.00227963	-3.7364	2.1092331365921377	not_significant
GSE75214 discovery	GSE75214	TMEM263	0.620774	0.00778256	0.0022822	3.96663	2.1088775224194958	not_significant
GSE75214 discovery	GSE75214	IL27	-0.14643	0.00778827	0.00228411	-3.52311	2.108559000978721	not_significant
GSE75214 discovery	GSE75214	KNG1	-0.791015	0.00779453	0.00228618	-3.77774	2.1082100670768598	not_significant
GSE75214 discovery	GSE75214	FAM24B-CUZD1	-0.219909	0.00780198	0.00228907	-3.77426	2.10779516731579	not_significant
GSE75214 discovery	GSE75214	HTR3E	-0.197472	0.00781362	0.00229319	-3.72266	2.1071477136533456	not_significant
GSE75214 discovery	GSE75214	ZBTB9	0.108926	0.00781362	0.00229319	3.47435	2.1071477136533456	not_significant
GSE75214 discovery	GSE75214	CCDC34	-0.284318	0.00781558	0.002294	-3.71997	2.1070387871326033	not_significant
GSE75214 discovery	GSE75214	ZNF263	-0.180642	0.00781885	0.00229543	-3.68816	2.106857118472277	not_significant
GSE75214 discovery	GSE75214	C12orf56	-0.245689	0.00782302	0.00229689	-3.82548	2.106625559453766	not_significant
GSE75214 discovery	GSE75214	MPHOSPH9	0.255456	0.0078305	0.00229932	3.55902	2.106210506101946	not_significant
GSE75214 discovery	GSE75214	BMPR2	0.237567	0.00783222	0.00230006	3.46789	2.106115122093054	not_significant
GSE75214 discovery	GSE75214	HAPLN4	-0.187776	0.00783979	0.00230252	-3.59008	2.10569557035927	not_significant
GSE75214 discovery	GSE75214	OR2A9P	-0.629329	0.00784988	0.00230572	-3.91182	2.10513698220203	not_significant
GSE75214 discovery	GSE75214	LOC100506127	-0.236618	0.0078584	0.00230893	-3.71516	2.104665868961285	not_significant
GSE75214 discovery	GSE75214	KLRC4-KLRK1	-0.565459	0.0078764	0.00231493	-3.69853	2.1036722364925797	not_significant
GSE75214 discovery	GSE75214	HILPDA	0.262465	0.0078764	0.0023148	3.34653	2.1036722364925797	not_significant
GSE75214 discovery	GSE75214	FAM120A	-0.162309	0.00787879	0.00231587	-3.58508	2.103540474981648	not_significant
GSE75214 discovery	GSE75214	BMPER	-0.192955	0.00788701	0.00231876	-3.75725	2.103087608528347	not_significant
GSE75214 discovery	GSE75214	NDST3	-0.178095	0.00789401	0.00232153	-3.86052	2.10270232778316	not_significant
GSE75214 discovery	GSE75214	ICMT	-0.183095	0.00790272	0.00232433	-3.53406	2.102223405206055	not_significant
GSE75214 discovery	GSE75214	SURF1	-0.271383	0.00790939	0.00232653	-3.85587	2.1018570095300686	not_significant
GSE75214 discovery	GSE75214	TMEM205	0.173777	0.00791161	0.00232742	3.59281	2.1017351292751982	not_significant
GSE75214 discovery	GSE75214	LRRC17	-0.212344	0.00793583	0.00233526	-3.52096	2.100407644136729	not_significant
GSE75214 discovery	GSE75214	FAM9A	-0.117136	0.00794072	0.00233694	-3.49762	2.100140117490995	not_significant
GSE75214 discovery	GSE75214	HMGXB4	0.149043	0.00794953	0.00233977	3.52043	2.0996585473737714	not_significant
GSE75214 discovery	GSE75214	LGALS9C	-0.370689	0.00795969	0.002343	-3.53262	2.0991038460702516	not_significant
GSE75214 discovery	GSE75214	DNHD1	-0.158357	0.00796407	0.00234453	-3.49577	2.0988649314070424	not_significant
GSE75214 discovery	GSE75214	PRNP	0.712901	0.00796543	0.00234517	3.79036	2.098790774591471	not_significant
GSE75214 discovery	GSE75214	CSPG4	0.226014	0.00797885	0.00234984	3.40626	2.0980596994568854	not_significant
GSE75214 discovery	GSE75214	RNASEH2A	0.331159	0.00799936	0.00235617	3.85178	2.0969447579564253	not_significant
GSE75214 discovery	GSE75214	MGC27345	-0.199495	0.00799936	0.00235636	-3.67937	2.0969447579564253	not_significant
GSE75214 discovery	GSE75214	RAB11A	-0.146361	0.00799962	0.00235668	-3.32917	2.096930642485901	not_significant
GSE75214 discovery	GSE75214	CCNY	-0.162433	0.0080001	0.00235706	-3.73912	2.0969045843609617	not_significant
GSE75214 discovery	GSE75214	LAMTOR5P1	-0.181037	0.00802127	0.00236378	-3.70903	2.0957568648422447	not_significant
GSE75214 discovery	GSE75214	TMEM27	-0.13954	0.00803259	0.00236784	-3.50608	2.0951443997590897	not_significant
GSE75214 discovery	GSE75214	SCN3A	0.279468	0.00804065	0.00237046	3.54446	2.094708841798462	not_significant
GSE75214 discovery	GSE75214	ERICH1	-0.296882	0.00804747	0.00237271	-3.79124	2.0943406336369113	not_significant
GSE75214 discovery	GSE75214	KIF11	0.550874	0.00804785	0.00237357	3.63946	2.0943201268183884	not_significant
GSE75214 discovery	GSE75214	NT5C2	-0.376133	0.00804785	0.00237379	-3.85231	2.0943201268183884	not_significant
GSE75214 discovery	GSE75214	TADA3	-0.158728	0.00804923	0.00237444	-3.52121	2.0942456628303243	not_significant
GSE75214 discovery	GSE75214	CHD4	0.273799	0.00805014	0.00237495	3.82146	2.094196566750297	not_significant
GSE75214 discovery	GSE75214	SLC5A3	-0.401992	0.00806253	0.00237909	-3.86354	2.0935286563802147	not_significant
GSE75214 discovery	GSE75214	TYMS	0.374231	0.00806516	0.00238011	3.52716	2.093387012474915	not_significant
GSE75214 discovery	GSE75214	GBP6	0.218211	0.00806705	0.00238091	3.65469	2.0932852512686635	not_significant
GSE75214 discovery	GSE75214	TCHHL1	-0.157857	0.00807889	0.00238489	-3.50762	2.0926483050657865	not_significant
GSE75214 discovery	GSE75214	PAPD4	-0.168334	0.00809682	0.00239067	-3.64337	2.0916855153953864	not_significant
GSE75214 discovery	GSE75214	TIMM23	-0.209409	0.00810358	0.00239291	-3.61539	2.091323076089189	not_significant
GSE75214 discovery	GSE75214	CASP3	-0.202345	0.00815514	0.00240887	-3.59971	2.088568578988442	not_significant
GSE75214 discovery	GSE75214	H2AFX	0.233815	0.0081562	0.00240943	3.70939	2.088512133331437	not_significant
GSE75214 discovery	GSE75214	UBA7	0.244197	0.00816955	0.00241362	3.58523	2.087801864875078	not_significant
GSE75214 discovery	GSE75214	PRSS12	-0.247235	0.00819397	0.00242108	-3.32372	2.0865056304314864	not_significant
GSE75214 discovery	GSE75214	PEX2	-0.222238	0.00820012	0.00242339	-3.53712	2.0861797921337835	not_significant
GSE75214 discovery	GSE75214	PRDX1	0.312117	0.00821073	0.00242702	3.80083	2.085618228888124	not_significant
GSE75214 discovery	GSE75214	GDF15	0.79998	0.00821402	0.00242824	3.67882	2.085444244034221	not_significant
GSE75214 discovery	GSE75214	TYW5	-0.239588	0.00821884	0.00243014	-3.71953	2.0851894740839136	not_significant
GSE75214 discovery	GSE75214	CAPRIN1	0.145034	0.00821884	0.00243016	3.50541	2.0851894740839136	not_significant
GSE75214 discovery	GSE75214	AP4M1	-0.16063	0.00822589	0.00243249	-3.57944	2.084817102353275	not_significant
GSE75214 discovery	GSE75214	RAD23A	0.153259	0.00824392	0.00243807	3.52891	2.083866231318726	not_significant
GSE75214 discovery	GSE75214	NCAPG	0.497438	0.00825425	0.00244187	3.73942	2.0833223815966875	not_significant
GSE75214 discovery	GSE75214	LOC401123	-0.209809	0.00825453	0.0024422	-3.79944	2.08330764974431	not_significant
GSE75214 discovery	GSE75214	ATP6V1A	-0.157316	0.00826386	0.00244521	-3.46884	2.0828170489112927	not_significant
GSE75214 discovery	GSE75214	RBBP9	-0.307942	0.00827914	0.00245023	-3.51765	2.0820147734388117	not_significant
GSE75214 discovery	GSE75214	GJB2	-0.241834	0.00828219	0.00245138	-3.46547	2.0818548106598826	not_significant
GSE75214 discovery	GSE75214	MED9	-0.195326	0.00829497	0.00245616	-3.80983	2.081185180327748	not_significant
GSE75214 discovery	GSE75214	FOXRED2	0.195531	0.00830922	0.00246088	3.49437	2.08043974223212	not_significant
GSE75214 discovery	GSE75214	MIR181B1	0.309133	0.00830993	0.00246134	3.72805	2.0804026345482325	not_significant
GSE75214 discovery	GSE75214	C12orf49	-0.193347	0.0083132	0.00246256	-3.46173	2.080231771061736	not_significant
GSE75214 discovery	GSE75214	CPA2	-0.417347	0.00831405	0.00246306	-3.85499	2.0801873680113294	not_significant
GSE75214 discovery	GSE75214	CHMP2B	-0.288387	0.00832032	0.00246567	-3.35237	2.0798599703965723	not_significant
GSE75214 discovery	GSE75214	OPTN	-0.268432	0.00832036	0.00246593	-3.67652	2.0798578825276537	not_significant
GSE75214 discovery	GSE75214	CRY2	-0.116266	0.00832089	0.00246634	-3.64346	2.079830219212039	not_significant
GSE75214 discovery	GSE75214	COA4	-0.18865	0.00833867	0.00247186	-3.71424	2.078903212878136	not_significant
GSE75214 discovery	GSE75214	ZNF37A	0.307872	0.00833968	0.00247241	3.57013	2.0788506132591977	not_significant
GSE75214 discovery	GSE75214	CP	0.839072	0.00835145	0.00247615	3.53926	2.078238114656734	not_significant
GSE75214 discovery	GSE75214	PABPC1P2	-0.166075	0.00836362	0.00248001	-3.71086	2.077605707520096	not_significant
GSE75214 discovery	GSE75214	KIAA0391	-0.236663	0.00838002	0.00248557	-3.62418	2.076754944868617	not_significant
GSE75214 discovery	GSE75214	NDUFC1	-0.206367	0.00838002	0.00248563	-3.53924	2.076754944868617	not_significant
GSE75214 discovery	GSE75214	WNT11	-0.300815	0.00838173	0.00248658	-3.79487	2.0766663331703596	not_significant
GSE75214 discovery	GSE75214	PARD6G	0.178206	0.00838173	0.00248664	3.51154	2.0766663331703596	not_significant
GSE75214 discovery	GSE75214	RBP2	-0.764522	0.00840775	0.00249537	-3.90181	2.0753202103045822	not_significant
GSE75214 discovery	GSE75214	SLC25A41	-0.23838	0.00840775	0.00249523	-3.69024	2.0753202103045822	not_significant
GSE75214 discovery	GSE75214	SCARF1	0.155474	0.00840986	0.00249625	3.24595	2.075211233896921	not_significant
GSE75214 discovery	GSE75214	MALSU1	-0.099008	0.00841258	0.00249731	-3.33417	2.0750707927955028	not_significant
GSE75214 discovery	GSE75214	ARL4A	-0.323373	0.0084219	0.00250109	-3.43411	2.074589919613216	not_significant
GSE75214 discovery	GSE75214	GATA3	0.153439	0.0084219	0.00250086	3.38357	2.074589919613216	not_significant
GSE75214 discovery	GSE75214	EXT2	0.175452	0.0084342	0.00250525	3.51529	2.0739561047835067	not_significant
GSE75214 discovery	GSE75214	SHFM1	0.187514	0.00843759	0.00250651	3.50383	2.0737815817111516	not_significant
GSE75214 discovery	GSE75214	GPD2	-0.294162	0.00844054	0.00250764	-3.39537	2.0736297676494444	not_significant
GSE75214 discovery	GSE75214	RNASEH1	0.124225	0.00844668	0.00250972	3.46262	2.073313958625059	not_significant
GSE75214 discovery	GSE75214	ZKSCAN4	-0.220125	0.00846025	0.00251426	-3.74255	2.072616803389311	not_significant
GSE75214 discovery	GSE75214	CLGN	-0.227169	0.00850498	0.0025296	-3.70774	2.070326703321236	not_significant
GSE75214 discovery	GSE75214	HOXC8	-0.204091	0.008512	0.0025322	-3.62397	2.069968385049027	not_significant
GSE75214 discovery	GSE75214	WASH1	-0.233505	0.00851406	0.00253307	-3.47201	2.069863293602493	not_significant
GSE75214 discovery	GSE75214	ZNF674	-0.288654	0.00851846	0.00253489	-3.76385	2.069638911565909	not_significant
GSE75214 discovery	GSE75214	FAM3A	-0.20266	0.00853192	0.00253941	-3.55991	2.068953225388741	not_significant
GSE75214 discovery	GSE75214	PPT1	0.676884	0.00854123	0.00254273	3.69986	2.0684795832046943	not_significant
GSE75214 discovery	GSE75214	TRAPPC1	0.217192	0.00854123	0.00254295	3.75309	2.0684795832046943	not_significant
GSE75214 discovery	GSE75214	C5	0.23092	0.00854198	0.00254343	3.58671	2.068441449755344	not_significant
GSE75214 discovery	GSE75214	TMEM231	0.226773	0.00858384	0.00255641	3.73373	2.0663183860752725	not_significant
GSE75214 discovery	GSE75214	ZNF729	-0.226466	0.00860563	0.00256316	-3.75832	2.0652173303906554	not_significant
GSE75214 discovery	GSE75214	CDC5L	-0.19613	0.00861383	0.00256586	-3.55972	2.064803703596226	not_significant
GSE75214 discovery	GSE75214	SIM1	-0.227012	0.00864149	0.0025754	-3.78921	2.0634113682864816	not_significant
GSE75214 discovery	GSE75214	PSMG2	-0.124351	0.00866769	0.00258373	-3.2324	2.062096629619975	not_significant
GSE75214 discovery	GSE75214	FUNDC2	-0.259262	0.00866783	0.00258403	-3.61915	2.062089614978653	not_significant
GSE75214 discovery	GSE75214	ANAPC10	0.238705	0.0086744	0.00258625	3.55141	2.0617605552345935	not_significant
GSE75214 discovery	GSE75214	MS4A14	0.699476	0.00869415	0.0025924	3.71793	2.060772871206337	not_significant
GSE75214 discovery	GSE75214	DLGAP5	0.61902	0.00872118	0.00260151	3.68245	2.0594247498360176	not_significant
GSE75214 discovery	GSE75214	LOC149373	-0.14585	0.00873076	0.00260463	-3.35134	2.05894794994391	not_significant
GSE75214 discovery	GSE75214	ITPRIPL1	0.132319	0.0087339	0.00260583	3.45308	2.058791784901147	not_significant
GSE75214 discovery	GSE75214	RCAN3	0.273048	0.00873698	0.00260701	3.63829	2.0586386584395013	not_significant
GSE75214 discovery	GSE75214	MS4A15	-0.19571	0.00874806	0.00261058	-3.65201	2.0580882469444655	not_significant
GSE75214 discovery	GSE75214	DNASE2	0.223979	0.00874817	0.00261092	3.50024	2.058082786065978	not_significant
GSE75214 discovery	GSE75214	SH3GL2	-0.214578	0.00874817	0.00261114	-3.77973	2.058082786065978	not_significant
GSE75214 discovery	GSE75214	LOC102724788	-0.266788	0.00875836	0.00261497	-3.71392	2.0575772077165984	not_significant
GSE75214 discovery	GSE75214	ZPLD1	-0.129074	0.00876525	0.00261729	-3.33759	2.0572356925682342	not_significant
GSE75214 discovery	GSE75214	USP29	-0.188472	0.00876696	0.00261833	-3.63511	2.0571509749466212	not_significant
GSE75214 discovery	GSE75214	AMY2B	-0.570433	0.0087725	0.00262051	-3.73718	2.056876623112556	not_significant
