gene_symbol	direction	evidence_group_count	direction_consistency	mean_log2fc	best_fdr	consensus_score
EDRF1	up	2	1.0	0.150911	0.0460123	0.301822
MAGEA6	down	2	1.0	-0.15087	0.021045	0.30174
ZNF138	down	2	1.0	-0.150848	0.0141249	0.301696
SP3P	down	2	1.0	-0.150795	4.31564e-05	0.30159
SIRT1	down	2	1.0	-0.150777	0.0249498	0.301554
IL36A	down	2	1.0	-0.15077	0.00694509	0.30154
SLC19A2	down	2	1.0	-0.150746	0.0275303	0.301491
HSF1	down	2	1.0	-0.150731	0.0321456	0.301461
STAC	up	2	1.0	0.150711	0.00145648	0.301422
CYP2U1	down	2	1.0	-0.150696	0.00172428	0.301392
PIK3CB	down	2	1.0	-0.150662	0.00871443	0.301324
PTCRA	down	2	1.0	-0.150641	0.000963963	0.301282
TMEM11	down	2	1.0	-0.150554	0.144859	0.301109
PRSS35	up	2	1.0	0.150468	0.043062	0.300935
RNF170	down	2	1.0	-0.150448	0.0676223	0.300897
ANKRD33B	up	2	1.0	0.150434	0.00436634	0.300869
LINC00504	down	2	1.0	-0.150405	0.015388	0.30081
POLDIP2	down	2	1.0	-0.150399	0.000817326	0.300798
CA5A	down	2	1.0	-0.150382	0.0242645	0.300764
PROSER1	down	2	1.0	-0.150379	0.00301043	0.300758
ITFG1	down	2	1.0	-0.150365	0.0301354	0.300731
MRO	down	2	1.0	-0.150326	0.00826604	0.300651
VN1R2	down	2	1.0	-0.150322	0.0113421	0.300644
ANKRD18B	down	2	1.0	-0.150308	0.0420586	0.300616
GALNT9	down	2	1.0	-0.150288	0.0192132	0.300576
CTCFL	down	2	1.0	-0.150278	0.00534103	0.300556
C1orf35	down	2	1.0	-0.15026	0.0111049	0.30052
TBC1D13	down	2	1.0	-0.150247	0.000653264	0.300494
TFRC	down	2	1.0	-0.150212	0.0675664	0.300424
HNRNPLL	down	2	1.0	-0.150144	0.0161079	0.300288
UTP15	up	2	1.0	0.150139	0.090119	0.300278
PCDHB13	down	2	1.0	-0.150127	0.0896102	0.300255
NPM3	up	2	1.0	0.150121	0.0769464	0.300241
SERPINA9	up	2	1.0	0.15004	0.0747029	0.30008
SLC45A1	up	2	1.0	0.15	0.00642381	0.3
GLRX3	up	2	1.0	0.149991	0.0014318	0.299981
APC2	down	2	1.0	-0.149963	0.0227544	0.299927
ARPC3	up	2	1.0	0.149949	0.000109768	0.299898
SLITRK1	down	2	1.0	-0.149928	0.00378298	0.299856
ZNF767P	down	2	1.0	-0.149921	0.00176389	0.299842
CELF3	down	2	1.0	-0.149871	0.00287253	0.299741
RGR	down	2	1.0	-0.149843	0.0128928	0.299687
TRIP10	down	2	1.0	-0.149832	0.16998	0.299664
ZNF514	down	2	1.0	-0.149814	0.0214871	0.299628
IGIP	down	2	1.0	-0.149799	0.00377026	0.299597
MAP4K3	down	2	1.0	-0.149796	0.00413723	0.299592
BAP1	down	2	1.0	-0.149765	0.00011157	0.299531
SEZ6L	down	2	1.0	-0.149713	0.0010527	0.299426
CACNG6	down	2	1.0	-0.149663	0.00448063	0.299326
NEIL3	down	2	1.0	-0.149631	0.433567	0.299262
KCNC1	down	2	1.0	-0.149593	0.000112632	0.299186
SMYD2	down	2	1.0	-0.149554	0.0189484	0.299107
SSNA1	down	2	1.0	-0.14953	5.38583e-05	0.29906
PIRT	down	2	1.0	-0.149512	0.00186441	0.299025
TENM2	down	2	1.0	-0.149508	0.16697	0.299017
ZNF341	down	2	1.0	-0.149499	0.00907678	0.298998
PPHLN1	up	2	1.0	0.149465	0.0201456	0.29893
LRIG1	down	2	1.0	-0.149457	0.111391	0.298915
LEP	down	2	1.0	-0.149446	0.0521136	0.298892
ZNF829	down	2	1.0	-0.149389	0.0251506	0.298778
WDR31	down	2	1.0	-0.149386	0.00374491	0.298772
TUBGCP4	down	2	1.0	-0.14938	0.0535558	0.298761
KRT16	up	2	1.0	0.149331	0.0458166	0.298661
DUS3L	down	2	1.0	-0.14933	0.226823	0.29866
DLGAP3	down	2	1.0	-0.149308	0.00273435	0.298616
GCNT7	down	2	1.0	-0.149302	0.00033652	0.298603
KCNA10	down	2	1.0	-0.1493	8.95935e-05	0.2986
SOX13	down	2	1.0	-0.149289	0.000975125	0.298578
CCDC114	down	2	1.0	-0.1492	0.0833495	0.2984
ZDHHC6	down	2	1.0	-0.149161	0.00410918	0.298322
ZBBX	down	2	1.0	-0.14908	0.000833645	0.29816
SETDB2	up	2	1.0	0.149034	0.1159	0.298067
PRDM9	down	2	1.0	-0.14903	0.125068	0.29806
STH	down	2	1.0	-0.149003	0.0131023	0.298006
ASAH1	down	2	1.0	-0.14899	0.0151459	0.29798
WASH1	down	2	1.0	-0.14898	0.00851406	0.29796
CBARP	down	2	1.0	-0.148969	0.0134153	0.297938
TOP3B	down	2	1.0	-0.148949	0.0183866	0.297897
EXOC4	down	2	1.0	-0.148871	0.00273033	0.297742
LMOD2	down	2	1.0	-0.148848	0.00352475	0.297697
ANKS1B	down	2	1.0	-0.148763	0.0483607	0.297525
COMP	down	2	1.0	-0.148733	0.0339868	0.297467
AQP4	down	2	1.0	-0.148726	0.0149394	0.297453
TMPRSS11D	down	2	1.0	-0.14871	0.00149291	0.297421
MATN1-AS1	up	2	1.0	0.148665	0.0411984	0.297329
SRPK1	down	2	1.0	-0.1486	0.0626708	0.2972
KCNJ9	down	2	1.0	-0.148579	0.052447	0.297158
FTHL17	down	2	1.0	-0.148547	0.0135928	0.297095
THAP8	down	2	1.0	-0.148526	0.0505007	0.297052
RASGEF1C	down	2	1.0	-0.148515	0.0486287	0.29703
ANAPC13	up	2	1.0	0.148439	0.00976095	0.296878
ZNF491	down	2	1.0	-0.148429	0.0100298	0.296858
BPIFB6	down	2	1.0	-0.148409	0.0111488	0.296818
MRPL4	down	2	1.0	-0.148349	0.0314204	0.296699
SLC2A12	down	2	1.0	-0.148345	0.373427	0.296691
KCNMB2	down	2	1.0	-0.148325	0.0591148	0.29665
CIB4	down	2	1.0	-0.148317	0.016495	0.296633
ORC5	down	2	1.0	-0.148296	0.00721933	0.296593
TRIOBP	down	2	1.0	-0.148295	4.01622e-05	0.296591
NOL10	down	2	1.0	-0.148281	0.00693118	0.296562
PRAMEF2	down	2	1.0	-0.148269	0.0842616	0.296539
SLC22A16	down	2	1.0	-0.148221	0.0107981	0.296442
SLC22A12	down	2	1.0	-0.148207	0.0101664	0.296414
NPR3	down	2	1.0	-0.148204	0.00285136	0.296408
DNM1L	down	2	1.0	-0.148155	0.0135231	0.29631
COG7	down	2	1.0	-0.148111	0.0267767	0.296221
SNRPB2	up	2	1.0	0.148109	0.112774	0.296218
FAS	down	2	1.0	-0.148107	0.23942	0.296213
TBATA	down	2	1.0	-0.14805	0.0259699	0.296099
ACO1	up	2	1.0	0.148034	0.153251	0.296068
MTFR1	down	2	1.0	-0.148002	0.145103	0.296003
UTP23	down	2	1.0	-0.14795	0.00053251	0.295901
SPRN	down	2	1.0	-0.147875	0.0565002	0.295751
ARIH2	down	2	1.0	-0.147873	0.0131813	0.295745
HIST1H2AC	down	2	1.0	-0.147873	0.0765052	0.295745
FOXE1	down	2	1.0	-0.147862	0.000940495	0.295723
SPOCK3	down	2	1.0	-0.147806	0.0257566	0.295611
RS1	down	2	1.0	-0.147787	0.0012454	0.295574
PAH	down	2	1.0	-0.147782	0.00364308	0.295563
OMA1	down	2	1.0	-0.147747	0.0171042	0.295493
LINC00852	down	2	1.0	-0.147723	0.0071259	0.295445
LOC643549	down	2	1.0	-0.147714	0.00272443	0.295428
COMMD7	down	2	1.0	-0.147714	0.0149373	0.295428
FARSA	up	2	1.0	0.147701	0.0539872	0.295402
COQ10B	up	2	1.0	0.147679	0.0488179	0.295358
RBL1	up	2	1.0	0.147678	0.0720689	0.295356
TMEM35A	down	2	1.0	-0.147676	0.114887	0.295352
OR1A1	down	2	1.0	-0.147647	0.0304779	0.295294
SPDYA	down	2	1.0	-0.147636	0.000394151	0.295272
TMEM134	down	2	1.0	-0.147631	0.0313968	0.295262
NFRKB	down	2	1.0	-0.147604	0.0545739	0.295208
NPR2	up	2	1.0	0.147564	0.107751	0.295128
PSMA4	up	2	1.0	0.147547	0.0257552	0.295093
TBCK	down	2	1.0	-0.147546	0.184226	0.295092
LRSAM1	up	2	1.0	0.147534	0.00962336	0.295068
LRRC38	down	2	1.0	-0.147453	0.00523107	0.294907
LCLAT1	down	2	1.0	-0.147448	0.0696636	0.294895
HEATR3	up	2	1.0	0.147444	0.00167479	0.294888
DHX9	up	2	1.0	0.14744	0.0201737	0.294881
ACOT7	down	2	1.0	-0.147434	0.0371386	0.294868
ZNF205	down	2	1.0	-0.147412	0.0186127	0.294824
H2AFY	down	2	1.0	-0.147395	0.0025683	0.294791
ELMOD2	down	2	1.0	-0.14737	0.000114138	0.29474
TMEM25	down	2	1.0	-0.147369	0.027105	0.294739
CTNS	down	2	1.0	-0.14736	0.0088815	0.294719
C18orf8	up	2	1.0	0.147347	0.00910862	0.294695
KSR2	down	2	1.0	-0.147305	0.0431933	0.294609
GTF3C4	down	2	1.0	-0.147301	0.00308988	0.294602
BARHL1	down	2	1.0	-0.147289	0.000476305	0.294578
CMPK2	down	2	1.0	-0.147283	0.161541	0.294566
CTIF	up	2	1.0	0.147272	0.0659529	0.294545
KIAA1210	down	2	1.0	-0.147263	0.00654497	0.294526
KRT77	down	2	1.0	-0.147255	0.0396332	0.294511
OR2W1	down	2	1.0	-0.147251	0.0184219	0.294501
NAA11	down	2	1.0	-0.147237	0.0117301	0.294474
AMN1	up	2	1.0	0.147195	0.0302091	0.29439
NUB1	up	2	1.0	0.147191	6.41137e-05	0.294383
GEMIN7	up	2	1.0	0.147171	0.00312033	0.294341
AVPR1B	down	2	1.0	-0.147157	0.129496	0.294314
HN1L	down	2	1.0	-0.147151	0.00887865	0.294303
SF3B1	up	2	1.0	0.14713	0.0408687	0.29426
CAMK2N2	down	2	1.0	-0.147102	0.0100854	0.294204
ALDH1L1	down	2	1.0	-0.147061	0.000533179	0.294122
IFNGR2	down	2	1.0	-0.147061	0.092394	0.294122
TPT1P8	down	2	1.0	-0.147055	0.000887683	0.29411
CROCC	down	2	1.0	-0.146986	0.0133679	0.293972
PLG	down	2	1.0	-0.146968	0.000920936	0.293935
ZNF106	up	2	1.0	0.146958	0.0359234	0.293915
CYP26A1	down	2	1.0	-0.146942	0.0117306	0.293883
COL4A3BP	down	2	1.0	-0.146939	0.000272861	0.293878
GPAA1	down	2	1.0	-0.146936	0.0950928	0.293872
ZBTB11	up	2	1.0	0.146908	0.109456	0.293816
GHRHR	down	2	1.0	-0.146844	7.57985e-05	0.293688
UFSP2	up	2	1.0	0.146842	0.0453487	0.293684
ST8SIA3	down	2	1.0	-0.146833	0.00411298	0.293666
GSPT1	up	2	1.0	0.146824	0.00300105	0.293648
ORM1	up	2	1.0	0.146812	0.147777	0.293624
RAB28	down	2	1.0	-0.14681	0.0738754	0.29362
WDR46	up	2	1.0	0.146791	0.253497	0.293583
TRAF7	down	2	1.0	-0.146761	0.0122169	0.293522
C12orf66	down	2	1.0	-0.14676	0.0592061	0.29352
TRPM8	down	2	1.0	-0.146754	0.127176	0.293508
OLA1	down	2	1.0	-0.146723	0.0380637	0.293445
FAM216B	up	2	1.0	0.146719	0.0479274	0.293437
SQSTM1	down	2	1.0	-0.146684	0.0288797	0.293367
DAPL1	down	2	1.0	-0.146601	0.106609	0.293202
FREM3	down	2	1.0	-0.14659	0.0538775	0.293179
FDPSP2	up	2	1.0	0.146581	0.0964996	0.293162
SIX6	down	2	1.0	-0.146576	0.017715	0.293151
CTSG	up	2	1.0	0.146566	0.416249	0.293133
XPC	up	2	1.0	0.146527	0.0144037	0.293053
ST20-AS1	down	2	1.0	-0.146515	0.0966621	0.29303
MRAP	up	2	1.0	0.146497	0.00060305	0.292994
C12orf43	up	2	1.0	0.146481	0.0234162	0.292963
HMCES	up	2	1.0	0.14647	0.0100559	0.29294
LOC151760	down	2	1.0	-0.146431	0.0151788	0.292863
TMEM126A	down	2	1.0	-0.146394	0.0289655	0.292788
LINC00482	down	2	1.0	-0.146297	0.0374484	0.292595
NHLRC3	down	2	1.0	-0.146286	0.0756786	0.292572
ACP2	up	2	1.0	0.146274	0.0143764	0.292548
AARS2	down	2	1.0	-0.146266	0.113713	0.292531
PFDN5	up	2	1.0	0.146255	0.0152205	0.29251
DEFB126	down	2	1.0	-0.146252	0.0335843	0.292504
HKR1	down	2	1.0	-0.14625	0.0335165	0.2925
CXorf57	down	2	1.0	-0.146076	0.0406092	0.292152
NKD1	down	2	1.0	-0.146067	0.000756846	0.292135
NUMBL	up	2	1.0	0.146035	0.0203791	0.292071
FAM182B	down	2	1.0	-0.146027	0.0091268	0.292054
ANKRD10	up	2	1.0	0.146026	0.0112541	0.292052
EPHA8	down	2	1.0	-0.146002	0.0377505	0.292004
CFL1	down	2	1.0	-0.145985	0.00547938	0.291971
FAM9A	down	2	1.0	-0.145978	0.000614827	0.291955
EXOSC8	up	2	1.0	0.145963	0.0930471	0.291926
PRM3	down	2	1.0	-0.145951	0.0612242	0.291902
TAS2R38	down	2	1.0	-0.145943	0.0704097	0.291886
SMARCD1	up	2	1.0	0.145934	0.120732	0.291869
ZNF542P	up	2	1.0	0.14593	0.0129304	0.291859
LINC01260	up	2	1.0	0.145913	0.00491064	0.291826
CLIC3	up	2	1.0	0.145898	0.00267194	0.291796
OPRPN	down	2	1.0	-0.145864	0.00701092	0.291728
VPS33B	down	2	1.0	-0.145844	0.00878871	0.291689
LINC01547	down	2	1.0	-0.145843	0.0248958	0.291686
FRMD5	up	2	1.0	0.145822	0.055334	0.291644
FOXR1	down	2	1.0	-0.145694	0.0155025	0.291388
TCP11	down	2	1.0	-0.145638	0.000603093	0.291276
OR6W1P	down	2	1.0	-0.145623	0.00262721	0.291246
FOXN1	down	2	1.0	-0.14557	0.0663807	0.29114
GRM5	down	2	1.0	-0.145546	0.00031134	0.291093
TMEM5	down	2	1.0	-0.145517	0.160333	0.291035
SIVA1	up	2	1.0	0.1455	0.0693361	0.291001
DMRTB1	down	2	1.0	-0.145475	0.023045	0.290949
SPATA31C2	down	2	1.0	-0.14542	0.00912553	0.290841
RNF208	down	2	1.0	-0.145408	0.00151236	0.290817
IL12B	up	2	1.0	0.145388	0.00527581	0.290777
PRKCA	down	2	1.0	-0.145372	0.0556463	0.290744
QDPR	down	2	1.0	-0.145281	0.0324579	0.290563
ZNF142	up	2	1.0	0.145273	0.036316	0.290546
MGC10814	down	2	1.0	-0.145269	0.00470237	0.290538
DBF4	up	2	1.0	0.145261	0.0462608	0.290522
ACTR6	down	2	1.0	-0.145253	0.0326866	0.290506
SNCB	down	2	1.0	-0.145241	0.00168462	0.290482
CDX4	down	2	1.0	-0.145209	0.00323282	0.290418
CUL4A	down	2	1.0	-0.145142	0.0038801	0.290283
TEKT5	down	2	1.0	-0.145131	0.0196325	0.290262
CDCA8	up	2	1.0	0.145078	0.00648107	0.290156
SPOCD1	up	2	1.0	0.145021	0.00200945	0.290043
SMURF1	up	2	1.0	0.144994	0.0667131	0.289987
YWHAB	down	2	1.0	-0.144954	0.0017757	0.289907
PITPNM1	up	2	1.0	0.14495	0.0504074	0.2899
PTPMT1	up	2	1.0	0.144881	0.16901	0.289761
KPNA6	up	2	1.0	0.14488	0.0790303	0.28976
PPP1R37	down	2	1.0	-0.144873	9.40807e-06	0.289746
PEAK1	down	2	1.0	-0.144861	0.0446447	0.289722
TTTY8B	down	2	1.0	-0.144833	4.98999e-05	0.289666
H1FNT	down	2	1.0	-0.144821	0.0151876	0.289642
WRAP73	up	2	1.0	0.14471	0.0871998	0.289421
RGSL1	down	2	1.0	-0.144675	0.031321	0.289349
ZNF93	down	2	1.0	-0.144652	0.0351348	0.289304
USP40	up	2	1.0	0.144626	0.214611	0.289252
LYPLA1	down	2	1.0	-0.144566	0.0271932	0.289132
WEE2-AS1	down	2	1.0	-0.144551	0.0735114	0.289102
ZNF384	down	2	1.0	-0.144527	0.00129374	0.289054
TMEM39B	up	2	1.0	0.144513	0.0466268	0.289026
JKAMP	up	2	1.0	0.144483	0.0865191	0.288965
ARRDC1-AS1	down	2	1.0	-0.144477	0.000707176	0.288953
TCTE3	down	2	1.0	-0.144464	0.069645	0.288928
TTTY11	down	2	1.0	-0.144462	0.00932441	0.288924
LRRC37A5P	down	2	1.0	-0.144433	0.00122784	0.288866
GPS2	down	2	1.0	-0.144418	0.0284397	0.288835
TUBGCP2	down	2	1.0	-0.144379	0.0241472	0.288759
MMP27	down	2	1.0	-0.144353	0.0117363	0.288706
SPTBN4	down	2	1.0	-0.144291	0.00497197	0.288583
RASL10A	down	2	1.0	-0.144164	0.0396332	0.288329
HTR1F	down	2	1.0	-0.144123	0.0517034	0.288246
MAP2K2	down	2	1.0	-0.144117	0.0693045	0.288234
ZNF713	down	2	1.0	-0.144113	0.014348	0.288227
CTXN3	down	2	1.0	-0.144103	0.00277055	0.288207
MAPK8	down	2	1.0	-0.144056	0.0859306	0.288112
IL17F	up	2	1.0	0.144051	0.00522162	0.288103
NR1H3	down	2	1.0	-0.144051	0.231786	0.288102
MYH8	down	2	1.0	-0.143973	0.00159888	0.287946
CCDC87	down	2	1.0	-0.14397	0.000390952	0.287941
TSHB	down	2	1.0	-0.143967	0.0377721	0.287934
CTNNA2	down	2	1.0	-0.14389	0.00942744	0.28778
KCNIP3	down	2	1.0	-0.143869	0.00394026	0.287738
C12orf54	down	2	1.0	-0.143846	0.0118466	0.287691
PTCHD4	down	2	1.0	-0.143837	0.0621718	0.287673
ABCC12	down	2	1.0	-0.143822	0.00080592	0.287643
HECW1	down	2	1.0	-0.143773	0.00535089	0.287545
HTT	down	2	1.0	-0.143716	0.261285	0.287432
TMEM74	down	2	1.0	-0.143677	0.257861	0.287354
POMGNT1	down	2	1.0	-0.14367	0.00152056	0.287339
BAG5	down	2	1.0	-0.14364	0.192853	0.28728
SLC39A1	up	2	1.0	0.143622	0.0236575	0.287245
BRMS1L	up	2	1.0	0.1436	0.000473274	0.287199
LYZL4	down	2	1.0	-0.143587	0.0273692	0.287174
HS1BP3	down	2	1.0	-0.143576	0.0913935	0.287152
ACACA	up	2	1.0	0.143558	0.151575	0.287117
EP300	up	2	1.0	0.143508	0.0257192	0.287015
GPATCH2	up	2	1.0	0.14348	0.0494661	0.286959
LOC400940	down	2	1.0	-0.143455	0.011264	0.28691
CCDC96	down	2	1.0	-0.143448	0.0263376	0.286895
RBMY1J	down	2	1.0	-0.143436	0.0957166	0.286873
PTBP3	down	2	1.0	-0.14342	0.00278826	0.28684
TNFRSF8	up	2	1.0	0.143397	0.0143909	0.286795
OXA1L	down	2	1.0	-0.143365	0.0010973	0.28673
HTR1E	down	2	1.0	-0.143335	0.021976	0.28667
TDRKH	up	2	1.0	0.14333	0.022522	0.286659
GTF2A1	up	2	1.0	0.143254	0.146127	0.286508
ZNF436-AS1	down	2	1.0	-0.143249	0.0879574	0.286499
CSAD	down	2	1.0	-0.143209	0.0199395	0.286418
MRPL52	up	2	1.0	0.143205	0.0127024	0.286409
RMDN3	down	2	1.0	-0.143194	0.00139854	0.286388
CSPP1	down	2	1.0	-0.143177	0.12907	0.286354
REXO1	down	2	1.0	-0.143143	0.0076039	0.286285
HN1	down	2	1.0	-0.143124	0.00243563	0.286247
TMIGD2	down	2	1.0	-0.143096	0.0404549	0.286192
ANP32D	down	2	1.0	-0.143068	9.19895e-06	0.286136
SPHKAP	down	2	1.0	-0.143015	0.0251037	0.28603
WIF1	down	2	1.0	-0.143004	0.00669275	0.286008
MAU2	down	2	1.0	-0.143001	0.00139518	0.286002
EID2B	up	2	1.0	0.142994	0.00973614	0.285988
FAM71F2	up	2	1.0	0.142984	0.00143743	0.285969
P2RX2	down	2	1.0	-0.142982	0.00585352	0.285963
MOS	down	2	1.0	-0.142968	0.132071	0.285936
PRDM11	down	2	1.0	-0.142904	0.00642331	0.285808
TP53AIP1	down	2	1.0	-0.142904	0.0280836	0.285807
HSD17B1	down	2	1.0	-0.142849	0.0218558	0.285699
UBXN11	up	2	1.0	0.142794	0.00184621	0.285589
GUCA1B	down	2	1.0	-0.142766	0.0392192	0.285532
DRC3	up	2	1.0	0.142752	0.0124887	0.285504
FAM27B	up	2	1.0	0.142752	0.103538	0.285503
TSSC1	up	2	1.0	0.142717	0.00064448	0.285433
HACD1	down	2	1.0	-0.142713	0.0337566	0.285425
KCNN1	down	2	1.0	-0.142701	0.00546184	0.285403
ZNF330	down	2	1.0	-0.142613	0.0649849	0.285226
YIPF2	up	2	1.0	0.14261	0.0469828	0.285219
C5orf17	down	2	1.0	-0.142606	0.167422	0.285213
PSPN	down	2	1.0	-0.142586	0.00541461	0.285173
GCHFR	down	2	1.0	-0.142582	0.197091	0.285164
BHMT2	up	2	1.0	0.142577	0.0124403	0.285154
DMRTC1B	down	2	1.0	-0.142537	0.0202787	0.285074
SRPK2	up	2	1.0	0.142519	0.00884173	0.285038
MDH1B	down	2	1.0	-0.142518	0.0634659	0.285036
ADRA2B	down	2	1.0	-0.142492	0.00148841	0.284984
FBXO17	up	2	1.0	0.142463	0.042977	0.284926
RFX4	down	2	1.0	-0.142454	0.016844	0.284908
SPACA6	up	2	1.0	0.142354	0.0385947	0.284708
MAT1A	down	2	1.0	-0.142294	0.0773476	0.284589
LINGO3	down	2	1.0	-0.142153	0.00681757	0.284305
AADAT	down	2	1.0	-0.142132	0.0627714	0.284265
GARNL3	down	2	1.0	-0.142112	0.0205229	0.284224
BLCAP	down	2	1.0	-0.142104	0.0915092	0.284208
SLC7A4	down	2	1.0	-0.142072	0.0362616	0.284144
ST8SIA5	down	2	1.0	-0.142047	0.0156785	0.284095
NALCN	down	2	1.0	-0.142035	0.0165233	0.284071
MAGEC2	down	2	1.0	-0.142032	0.0580536	0.284064
FIP1L1	down	2	1.0	-0.142018	0.02458	0.284035
RAMP1	up	2	1.0	0.141997	0.118185	0.283993
MBLAC1	down	2	1.0	-0.141969	0.0587885	0.283938
LACC1	down	2	1.0	-0.141954	0.335932	0.283907
TUBE1	down	2	1.0	-0.141908	0.0260308	0.283816
KRBA2	down	2	1.0	-0.141904	0.0220762	0.283807
SH3GL3	down	2	1.0	-0.141898	0.00642574	0.283797
SLC48A1	up	2	1.0	0.141877	0.000497457	0.283753
AP1S1	down	2	1.0	-0.141846	0.146275	0.283693
SP2	down	2	1.0	-0.141836	0.0381476	0.283672
SFXN2	up	2	1.0	0.141832	0.121204	0.283664
ACPT	down	2	1.0	-0.141804	0.0255645	0.283608
KCNK16	down	2	1.0	-0.141787	0.00333904	0.283574
LRFN2	down	2	1.0	-0.14178	0.0247432	0.283559
DISP3	down	2	1.0	-0.14178	0.0298695	0.283559
S1PR5	down	2	1.0	-0.141772	0.00494088	0.283544
CCT6A	up	2	1.0	0.141731	0.0297385	0.283462
CDK9	up	2	1.0	0.141671	0.0132353	0.283343
ESRRB	down	2	1.0	-0.141625	0.0075929	0.28325
FLYWCH2	down	2	1.0	-0.141603	0.00381228	0.283205
DPCR1	down	2	1.0	-0.14159	0.0793199	0.28318
TSSK3	down	2	1.0	-0.141586	0.04203	0.283171
NELFE	down	2	1.0	-0.141568	0.000933419	0.283136
RSPO2	down	2	1.0	-0.141563	0.0268871	0.283126
ZNF100	down	2	1.0	-0.14155	0.100186	0.283101
FLJ37035	down	2	1.0	-0.141548	0.0136586	0.283097
APAF1	up	2	1.0	0.141519	0.0345049	0.283038
ZNF628	down	2	1.0	-0.141454	0.0202765	0.282907
PRSS30P	down	2	1.0	-0.141428	0.084746	0.282857
FZD9	down	2	1.0	-0.141406	0.0200312	0.282812
PUS1	up	2	1.0	0.141373	0.0579085	0.282747
LINC00313	down	2	1.0	-0.141356	0.0345202	0.282713
IL7	up	2	1.0	0.141337	0.167623	0.282673
FAM181B	down	2	1.0	-0.14127	0.00792112	0.28254
TMEM257	down	2	1.0	-0.141267	0.0798941	0.282535
R3HDML	down	2	1.0	-0.141254	0.0218344	0.282507
GBX1	down	2	1.0	-0.141083	0.000100884	0.282165
TRIO	down	2	1.0	-0.141068	0.0212381	0.282136
ZNF264	down	2	1.0	-0.140959	0.000808947	0.281918
LAS1L	up	2	1.0	0.140958	0.0986751	0.281916
BAG4	down	2	1.0	-0.140896	0.129932	0.281793
LIPF	down	2	1.0	-0.14086	0.000906238	0.28172
PHKG2	down	2	1.0	-0.140817	0.0041089	0.281634
JPH4	down	2	1.0	-0.140794	0.133934	0.281587
RSL1D1	up	2	1.0	0.140777	0.267302	0.281554
ADO	up	2	1.0	0.140774	0.101575	0.281549
LCN1	down	2	1.0	-0.140773	0.023966	0.281547
PNMT	down	2	1.0	-0.140705	0.0194403	0.281409
C5orf64	down	2	1.0	-0.140696	6.87835e-06	0.281392
ANGPTL7	down	2	1.0	-0.140644	0.00692304	0.281287
CILP2	down	2	1.0	-0.140639	0.00276994	0.281278
C17orf64	down	2	1.0	-0.14062	0.0110733	0.28124
DNTT	down	2	1.0	-0.140607	0.0282058	0.281213
ELP4	down	2	1.0	-0.140595	0.252152	0.281189
CACNA1S	down	2	1.0	-0.140593	0.00741833	0.281187
SNRPD1	up	2	1.0	0.140567	0.063158	0.281134
RAB10	down	2	1.0	-0.140531	0.0487619	0.281061
KCTD17	down	2	1.0	-0.140509	0.0253206	0.281018
ALOX12B	down	2	1.0	-0.140485	0.00982078	0.280969
JAGN1	down	2	1.0	-0.140456	0.0757845	0.280913
MAPK8IP2	down	2	1.0	-0.140435	0.0104639	0.280871
HEATR6	up	2	1.0	0.140387	0.00605181	0.280774
HNRNPF	up	2	1.0	0.140333	0.00024745	0.280666
VHL	down	2	1.0	-0.140331	0.0276772	0.280663
FAIM	up	2	1.0	0.14027	0.0821217	0.280541
KCNQ4	down	2	1.0	-0.140264	0.0724528	0.280528
C22orf39	down	2	1.0	-0.14026	0.0783292	0.28052
BTRC	down	2	1.0	-0.140251	0.00235873	0.280503
UPP1	up	2	1.0	0.140234	0.345834	0.280468
CCT4	up	2	1.0	0.140226	0.0405878	0.280451
STARD13	down	2	1.0	-0.140207	0.0162691	0.280413
CCR9	down	2	1.0	-0.140178	0.0398385	0.280355
QRFPR	down	2	1.0	-0.140171	0.0330733	0.280343
ZBTB2	up	2	1.0	0.140145	0.00360429	0.28029
TEKT3	down	2	1.0	-0.140117	0.00490863	0.280234
EDDM3A	down	2	1.0	-0.14011	0.000877542	0.28022
SLC17A1	down	2	1.0	-0.140062	0.0154624	0.280123
SERPINA7	down	2	1.0	-0.140006	0.0433888	0.280012
CIB3	down	2	1.0	-0.139992	0.00886261	0.279984
FBXL19	up	2	1.0	0.139985	0.0239911	0.279971
GTF3C1	up	2	1.0	0.139965	0.0335138	0.279931
HCAR1	down	2	1.0	-0.139964	0.0120644	0.279928
BBS12	down	2	1.0	-0.139921	0.266489	0.279841
UBE3A	down	2	1.0	-0.139917	0.0155952	0.279834
COIL	down	2	1.0	-0.13991	0.197987	0.279821
VEZT	up	2	1.0	0.139908	0.0919082	0.279816
IFNA2	down	2	1.0	-0.139884	0.00497715	0.279769
MEIOB	down	2	1.0	-0.139872	7.61294e-05	0.279745
DAOA	down	2	1.0	-0.139832	0.00542655	0.279665
PSMD10	down	2	1.0	-0.139817	0.0479702	0.279633
DGKZ	up	2	1.0	0.139795	0.000852213	0.27959
IFT27	up	2	1.0	0.139771	0.0487631	0.279542
CAPZB	up	2	1.0	0.139769	0.124176	0.279538
TMEM241	up	2	1.0	0.139754	0.0197494	0.279508
MED17	up	2	1.0	0.139744	0.0836327	0.279487
OSBPL5	down	2	1.0	-0.139718	0.0216221	0.279437
ZNF691	up	2	1.0	0.139711	0.00982847	0.279423
IKBKB	up	2	1.0	0.1397	0.096311	0.279401
