ingredient_id	ingredient_name	alias	evidence_count	reference_count	clinical_trial_count	meta_analysis_count	matched_terms	pubchem_id	inchikey	canonical_smiles	cas_id	drugbank_id	identifier_status	top_evidence_titles
HBIN015074	Albiflorin	39011-90-0; Alibiflorin; CHEBI:132793; [(1R,3R,4R,6S,9S)-4-hydroxy-6-methyl-8-oxo-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-oxatricyclo[4.3.0.03,9]nonan-9-yl]methyl benzoate; [(1R,3R,4R,6S,9S)-1-(beta-D-glucopyranosyloxy)-4-hydroxy-6-methyl-8-oxo-7-oxatricyclo[4.3.0.0(3,9)]nonan-9-yl]methyl benzoate; [(1R,3R,4R,6S,9S)-4-HYDROXY-6-METHYL-8-OXO-1-{[(2S,3R,4S,5S,6R)-3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]OXY}-7-OXATRICYCLO[4.3.0.0(3),?]NONAN-9-YL]METHYL BENZOATE; ((1R,3R,4R,6S,9S)-1-(beta-D-glucopyranosyloxy)-4-hydroxy-6-methyl-8-oxo-7-oxatricyclo(4.3.0.0(3,9))nonan-9-yl)methyl benzoate; ((1R,3R,4R,6S,9S)-4-hydroxy-6-methyl-8-oxo-1-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy-7-oxatricyclo(4.3.0.03,9)nonan-9-yl)methyl benzoate; ((1S,3S,4R,6R,9R)-4-Hydroxy-6-methyl-8-oxo-1-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-7-oxatricyclo(4.3.0.0,)nonan-9-yl)methyl benzoic acid	1	1	0	0	enteritis	24868421	QQUHMASGPODSIW-ICECTASOSA-N	CC12CC(C3CC1(C3(C(=O)O2)COC(=O)C4=CC=CC=C4)OC5C(C(C(C(O5)CO)O)O)O)O	39011-90-0	NA	pubchem_and_inchikey	Albiflorin ameliorates inflammation and oxidative stress by regulating the NF-κB/NLRP3 pathway in Methotrexate-induced enteritis
HBIN015866	Ammidin	IMPERATORIN; 482-44-0; Marmelosin; Pentosalen; 8-Isoamylenoxypsoralen; 8-Isopentenyloxypsoralene; Marmelide; NSC 402949; 9-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one	1	1	0	0	colitis;inflammatory bowel disease	10212	OLOOJGVNMBJLLR-UHFFFAOYSA-N	CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C	482-44-0	NA	pubchem_and_inchikey	Activating the pregnane X receptor by imperatorin attenuates dextran sulphate sodium-induced colitis in mice
HBIN015902	Ampeloptin	Dihydromyricetin; Ampelopsin; 27200-12-0; (+)-Dihydromyricetin; (+)-Ampelopsin; (2r,3r)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-4-one; Telocapil; Myriceline spe; (2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-2,3-dihydrochromen-4-one	1	1	0	0	colitis	161557	KJXSIXMJHKAJOD-LSDHHAIUSA-N	C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O	NA	DB15645	pubchem_and_inchikey	Dihydromyricetin improves DSS-induced colitis in mice via modulation of fecal-bacteria-related bile acid metabolism
HBIN016019	Andrographolide	5508-58-7; CHEBI:65408; HMPL004; UNII-410105JHGR; DTXSID3045980; 410105JHGR; EINECS 226-852-5; (S,E)-4-Hydroxy-3-(2-((1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylenedecahydronaphthalen-1-yl)ethylidene)dihydrofuran-2(3H)-one; NSC 383468	1	1	0	0	colitis	5318517	BOJKULTULYSRAS-OTESTREVSA-N	CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O	5508-58-7	DB05767	pubchem_and_inchikey	Protective effect of Andrographolide on 5-Fu induced intestinal mucositis by regulating p38 MAPK signaling pathway
HBIN016074	Anemoside b	Pulchinenoside C; 135247-95-9; Anemoside B4; 129741-57-7; Pulchinenoside B4; Lup-20(29)-en-28-oic acid, 3-[[2-O-(6-deoxy-alpha-L-mannopyranosyl)-alpha-L-arabinopyranosyl]oxy]-23-hydroxy-, O-6-deoxy-alpha-L-mannopyranosyl-(1-->4)-O-beta-D-glucopyranosyl-(1-->6)-beta-D-glucopyranosyl ester, (3beta,4alpha)-; CHEMBL450226; HY-N0205; AKOS037514547	1	1	0	0	colitis;ulcerative colitis	11636713	OUHBKBTZUPLIIA-OTEDBJMHSA-N	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)O)OC1C(C(C(C(O1)C)O)O)O)C)C(=C)C)O)O)O)CO)O)O)O	129741-57-7	NA	pubchem_and_inchikey	Anemoside B4 ameliorates TNBS-induced colitis through S100A9/MAPK/NF-κB signaling pathway
HBIN016275	Anthocyanin	Flavylium; Enocyanin; 2-phenylchromenylium; 11029-12-2; Anthocyanins, grape; Anthocyanidin; Anthocyanidins; Enocianina; Oenocyanin; Flavylium ion	1	0	0	1	inflammatory bowel disease	145858	NWKFECICNXDNOQ-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2	11029-12-2	NA	pubchem_and_inchikey	Effects of anthocyanin on parameters of intestinal health: a systematic review
HBIN016387	Antithrombin	NA	1	0	0	1	colitis	NA	NA	NA	NA	NA	missing_core_chemical_id	Antithrombin for the prevention of intraventricular hemorrhage in very preterm infants [Cochrane Protocol]
HBIN016600	Arbutin	497-76-7; Arbutoside; Ursin; Uvasol; beta-Arbutin; p-Arbutin; 4-Hydroxyphenyl beta-D-glucopyranoside; p-Hydroxyphenyl beta-D-glucoside; Arbutine	1	1	0	0	colitis;inflammatory bowel disease	440936	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O	497-76-7	DB11217	pubchem_and_inchikey	Arbutin Ameliorates Murine Colitis by Inhibiting JAK2 Signaling Pathway
HBIN016609	Arctigenin	(-)-Arctigenin; 7770-78-7; (+/-)-Arctigenin; Arctigenin, (+/-)-; UNII-U76MR9VS6M; U76MR9VS6M; Arctigenin, trans-((+/-)-; C21H24O6; (3R,4R)-4-(3,4-dimethoxybenzyl)-3-(4-hydroxy-3-methoxybenzyl)dihydrofuran-2(3H)-one	1	1	0	0	colitis	64981	NQWVSMVXKMHKTF-JKSUJKDBSA-N	COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC	7770-78-7	NA	pubchem_and_inchikey	Arctigenin disrupts NLRP3 inflammasome assembly in colonic macrophages via downregulating fatty acid oxidation to prevent colitis-associated cancer
HBIN017178	Astaxanthin	472-61-7; Ovoester; Astaxanthine; 3,3'-Dihydroxy-beta,beta-carotene-4,4'-dione; all-trans-Astaxanthin; BioAstin; (3S,3'S)-Astaxanthin; AstaREAL; Natupink	1	1	0	0	colitis;ulcerative colitis	5281224	MQZIGYBFDRPAKN-UWFIBFSHSA-N	CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C	NA	DB06543	pubchem_and_inchikey	A smart cauliflower-like carrier for astaxanthin delivery to relieve colon inflammation
HBIN017212	Astragalin	480-10-4; Astragaline; Kaempferol 3-O-glucoside; kaempferol-3-glucoside; Kaempferol 3-glucoside; Kaempferol-3-O-glucoside; 3-Glucosylkaempferol; asragalin; Kaempferol-3-beta-monoglucoside	1	1	0	0	colitis;ulcerative colitis	5282102	JPUKWEQWGBDDQB-QSOFNFLRSA-N	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	480-10-4	NA	pubchem_and_inchikey	Astragalin Attenuates Dextran Sulfate Sodium (DSS)-Induced Acute Experimental Colitis by Alleviating Gut Microbiota Dysbiosis and Inhibiting NF-κB Activation in Mice
HBIN017508	Baicalein	491-67-8; 5,6,7-Trihydroxyflavone; Noroxylin; 5,6,7-trihydroxy-2-phenyl-4H-chromen-4-one; Biacalein; BaiKalein; 5,6,7-trihydroxy-2-phenylchromen-4-one; MFCD00017459; NSC 661431	1	1	0	0	colitis;ulcerative colitis	5281605	FXNFHKRTJBSTCS-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O	491-67-8	NA	pubchem_and_inchikey	Baicalein ameliorates ulcerative colitis by improving intestinal epithelial barrier via AhR/IL-22 pathway in ILC3s
HBIN017927	Berlambine	Oxyberberine; 549-21-3; 8-Oxyberberine; Oxyberberin; Ketoberberine; JKL 1073A; JKL-1073A; 8-BERBINONE, 13,13a-DIDEHYDRO-9,10-DIMETHOXY-2,3-(METHYLENEDIOXY)-; NSC93138	1	1	0	0	colitis	11066	ZHYQCBCBTQWPLC-UHFFFAOYSA-N	COC1=C(C2=C(C=C1)C=C3C4=CC5=C(C=C4CCN3C2=O)OCO5)OC	549-21-3	NA	pubchem_and_inchikey	Oxyberberine, a novel gut microbiota-mediated metabolite of berberine, possesses superior anti-colitis effect: Impact on intestinal epithelial barrier, gut microbiota profile and TLR4-MyD88-NF-κB pathway
HBIN018129	Beta-glucan	9041-22-9; beta-D-Glucan; beta-Glucans; beta-Glucosylglucan; Epiglucan; CCRIS 8998; (2S,3R,4S,5S,6R)-2-[(2R,4R,5R,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol; UNII-44FQ49X6UN; 44FQ49X6UN	1	0	0	1	colitis	439262	FYGDTMLNYKFZSV-URKRLVJHSA-N	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O	9051-97-2	NA	pubchem_and_inchikey	The effect of β-glucan on Colitis: A systematic review and meta-analysis of animal studies
HBIN018208	Betanin	Betanine; Phytolaccanin; 5YJC992ZP6; BETANIN [MI]; INS-162BETANIN; E-162BETANIN; (15S)-BETANIN; INS NO.162BETANIN; UNII-5YJC992ZP6; Betanidin 5-beta-D-glucopyranoside	1	1	0	0	colitis;inflammatory bowel disease	6540685	CTMLKIKAUFEMLE-FTNGGYTGSA-N	C1C(N=C(C=C1C=CN2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O	7659-95-2	NA	pubchem_and_inchikey	Stimulation of autophagy prevents intestinal mucosal inflammation and ameliorates murine colitis
HBIN018507	Bile acid	Bile salt; CHEBI:22868; Gallensaeure; Gallensaeuren; 5beta-bile acid; 5beta-bile acids; Acid, Bile; CHEBI:3098; CHEBI:138366	1	0	0	1	inflammatory bowel disease	439520	BHQCQFFYRZLCQQ-UMZBRFQRSA-N	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	NA	NA	pubchem_and_inchikey	Bile acid sequestrants in inflammatory bowel disease
HBIN018620	Bisdemethoxycurcumin	33171-05-0; 24939-16-0; Curcumin III; Didemethoxycurcumin; (1E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione; Bis(4-hydroxycinnamoyl)methane; Bis-demethoxycurcumin; Bisdemethoxycucurmin; bisdesmethoxycurcumin	1	1	0	0	colitis	5315472	PREBVFJICNPEKM-YDWXAUTNSA-N	C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O	24939-16-0; 91884-88-7	NA	pubchem_and_inchikey	Bisdemethoxycurcumin Alleviates Dextran Sodium Sulfate-Induced Colitis via Inhibiting NLRP3 Inflammasome Activation and Modulating the Gut Microbiota in Mice
HBIN018632	Bismuth	7440-69-9; Bi; bismuth atom; Bismuth, elemental;; Bismuth - Bi @ 1000 microg/g in Hydrocarbon Oil; Bismuth AA Standard: Bi @ 1000 microg/mL in 5% HNO3; bismuto; Bismuth Internal Standard: Bi @ 0.793 g/L in Mineral Oil; Bismuth Standard: Bi @ 1000 microg/mL in 5% HNO3	1	0	0	1	colitis	5359367	JCXGWMGPZLAOME-UHFFFAOYSA-N	[Bi]	NA	NA	pubchem_and_inchikey	Clinical response of biologics, immunomodulators and bismuth subsalicylate in microscopic colitis: a systematic review and meta-analysis
HBIN018634	Bismuth subsalicylate	14882-18-9; Bismuth oxysalicylate; Bismuth oxide salicylate; Wismutsubsalicylat; 4H-1,3,2-Benzodioxabismin-4-one, 2-hydroxy-; Basic bismuth salicylate; Bismuthi subsalicylas; Bismuth(III) subsalicylate; Bismutum subsalicylicum	1	0	0	1	colitis	16682734	QBWLKDFBINPHFT-UHFFFAOYSA-L	C1=CC=C2C(=C1)C(=O)O[Bi]O2.O	NA	DB01294	pubchem_and_inchikey	Clinical response of biologics, immunomodulators and bismuth subsalicylate in microscopic colitis: a systematic review and meta-analysis
HBIN019458	Cambogin	Isogarcinol; 71117-97-0; (1S,3S,9R,11R)-7-(3,4-dihydroxybenzoyl)-4,4,10,10-tetramethyl-3,9,11-tris(3-methylbut-2-enyl)-5-oxatricyclo[7.3.1.01,6]tridec-6-ene-8,13-dione; (3S,4aS,6R,8R)-2,2,7,7-Tetramethyl-3,6,8-tris(3-methyl-2-butenyl)-10-(3,4-dihydroxybenzoyl)-3,4,6,7-tetrahydro-5H-4a,8-methano-2H-cycloocta[b]pyran-9,11(8H)-dione; CHEMBL458934; SCHEMBL14865599; KXTNVBQRLRYVCO-LPSZMIQCSA-N; DTXSID801318189; BDBM50377962	1	1	0	0	colitis;inflammatory bowel disease	11135781	KXTNVBQRLRYVCO-LPSZMIQCSA-N	CC(=CCC1CC23CC(C(OC2=C(C(=O)C(C3=O)(C1(C)C)CC=C(C)C)C(=O)C4=CC(=C(C=C4)O)O)(C)C)CC=C(C)C)C	NA	NA	pubchem_and_inchikey	Cambogin suppresses dextran sulphate sodium-induced colitis by enhancing Treg cell stability and function
HBIN019495	Campherol	kaempferol; 520-18-3; Kaempherol; Robigenin; Populnetin; Rhamnolutein; Trifolitin; Kempferol; Swartziol; 3,4',5,7-Tetrahydroxyflavone	1	1	0	0	colitis;ulcerative colitis	5280863	IYRMWMYZSQPJKC-UHFFFAOYSA-N	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	NA	NA	pubchem_and_inchikey	Kaempferol Alleviates Murine Experimental Colitis by Restoring Gut Microbiota and Inhibiting the LPS-TLR4-NF-κB Axis
HBIN019550	Cannabichromene	20675-51-8; Cannabichrome; Cannanbichromene; Pentylcannabichromene; Cannabinochromene; (+/-)-Cannabichromene; 2-methyl-2-(4-methylpent-3-enyl)-7-pentylchromen-5-ol; CHEBI:3357; CHEMBL422704	1	1	0	0	colitis	30219	UVOLYTDXHDXWJU-UHFFFAOYSA-N	CCCCCC1=CC(=C2C=CC(OC2=C1)(C)CCC=C(C)C)O	NA	NA	pubchem_and_inchikey	The cannabinoid TRPA1 agonist cannabichromene inhibits nitric oxide production in macrophages and ameliorates murine colitis
HBIN019759	Carnosol	5957-80-2; Picrosalvin; UNII-483O455CKD; CCRIS 7122; HSDB 7680; 483O455CKD; CARNOSOL [HSDB]; CARNOSOL [MI]; MFCD02752467	1	1	0	0	inflammatory bowel disease	442009	XUSYGBPHQBWGAD-PJSUUKDQSA-N	CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O	5957-80-2	NA	pubchem_and_inchikey	Differential activation of pregnane X receptor by carnosic acid, carnosol, ursolic acid, and rosmarinic acid
HBIN019909	Catalpol	2415-24-9; Catalpinoside; Catapol; De(p-hydroxybenzoyl)catalposide; Catalposide, des-p-hydroxybenzoyl-; EINECS 219-324-0; UNII-JCX5L7JIC2; JCX5L7JIC2; CHEMBL513223	1	1	0	0	colitis;inflammatory bowel disease	91520	LHDWRKICQLTVDL-PZYDOOQISA-N	C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O	2415-24-9	NA	pubchem_and_inchikey	Activation of sirtuin 1 by catalpol-induced down-regulation of microRNA-132 attenuates endoplasmic reticulum stress in colitis
HBIN020141	Cerebroside	sphingosine; D-erythro-Sphingosine; 123-78-4; D-Sphingosine; 4-Sphingenine; Sphing-4-enine; Sphingenine; 4-trans-Sphingenine; (4E)-Sphingenine; (2S,3R,4E)-2-Amino-4-octadecene-1,3-diol	1	0	0	1	colitis;crohn;inflammatory bowel disease;ulcerative colitis	5280335	WWUZIQQURGPMPG-KRWOKUGFSA-N	CCCCCCCCCCCCCC=CC(C(CO)N)O	NA	NA	pubchem_and_inchikey	Protocol for a systematic review without meta-analysis of the safety of sphingosine 1 phosphate modulators in inflammatory bowel disease and other immune-mediated diseases
HBIN020281	Chenodeoxycholic acid	Chenodiol; 474-25-9; Chenix; Chenic acid; Chenodesoxycholic acid; Cdca; Chenodeoxycholate; Gallodesoxycholic acid; Chendol	1	1	0	0	crohn	10133	RUDATBOHQWOJDD-BSWAIDMHSA-N	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	NA	NA	pubchem_and_inchikey	Inhibition of CFTR-mediated intestinal chloride secretion as potential therapy for bile acid diarrhea
HBIN021403	Convallatoxin	508-75-8; Corglycone; Convallotoxin; Convallaton; Korglykon; Convallaotoxin; Corglycon; Corglykon; Convallatoxoside	1	1	0	0	colitis	441852	HULMNSIAKWANQO-JQKSAQOKSA-N	CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O	508-75-8	NA	pubchem_and_inchikey	Convallatoxin inhibits IL-1β production by suppressing zinc finger protein 91 (ZFP91)-mediated pro-IL-1β ubiquitination and caspase-8 inflammasome activity
HBIN021561	Corylin	53947-92-5; 3-(2,2-dimethylchromen-6-yl)-7-hydroxychromen-4-one; MFCD20260784; SCHEMBL1096083; CHEMBL1271888; CHEBI:229928; DTXSID601156014; HY-N0236; BDBM50349976	1	1	0	0	colitis;inflammatory bowel disease	5316097	PWAACAMQKVIVPZ-UHFFFAOYSA-N	CC1(C=CC2=C(O1)C=CC(=C2)C3=COC4=C(C3=O)C=CC(=C4)O)C	53947-92-5	NA	pubchem_and_inchikey	Modulation of Gut Microbiota Combined with Upregulation of Intestinal Tight Junction Explains Anti-Inflammatory Effect of Corylin on Colitis-Associated Cancer in Mice
HBIN021714	Crocin	Gardenia Yellow; Crocin I; 42553-65-1; 94238-00-3; Crocine; Crocin 1; alpha-Crocin; crocin-1; Saffron	1	1	0	0	colitis;ulcerative colitis	5281233	SEBIKDIMAPSUBY-RTJKDTQDSA-N	CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O	42553-65-1	NA	pubchem_and_inchikey	The Protection of Crocin Against Ulcerative Colitis and Colorectal Cancer via Suppression of NF-κB-Mediated Inflammation
HBIN021964	Curculigoside	85643-19-2; curculigoside A; A6S7X76UM5; [5-hydroxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 2,6-dimethoxybenzoate; beta-D-Glucopyranoside, 2-(((2,6-dimethoxybenzoyl)oxy)methyl)-4-hydroxyphenyl; beta-D-Glucopyranoside, 2-[[(2,6-dimethoxybenzoyl)oxy]methyl]-4-hydroxyphenyl; Curculigoside,(S); MFCD00800689; UNII-A6S7X76UM5	1	1	0	0	colitis;ulcerative colitis	158845	SJJRKHVKAXVFJQ-QKYBYQKWSA-N	COC1=C(C(=CC=C1)OC)C(=O)OCC2=C(C=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O	85643-19-2	NA	pubchem_and_inchikey	Curculigoside inhibits ferroptosis in ulcerative colitis through the induction of GPX4
HBIN022795	Daurisoline	70553-76-3; (1R)-1-[[3-[4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]phenoxy]-4-hydroxyphenyl]methyl]-6-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-7-ol; CHEMBL2216904; (R,R)-Daurisoline; O(sup 7)-Demethyldauricine; Daruisoline; D 610; (1R)-1-{[3-(4-{[(1R)-6,7-DIMETHOXY-2-METHYL-3,4-DIHYDRO-1H-ISOQUINOLIN-1-YL]METHYL}PHENOXY)-4-HYDROXYPHENYL]METHYL}-6-METHOXY-2-METHYL-3,4-DIHYDRO-1H-ISOQUINOLIN-7-OL; MFCD00221740	1	1	0	0	colitis;ulcerative colitis	51106	BURJAQFYNVMZDV-FIRIVFDPSA-N	CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC)OC	70553-76-3	NA	pubchem_and_inchikey	Daurisoline alleviated experimental colitis in vivo and in vitro: Involvement of NF-κB and Wnt/β-Catenin pathway
HBIN023203	Delta-d	Vitamin D3; cholecalciferol; 67-97-0; Colecalciferol; Calciol; Ricketon; Oleovitamin D3; Deparal; Arachitol; Delsterol	1	0	1	0	inflammatory bowel disease	5280795	QYSXJUFSXHHAJI-YRZJJWOYSA-N	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	67-97-0	NA	pubchem_and_inchikey	Cholecalciferol Comedication in IBD - the 5C-study
HBIN023356	Deoxycholic acid	83-44-3; Desoxycholic acid; deoxycholate; Cholerebic; Cholorebic; Choleic acid; Degalol; Deoxycholatic acid; Droxolan	1	1	0	0	colitis	222528	KXGVEGMKQFWNSR-LLQZFEROSA-N	CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	83-44-3	NA	pubchem_and_inchikey	Cholecystectomy promotes colon carcinogenesis by activating the Wnt signaling pathway by increasing the deoxycholic acid level
HBIN024134	Dioscin	19057-60-4; Collettiside III; Dioscine; CCRIS 4123; CHEBI:74023; UNII-3B95U4OLWV; 3B95U4OLWV; PARIS III; (+)-DIOSCIN	1	1	0	0	colitis;ulcerative colitis	119245	VNONINPVFQTJOC-ZGXDEBHDSA-N	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1	19057-60-4	NA	pubchem_and_inchikey	Dioscin ameliorates murine ulcerative colitis by regulating macrophage polarization
HBIN024184	Diosmetin	520-34-3; 5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one; Luteolin 4'-methyl ether; 4'-Methylluteolin; Salinigricoflavonol; Diosmetine; Pillon; 3',5,7-trihydroxy-4'-methoxyflavone; 5,7,3'-Trihydroxy-4'-methoxyflavone	1	1	0	0	colitis;inflammatory bowel disease	5281612	MBNGWHIJMBWFHU-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	520-34-3	NA	pubchem_and_inchikey	Diosmetin has therapeutic efficacy in colitis regulating gut microbiota, inflammation, and oxidative stress via the circ-Sirt1/Sirt1 axis
HBIN025026	Embelin	550-24-3; Embelic acid; 2,5-dihydroxy-3-undecylcyclohexa-2,5-diene-1,4-dione; Emberine; 2,5-Dihydroxy-3-undecyl-1,4-benzoquinone; 2,5-Dihydroxy-3-undecyl-p-benzoquinone; 2,5-Dihydroxy-3-undecyl-2,5-cyclohexadiene-1,4-dione; CHEBI:4778; Potassium embelate	1	1	0	0	colitis	3218	IRSFLDGTOHBADP-UHFFFAOYSA-N	CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O	550-24-3	NA	pubchem_and_inchikey	Embelin impairs the accumulation and activation of MDSCs in colitis-associated tumorigenesis
HBIN025796	Esculetin	305-01-1; 6,7-DIHYDROXYCOUMARIN; Aesculetin; 6,7-Dihydroxy-2H-chromen-2-one; Cichorigenin; Esculetol; Cichoriin aglucon; Esculatin; Esculin aglucon	1	1	0	0	colitis	5281416	ILEDWLMCKZNDJK-UHFFFAOYSA-N	C1=CC(=O)OC2=CC(=C(C=C21)O)O	305-01-1	NA	pubchem_and_inchikey	Aesculetin exhibited anti-inflammatory activities through inhibiting NF-кB and MAPKs pathway in vitro and in vivo
HBIN026006	Etoposide	VePesid; 33419-42-0; Toposar; trans-Etoposide; (-)-Etoposide; Lastet; Zuyeyidal; Etoposidum; Etoposido	1	0	0	1	proctitis	36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	NA	NA	pubchem_and_inchikey	Oral etoposide for treatment and/or maintenance treatment of recurrent epithelial ovarian cancer [Cochrane protocol]
HBIN026264	Evodiamine	518-17-2; (+)-Evodiamine; d-Evodiamine; Evodiamine, (+)-; CHEBI:4948; C01825BVNL; CHEMBL463165; (S)-14-methyl-8,13,13b,14-tetrahydroindolo[2',3':3,4]pyrido[2,1-b]quinazolin-5(7H)-one; (S)-14-methyl-7,8,13b,14-tetrahydroindolo[2',3':3,4]pyrido[2,1-b]quinazolin-5(13H)-one	1	1	0	0	colitis;inflammatory bowel disease	442088	TXDUTHBFYKGSAH-SFHVURJKSA-N	CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3	518-17-2	NA	pubchem_and_inchikey	Evodiamine Attenuates Experimental Colitis Injury Via Activating Autophagy and Inhibiting NLRP3 Inflammasome Assembly
HBIN026550	Flavone	525-82-6; 2-Phenyl-4H-chromen-4-one; 2-Phenylchromone; 2-Phenyl-4-chromone; Asmacoril; Chromocor; 2-phenylchromen-4-one; Cromaril; 2-Phenyl-4H-1-benzopyran-4-one	1	1	0	0	crohn;inflammatory bowel disease	10680	VHBFFQKBGNRLFZ-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2	525-82-6	NA	pubchem_and_inchikey	Total Flavone of Abelmoschus manihot Ameliorates TNBS-Induced Colonic Fibrosis by Regulating Th17/Treg Balance and Reducing Extracellular Matrix
HBIN027003	Galangin	548-83-4; Norizalpinin; 3,5,7-Trihydroxyflavone; 3,5,7-Trihydroxy-2-phenyl-4H-chromen-4-one; 3,5,7-triOH-Flavone; 4H-1-Benzopyran-4-one, 3,5,7-trihydroxy-2-phenyl-; 3,5,7-Trihydroxy-2-phenyl-4-benzopyrone; 3,5,7-trihydroxy-2-phenylchromen-4-one; teptochrysin	1	1	0	0	colitis	5281616	VCCRNZQBSJXYJD-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	548-83-4	NA	pubchem_and_inchikey	Targeting oxidative stress, apoptosis, and autophagy by galangin mitigates cadmium-induced renal damage: Role of SIRT1/Nrf2 and AMPK/mTOR pathways
