disease_id	disease_name	target_ensembl_id	gene_symbol	target_approved_name	overall_score	genetic_association_score	clinical_score	literature_score	rna_expression_score	animal_model_score	genetic_literature_score	somatic_mutation_score	known_drug_score	affected_pathway_score	candidate_ingredients	is_curcumin_target	curcumin_evidence_tier	all_datatype_scores	all_datasource_scores
MONDO_0005011	Crohn disease	ENSG00000125538	IL1B	interleukin 1 beta	0.0937874	0	0.121586	0.324743	0.509408	0	0	0	0	0	Archin;Berberime;Bilobalide;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Taxifolin;Trans-resveratrol	yes	A_module_aligned_b_cell_increased	clinical:0.121586;literature:0.324743;rna_expression:0.509408	clinical_precedence:0.121586;europepmc:0.324743;expression_atlas:0.509408
MONDO_0005265	inflammatory bowel disease	ENSG00000125538	IL1B	interleukin 1 beta	0.139501	0	0.151983	0.953398	0.035691	0	0	0	0	0	Archin;Berberime;Bilobalide;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Taxifolin;Trans-resveratrol	yes	A_module_aligned_b_cell_increased	clinical:0.151983;literature:0.953398;rna_expression:0.035691	clinical_precedence:0.151983;europepmc:0.953398;expression_atlas:0.035691
MONDO_0005101	ulcerative colitis	ENSG00000125538	IL1B	interleukin 1 beta	0.0856134	0	0.121586	0.20839	0.292212	0	0	0	0	0	Archin;Berberime;Bilobalide;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Taxifolin;Trans-resveratrol	yes	A_module_aligned_b_cell_increased	clinical:0.121586;literature:0.20839;rna_expression:0.292212	clinical_precedence:0.121586;europepmc:0.20839;expression_atlas:0.292212
MONDO_0005011	Crohn disease	ENSG00000127318	IL22	interleukin 22	0.061345	0	0	0.475184	0.117423	0	0	0	0	0	Archin;Curcumin	yes	F_context_target_only	literature:0.475184;rna_expression:0.117423	europepmc:0.475184;expression_atlas:0.117423
MONDO_0005265	inflammatory bowel disease	ENSG00000127318	IL22	interleukin 22	0.137304	0	0	0.9604	0	0.67548	0	0	0	0	Archin;Curcumin	yes	F_context_target_only	animal_model:0.67548;literature:0.9604	europepmc:0.9604;impc:0.67548
MONDO_0005101	ulcerative colitis	ENSG00000127318	IL22	interleukin 22	0.0339413	0	0	0.266474	0.0507227	0	0	0	0	0	Archin;Curcumin	yes	F_context_target_only	literature:0.266474;rna_expression:0.0507227	europepmc:0.266474;expression_atlas:0.0507227
MONDO_0005011	Crohn disease	ENSG00000137033	IL33	interleukin 33	0.268067	0.431264	0	0.184679	0.0203469	0	0	0	0	0	Curcumin	yes	B_module_aligned	genetic_association:0.431264;literature:0.184679;rna_expression:0.0203469	europepmc:0.184679;expression_atlas:0.0203469;gwas_credible_sets:0.431264
MONDO_0005265	inflammatory bowel disease	ENSG00000137033	IL33	interleukin 33	0.297771	0.431264	0	0.949367	0.0242799	0.48485	0	0	0	0	Curcumin	yes	B_module_aligned	animal_model:0.48485;genetic_association:0.431264;literature:0.949367;rna_expression:0.0242799	europepmc:0.949367;expression_atlas:0.0242799;gwas_credible_sets:0.431264;impc:0.48485
MONDO_0005101	ulcerative colitis	ENSG00000137033	IL33	interleukin 33	0.0254684	0	0	0.172375	0.14837	0	0	0	0	0	Curcumin	yes	B_module_aligned	literature:0.172375;rna_expression:0.14837	europepmc:0.172375;expression_atlas:0.14837
MONDO_0005011	Crohn disease	ENSG00000113520	IL4	interleukin 4	0.0258224	0	0	0.212379	0	0	0	0	0	0	Curcumin	yes	F_context_target_only	literature:0.212379	europepmc:0.212379
MONDO_0005265	inflammatory bowel disease	ENSG00000113520	IL4	interleukin 4	0.12571	0	0	0.904307	0	0.518428	0	0	0	0	Curcumin	yes	F_context_target_only	animal_model:0.518428;literature:0.904307	europepmc:0.904307;impc:0.518428
MONDO_0005101	ulcerative colitis	ENSG00000113520	IL4	interleukin 4	0.0227778	0	0	0.187339	0	0	0	0	0	0	Curcumin	yes	F_context_target_only	literature:0.187339	europepmc:0.187339
MONDO_0005011	Crohn disease	ENSG00000136244	IL6	interleukin 6	0.130052	0	0.181332	0.46127	0.428872	0	0	0	0	0	Archin;Berberime;Berberine;Bilobalide;Capsaicin;Cis-resveratrol;Cryptotanshinone;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Taxifolin;Trans-resveratrol	yes	F_context_target_only	clinical:0.181332;literature:0.46127;rna_expression:0.428872	clinical_precedence:0.181332;europepmc:0.46127;expression_atlas:0.428872
MONDO_0005265	inflammatory bowel disease	ENSG00000136244	IL6	interleukin 6	0.14219	0	0.181332	0.942794	0	0	0	0	0	0	Archin;Berberime;Berberine;Bilobalide;Capsaicin;Cis-resveratrol;Cryptotanshinone;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Taxifolin;Trans-resveratrol	yes	F_context_target_only	clinical:0.181332;literature:0.942794	clinical_precedence:0.181332;europepmc:0.942794
MONDO_0005101	ulcerative colitis	ENSG00000136244	IL6	interleukin 6	0.0432876	0	0	0.318272	0.15101	0	0	0	0	0	Archin;Berberime;Berberine;Bilobalide;Capsaicin;Cis-resveratrol;Cryptotanshinone;Curcumin;Geniposide;Honokiol;Isoarnebin 4;Rhein;Taxifolin;Trans-resveratrol	yes	F_context_target_only	literature:0.318272;rna_expression:0.15101	europepmc:0.318272;expression_atlas:0.15101
MONDO_0005011	Crohn disease	ENSG00000104432	IL7	interleukin 7	0.0123262	0	0	0.0926426	0.0349423	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.0926426;rna_expression:0.0349423	europepmc:0.0926426;expression_atlas:0.0349423
MONDO_0005265	inflammatory bowel disease	ENSG00000104432	IL7	interleukin 7	0.0987003	0	0	0.811773	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.811773	europepmc:0.811773
MONDO_0005101	ulcerative colitis	ENSG00000104432	IL7	interleukin 7	0.0190846	0	0	0.154599	0.00946053	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.154599;rna_expression:0.00946053	europepmc:0.154599;expression_atlas:0.00946053
MONDO_0005011	Crohn disease	ENSG00000254647	INS	insulin	0.0902852	0.142903	0	0.112192	0	0	0	0	0	0	Curcumin	yes	F_context_target_only	genetic_association:0.142903;literature:0.112192	europepmc:0.112192;gwas_credible_sets:0.142903
MONDO_0005265	inflammatory bowel disease	ENSG00000254647	INS	insulin	0.133649	0.178628	0	0.82427	0	0	0	0	0	0	Curcumin	yes	F_context_target_only	genetic_association:0.178628;literature:0.82427	europepmc:0.82427;gwas_credible_sets:0.178628
MONDO_0005101	ulcerative colitis	ENSG00000254647	INS	insulin	0.0901039	0.142903	0	0.106226	0	0	0	0	0	0	Curcumin	yes	F_context_target_only	genetic_association:0.142903;literature:0.106226	europepmc:0.106226;gwas_credible_sets:0.142903
MONDO_0005011	Crohn disease	ENSG00000169896	ITGAM	integrin subunit alpha M	0.0268623	0	0	0.218595	0.00934911	0	0	0	0	0	Archin	no		literature:0.218595;rna_expression:0.00934911	europepmc:0.218595;expression_atlas:0.00934911
MONDO_0005265	inflammatory bowel disease	ENSG00000169896	ITGAM	integrin subunit alpha M	0.108187	0	0	0.889797	0	0	0	0	0	0	Archin	no		literature:0.889797	europepmc:0.889797
MONDO_0005101	ulcerative colitis	ENSG00000169896	ITGAM	integrin subunit alpha M	0.0135832	0	0	0.101714	0.040014	0	0	0	0	0	Archin	no		literature:0.101714;rna_expression:0.040014	europepmc:0.101714;expression_atlas:0.040014
MONDO_0005011	Crohn disease	ENSG00000140678	ITGAX	integrin subunit alpha X	0.0510799	0	0	0.399014	0.0843931	0	0	0	0	0	Bilobalide	no		literature:0.399014;rna_expression:0.0843931	europepmc:0.399014;expression_atlas:0.0843931
MONDO_0005265	inflammatory bowel disease	ENSG00000140678	ITGAX	integrin subunit alpha X	0.0675849	0	0	0.55586	0	0	0	0	0	0	Bilobalide	no		literature:0.55586	europepmc:0.55586
MONDO_0005101	ulcerative colitis	ENSG00000140678	ITGAX	integrin subunit alpha X	0.0213586	0	0	0.104198	0.149617	0	0	0	0	0	Bilobalide	no		literature:0.104198;rna_expression:0.149617	europepmc:0.104198;expression_atlas:0.149617
MONDO_0005011	Crohn disease	ENSG00000162434	JAK1	Janus kinase 1	0.563812	0	0.916809	0.21239	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	clinical:0.916809;literature:0.21239	clinical_precedence:0.916809;europepmc:0.21239
MONDO_0005265	inflammatory bowel disease	ENSG00000162434	JAK1	Janus kinase 1	0.595843	0	0.967105	0.260216	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	clinical:0.967105;literature:0.260216	clinical_precedence:0.967105;europepmc:0.260216
MONDO_0005101	ulcerative colitis	ENSG00000162434	JAK1	Janus kinase 1	0.581496	0	0.949019	0.149952	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	clinical:0.949019;literature:0.149952	clinical_precedence:0.949019;europepmc:0.149952
MONDO_0005011	Crohn disease	ENSG00000090382	LYZ	lysozyme	0.0340368	0	0	0.248145	0.12718	0	0	0	0	0	Berberime	no		literature:0.248145;rna_expression:0.12718	europepmc:0.248145;expression_atlas:0.12718
MONDO_0005265	inflammatory bowel disease	ENSG00000090382	LYZ	lysozyme	0.0604988	0	0	0.497579	0	0	0	0	0	0	Berberime	no		literature:0.497579	europepmc:0.497579
MONDO_0005101	ulcerative colitis	ENSG00000090382	LYZ	lysozyme	0.029744	0	0	0.175746	0.200697	0	0	0	0	0	Berberime	no		literature:0.175746;rna_expression:0.200697	europepmc:0.175746;expression_atlas:0.200697
MONDO_0005265	inflammatory bowel disease	ENSG00000204103	MAFB	MAF bZIP transcription factor B	0.0678076	0	0	0.557692	0	0	0	0	0	0	Isoarnebin 4	no		literature:0.557692	europepmc:0.557692
MONDO_0005101	ulcerative colitis	ENSG00000204103	MAFB	MAF bZIP transcription factor B	0.0103482	0	0	0.0851103	0	0	0	0	0	0	Isoarnebin 4	no		literature:0.0851103	europepmc:0.0851103
MONDO_0005265	inflammatory bowel disease	ENSG00000140941	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	0.0347464	0.0476278	0	0.190545	0	0	0	0	0	0	Trans-resveratrol	no		genetic_association:0.0476278;literature:0.190545	europepmc:0.190545;gwas_credible_sets:0.0476278
MONDO_0005101	ulcerative colitis	ENSG00000140941	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	0.0289544	0.0476278	0	0	0	0	0	0	0	0	Trans-resveratrol	no		genetic_association:0.0476278	gwas_credible_sets:0.0476278
MONDO_0005011	Crohn disease	ENSG00000112062	MAPK14	mitogen-activated protein kinase 14	0.110842	0	0.177955	0.0874491	0	0	0	0	0	0	Bilobalide;Geniposide;Melatonin;Taxifolin	no		clinical:0.177955;literature:0.0874491	clinical_precedence:0.177955;europepmc:0.0874491
MONDO_0005265	inflammatory bowel disease	ENSG00000112062	MAPK14	mitogen-activated protein kinase 14	0.288943	0.42283	0.185713	0.271424	0	0	0	0	0	0	Bilobalide;Geniposide;Melatonin;Taxifolin	no		clinical:0.185713;genetic_association:0.42283;literature:0.271424	clinical_precedence:0.185713;europepmc:0.271424;gwas_credible_sets:0.42283
MONDO_0005101	ulcerative colitis	ENSG00000112062	MAPK14	mitogen-activated protein kinase 14	0.261229	0.42283	0	0.112606	0.0558647	0	0	0	0	0	Bilobalide;Geniposide;Melatonin;Taxifolin	no		genetic_association:0.42283;literature:0.112606;rna_expression:0.0558647	europepmc:0.112606;expression_atlas:0.0558647;gwas_credible_sets:0.42283
MONDO_0005011	Crohn disease	ENSG00000148773	MKI67	marker of proliferation Ki-67	0.0103603	0	0	0.0852095	0	0	0	0	0	0	Berberime	no		literature:0.0852095	europepmc:0.0852095
MONDO_0005265	inflammatory bowel disease	ENSG00000148773	MKI67	marker of proliferation Ki-67	0.0290313	0	0	0.238771	0	0	0	0	0	0	Berberime	no		literature:0.238771	europepmc:0.238771
MONDO_0005101	ulcerative colitis	ENSG00000148773	MKI67	marker of proliferation Ki-67	0.0232881	0	0	0.191536	0	0	0	0	0	0	Berberime	no		literature:0.191536	europepmc:0.191536
MONDO_0005011	Crohn disease	ENSG00000005381	MPO	myeloperoxidase	0.0448542	0	0	0.321131	0.191112	0	0	0	0	0	Bilobalide	no		literature:0.321131;rna_expression:0.191112	europepmc:0.321131;expression_atlas:0.191112
MONDO_0005265	inflammatory bowel disease	ENSG00000005381	MPO	myeloperoxidase	0.111846	0	0	0.919894	0	0	0	0	0	0	Bilobalide	no		literature:0.919894	europepmc:0.919894
MONDO_0005101	ulcerative colitis	ENSG00000005381	MPO	myeloperoxidase	0.0222589	0	0	0.179842	0.0129175	0	0	0	0	0	Bilobalide	no		literature:0.179842;rna_expression:0.0129175	europepmc:0.179842;expression_atlas:0.0129175
MONDO_0005011	Crohn disease	ENSG00000198788	MUC2	mucin 2, oligomeric mucus/gel-forming	0.0203644	0	0	0.167489	0	0	0	0	0	0	Archin	no		literature:0.167489	europepmc:0.167489
MONDO_0005265	inflammatory bowel disease	ENSG00000198788	MUC2	mucin 2, oligomeric mucus/gel-forming	0.142261	0	0	0.808092	0	0.968021	0	0	0	0	Archin	no		animal_model:0.968021;literature:0.808092	europepmc:0.808092;impc:0.968021
MONDO_0005101	ulcerative colitis	ENSG00000198788	MUC2	mucin 2, oligomeric mucus/gel-forming	0.0574309	0	0	0.467958	0.0175572	0	0	0	0	0	Archin	no		literature:0.467958;rna_expression:0.0175572	europepmc:0.467958;expression_atlas:0.0175572
MONDO_0005011	Crohn disease	ENSG00000109320	NFKB1	nuclear factor kappa B subunit 1	0.37777	0.609616	0	0.235753	0	0	0	0	0	0	Alpinetin;Archin;Asperuloside;Bilobalide;Polydatin;Taxifolin	no		genetic_association:0.609616;literature:0.235753	europepmc:0.235753;gwas_credible_sets:0.609616
MONDO_0005265	inflammatory bowel disease	ENSG00000109320	NFKB1	nuclear factor kappa B subunit 1	0.526623	0.808057	0	0.894273	0	0.606781	0	0	0	0	Alpinetin;Archin;Asperuloside;Bilobalide;Polydatin;Taxifolin	no		animal_model:0.606781;genetic_association:0.808057;literature:0.894273	europepmc:0.894273;gwas_credible_sets:0.808057;impc:0.606781
MONDO_0005101	ulcerative colitis	ENSG00000109320	NFKB1	nuclear factor kappa B subunit 1	0.457139	0.736518	0	0.308841	0	0	0	0	0	0	Alpinetin;Archin;Asperuloside;Bilobalide;Polydatin;Taxifolin	no		genetic_association:0.736518;literature:0.308841	europepmc:0.308841;gwas_credible_sets:0.736518
MONDO_0005011	Crohn disease	ENSG00000162711	NLRP3	NLR family pyrin domain containing 3	0.0608576	0	0	0.491407	0.0364942	0	0	0	0	0	Berberine;Rhein	no		literature:0.491407;rna_expression:0.0364942	europepmc:0.491407;expression_atlas:0.0364942
MONDO_0005265	inflammatory bowel disease	ENSG00000162711	NLRP3	NLR family pyrin domain containing 3	0.160764	0.215953	0	0.969823	0	0	0	0	0	0	Berberine;Rhein	no		genetic_association:0.215953;literature:0.969823	europepmc:0.969823;gwas_credible_sets:0.215953
MONDO_0005101	ulcerative colitis	ENSG00000162711	NLRP3	NLR family pyrin domain containing 3	0.153139	0.215953	0	0.718993	0	0	0	0	0	0	Berberine;Rhein	no		genetic_association:0.215953;literature:0.718993	europepmc:0.718993;gwas_credible_sets:0.215953
MONDO_0005011	Crohn disease	ENSG00000007171	NOS2	nitric oxide synthase 2	0.032042	0	0	0.217088	0.18578	0	0	0	0	0	Archin;Cryptotanshinone;Honokiol;Isoarnebin 4;Wogonin	no		literature:0.217088;rna_expression:0.18578	europepmc:0.217088;expression_atlas:0.18578
MONDO_0005265	inflammatory bowel disease	ENSG00000007171	NOS2	nitric oxide synthase 2	0.112115	0	0	0.912184	0.0396826	0	0	0	0	0	Archin;Cryptotanshinone;Honokiol;Isoarnebin 4;Wogonin	no		literature:0.912184;rna_expression:0.0396826	europepmc:0.912184;expression_atlas:0.0396826
MONDO_0005101	ulcerative colitis	ENSG00000007171	NOS2	nitric oxide synthase 2	0.0494384	0	0	0.244662	0.345446	0	0	0	0	0	Archin;Cryptotanshinone;Honokiol;Isoarnebin 4;Wogonin	no		literature:0.244662;rna_expression:0.345446	europepmc:0.244662;expression_atlas:0.345446
MONDO_0005011	Crohn disease	ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	0.00221748	0	0	0.0182379	0	0	0	0	0	0	Asperuloside	no		literature:0.0182379	europepmc:0.0182379
MONDO_0005265	inflammatory bowel disease	ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	0.0238582	0	0	0.196225	0	0	0	0	0	0	Asperuloside	no		literature:0.196225	europepmc:0.196225
MONDO_0005101	ulcerative colitis	ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	0.0130977	0	0	0.103716	0.0160275	0	0	0	0	0	Asperuloside	no		literature:0.103716;rna_expression:0.0160275	europepmc:0.103716;expression_atlas:0.0160275
MONDO_0005011	Crohn disease	ENSG00000144852	NR1I2	nuclear receptor subfamily 1 group I member 2	0.0259041	0	0	0.213051	0	0	0	0	0	0	Alpinetin	no		literature:0.213051	europepmc:0.213051
MONDO_0005265	inflammatory bowel disease	ENSG00000144852	NR1I2	nuclear receptor subfamily 1 group I member 2	0.279846	0.416122	0	0.884053	0	0	0	0	0	0	Alpinetin	no		genetic_association:0.416122;literature:0.884053	europepmc:0.884053;gwas_credible_sets:0.416122
MONDO_0005101	ulcerative colitis	ENSG00000144852	NR1I2	nuclear receptor subfamily 1 group I member 2	0.257368	0.416122	0	0.144574	0	0	0	0	0	0	Alpinetin	no		genetic_association:0.416122;literature:0.144574	europepmc:0.144574;gwas_credible_sets:0.416122
MONDO_0005011	Crohn disease	ENSG00000173391	OLR1	oxidized low density lipoprotein receptor 1	0.0177248	0	0	0	0.14578	0	0	0	0	0	Cryptotanshinone	no		rna_expression:0.14578	expression_atlas:0.14578
MONDO_0005265	inflammatory bowel disease	ENSG00000173391	OLR1	oxidized low density lipoprotein receptor 1	0.0121986	0	0	0.100329	0	0	0	0	0	0	Cryptotanshinone	no		literature:0.100329	europepmc:0.100329
MONDO_0005101	ulcerative colitis	ENSG00000173391	OLR1	oxidized low density lipoprotein receptor 1	0.00790851	0	0	0	0.0650445	0	0	0	0	0	Cryptotanshinone	no		rna_expression:0.0650445	expression_atlas:0.0650445
MONDO_0005011	Crohn disease	ENSG00000099985	OSM	oncostatin M	0.0636671	0	0	0.299656	0.448724	0	0	0	0	0	Berberine	no		literature:0.299656;rna_expression:0.448724	europepmc:0.299656;expression_atlas:0.448724
MONDO_0005265	inflammatory bowel disease	ENSG00000099985	OSM	oncostatin M	0.0540263	0.0547226	0	0.375943	0	0	0	0	0	0	Berberine	no		genetic_association:0.0547226;literature:0.375943	europepmc:0.375943;gwas_credible_sets:0.0547226
MONDO_0005101	ulcerative colitis	ENSG00000099985	OSM	oncostatin M	0.0381155	0.0338513	0	0.0861995	0.261594	0	0	0	0	0	Berberine	no		genetic_association:0.0338513;literature:0.0861995;rna_expression:0.261594	europepmc:0.0861995;expression_atlas:0.261594;gwas_credible_sets:0.0338513
MONDO_0005011	Crohn disease	ENSG00000145623	OSMR	oncostatin M receptor	0.379676	0.621059	0	0.0486345	0.047125	0	0	0	0	0	Berberine	no		genetic_association:0.621059;literature:0.0486345;rna_expression:0.047125	europepmc:0.0486345;expression_atlas:0.047125;gwas_credible_sets:0.621059
MONDO_0005265	inflammatory bowel disease	ENSG00000145623	OSMR	oncostatin M receptor	0.482269	0.744156	0.106388	0.735296	0.0443188	0	0	0	0	0	Berberine	no		clinical:0.106388;genetic_association:0.744156;literature:0.735296;rna_expression:0.0443188	clinical_precedence:0.106388;europepmc:0.735296;expression_atlas:0.0443188;gwas_credible_sets:0.744156
MONDO_0005101	ulcerative colitis	ENSG00000145623	OSMR	oncostatin M receptor	0.398872	0.62308	0.106388	0.0729517	0.248682	0	0	0	0	0	Berberine	no		clinical:0.106388;genetic_association:0.62308;literature:0.0729517;rna_expression:0.248682	clinical_precedence:0.106388;europepmc:0.0729517;expression_atlas:0.248682;gwas_credible_sets:0.62308
MONDO_0005011	Crohn disease	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	0.0122181	0	0	0.100489	0	0	0	0	0	0	Polydatin	no		literature:0.100489	europepmc:0.100489
MONDO_0005265	inflammatory bowel disease	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	0.0583119	0	0	0.479594	0	0	0	0	0	0	Polydatin	no		literature:0.479594	europepmc:0.479594
MONDO_0005101	ulcerative colitis	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	0.0132697	0	0	0.109138	0	0	0	0	0	0	Polydatin	no		literature:0.109138	europepmc:0.109138
MONDO_0005265	inflammatory bowel disease	ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1	0.0108821	0	0	0.0895009	0	0	0	0	0	0	Curcumin	yes	D_b_cell_increased	literature:0.0895009	europepmc:0.0895009
MONDO_0005011	Crohn disease	ENSG00000067225	PKM	pyruvate kinase M1/2	0.00841061	0	0	0.0691741	0	0	0	0	0	0	Isoarnebin 4	no		literature:0.0691741	europepmc:0.0691741
MONDO_0005265	inflammatory bowel disease	ENSG00000067225	PKM	pyruvate kinase M1/2	0.0571163	0	0	0.46976	0	0	0	0	0	0	Isoarnebin 4	no		literature:0.46976	europepmc:0.46976
MONDO_0005101	ulcerative colitis	ENSG00000067225	PKM	pyruvate kinase M1/2	0.0131649	0	0	0.0895063	0.0750795	0	0	0	0	0	Isoarnebin 4	no		literature:0.0895063;rna_expression:0.0750795	europepmc:0.0895063;expression_atlas:0.0750795
MONDO_0005011	Crohn disease	ENSG00000116711	PLA2G4A	phospholipase A2 group IVA	0.00283081	0	0	0	0.0232824	0	0	0	0	0	Berberine	no		rna_expression:0.0232824	expression_atlas:0.0232824
MONDO_0005265	inflammatory bowel disease	ENSG00000116711	PLA2G4A	phospholipase A2 group IVA	0.0878798	0	0	0.722778	0	0	0	0	0	0	Berberine	no		literature:0.722778	europepmc:0.722778
MONDO_0005101	ulcerative colitis	ENSG00000116711	PLA2G4A	phospholipase A2 group IVA	0.00905471	0	0	0.0744715	0	0	0	0	0	0	Berberine	no		literature:0.0744715	europepmc:0.0744715
MONDO_0005011	Crohn disease	ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	0.384586	0	0.62148	0.190786	0.071769	0	0	0	0	0	Archin;Brahmic acid;Honokiol;Wogonin	no		clinical:0.62148;literature:0.190786;rna_expression:0.071769	clinical_precedence:0.62148;europepmc:0.190786;expression_atlas:0.071769
MONDO_0005265	inflammatory bowel disease	ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	0.630523	0	0.994421	0.849928	0.0110632	0	0	0	0	0	Archin;Brahmic acid;Honokiol;Wogonin	no		clinical:0.994421;literature:0.849928;rna_expression:0.0110632	clinical_precedence:0.994421;europepmc:0.849928;expression_atlas:0.0110632
MONDO_0005101	ulcerative colitis	ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	0.616073	0	0.993948	0.322572	0.149229	0	0	0	0	0	Archin;Brahmic acid;Honokiol;Wogonin	no		clinical:0.993948;literature:0.322572;rna_expression:0.149229	clinical_precedence:0.993948;europepmc:0.322572;expression_atlas:0.149229
MONDO_0005011	Crohn disease	ENSG00000132356	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	0.0490741	0.0807232	0	0	0	0	0	0	0	0	Brahmic acid	no		genetic_association:0.0807232	gwas_credible_sets:0.0807232
MONDO_0005265	inflammatory bowel disease	ENSG00000132356	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	0.11689	0.0866617	0	0.853048	0	0	0	0	0	0	Brahmic acid	no		genetic_association:0.0866617;literature:0.853048	europepmc:0.853048;gwas_credible_sets:0.0866617
MONDO_0005101	ulcerative colitis	ENSG00000132356	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	0.0423812	0.0644113	0	0.10605	0	0	0	0	0	0	Brahmic acid	no		genetic_association:0.0644113;literature:0.10605	europepmc:0.10605;gwas_credible_sets:0.0644113
MONDO_0005011	Crohn disease	ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2	0.395688	0	0.623387	0.335564	0.400649	0	0	0	0	0	Archin;Berberime;Cryptotanshinone	no		clinical:0.623387;literature:0.335564;rna_expression:0.400649	clinical_precedence:0.623387;europepmc:0.335564;expression_atlas:0.400649
MONDO_0005265	inflammatory bowel disease	ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2	0.635264	0	0.994471	0.709952	0.0349829	0.655027	0	0	0	0	Archin;Berberime;Cryptotanshinone	no		animal_model:0.655027;clinical:0.994471;literature:0.709952;rna_expression:0.0349829	clinical_precedence:0.994471;europepmc:0.709952;expression_atlas:0.0349829;impc:0.655027
MONDO_0005101	ulcerative colitis	ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2	0.613417	0	0.994	0.190459	0.215839	0	0	0	0	0	Archin;Berberime;Cryptotanshinone	no		clinical:0.994;literature:0.190459;rna_expression:0.215839	clinical_precedence:0.994;europepmc:0.190459;expression_atlas:0.215839
MONDO_0005011	Crohn disease	ENSG00000173039	RELA	RELA proto-oncogene, NF-kB subunit	0.00957828	0	0	0.0787777	0	0	0	0	0	0	Asperuloside;Bilobalide;Cryptotanshinone	no		literature:0.0787777	europepmc:0.0787777
MONDO_0005265	inflammatory bowel disease	ENSG00000173039	RELA	RELA proto-oncogene, NF-kB subunit	0.061158	0.0739205	0	0.380988	0	0.266517	0	0	0	0	Asperuloside;Bilobalide;Cryptotanshinone	no		animal_model:0.266517;genetic_association:0.0739205;literature:0.380988	europepmc:0.380988;gwas_credible_sets:0.0739205;impc:0.266517
MONDO_0005101	ulcerative colitis	ENSG00000173039	RELA	RELA proto-oncogene, NF-kB subunit	0.0211279	0	0	0.173769	0	0	0	0	0	0	Asperuloside;Bilobalide;Cryptotanshinone	no		literature:0.173769	europepmc:0.173769
MONDO_0005011	Crohn disease	ENSG00000174175	SELP	selectin P	0.0204511	0	0	0.137065	0.124547	0	0	0	0	0	Polydatin	no		literature:0.137065;rna_expression:0.124547	europepmc:0.137065;expression_atlas:0.124547
MONDO_0005265	inflammatory bowel disease	ENSG00000174175	SELP	selectin P	0.0409811	0	0	0.332845	0.0168339	0	0	0	0	0	Polydatin	no		literature:0.332845;rna_expression:0.0168339	europepmc:0.332845;expression_atlas:0.0168339
MONDO_0005101	ulcerative colitis	ENSG00000174175	SELP	selectin P	0.0306474	0	0	0.145402	0.215713	0	0	0	0	0	Polydatin	no		literature:0.145402;rna_expression:0.215713	europepmc:0.145402;expression_atlas:0.215713
MONDO_0005265	inflammatory bowel disease	ENSG00000147010	SH3KBP1	SH3 domain containing kinase binding protein 1	0.00702202	0	0	0.0577534	0	0	0	0	0	0	Curcumin	yes	C_b_cell_mechanism_increased	literature:0.0577534	europepmc:0.0577534
MONDO_0005011	Crohn disease	ENSG00000166949	SMAD3	SMAD family member 3	0.42325	0.689936	0	0.125565	0	0	0	0	0	0	Asperuloside	no		genetic_association:0.689936;literature:0.125565	europepmc:0.125565;gwas_credible_sets:0.689936
MONDO_0005265	inflammatory bowel disease	ENSG00000166949	SMAD3	SMAD family member 3	0.545518	0.846731	0	0.796319	0	0.485449	0	0	0	0	Asperuloside	no		animal_model:0.485449;genetic_association:0.846731;literature:0.796319	europepmc:0.796319;gwas_credible_sets:0.846731;impc:0.485449
MONDO_0005101	ulcerative colitis	ENSG00000166949	SMAD3	SMAD family member 3	0.470962	0.771148	0	0.0709894	0	0	0	0	0	0	Asperuloside	no		genetic_association:0.771148;literature:0.0709894	europepmc:0.0709894;gwas_credible_sets:0.771148
